"","Gene","log2FC","P.value","adj.P.value","sgnlFC"
"1","PRSS1",-13.3006974272209,4.16565674571804e-26,1.746243307805e-22,"-"
"2","RBL1",-14.7130461033137,4.30020876877937e-25,6.0088250529077e-22,"-"
"3","IL17RA",14.6707762342074,4.20295553908517e-25,6.0088250529077e-22,"+"
"4","IKBKE",-13.366395190624,4.29808035699e-24,3.90205246707462e-21,"-"
"5","HIF1A",-13.1841539410546,4.65416563343824e-24,3.90205246707462e-21,"-"
"6","LOC100129203",-14.1050253167021,8.88675945002095e-24,5.32189937349826e-21,"-"
"7","RINL",13.3422846873921,8.18238989830907e-24,5.32189937349826e-21,"+"
"8","LINC02072",13.1041036571863,1.57864654094952e-23,8.2721078745755e-21,"+"
"9","LEMD2",13.8236922285175,2.23886815976862e-23,1.04281503619445e-20,"+"
"10","SLC25A10",13.0696345615988,3.60016747443072e-23,1.50919020528136e-20,"+"
"11","MIR4695",12.7229854166218,9.88832292721383e-23,3.45432080924003e-20,"+"
"12","SIGIRR",12.5445486911759,9.55625046310703e-23,3.45432080924003e-20,"+"
"13","LOC101927557",12.637295687537,1.51634202064714e-22,4.88961980811755e-20,"+"
"14","C19orf71",12.7131778835054,1.95072336352585e-22,5.84102309992883e-20,"+"
"15","TICAM1",12.5516585240308,2.15671782137235e-22,6.02730740479525e-20,"+"
"16","MIR4779",-13.3710525971017,3.08996134769105e-22,8.09569873095056e-20,"-"
"17","FAM129B",12.7920673942105,4.1603713775265e-22,1.02589863615242e-19,"+"
"18","KDM5C",12.9477380929236,9.81594170460124e-22,2.28602375698269e-19,"+"
"19","APOL3",13.0615282738487,1.15051517707171e-21,2.53839980120243e-19,"+"
"20","HSPH1",-12.9999625015426,1.37332973441344e-21,2.87849912333058e-19,"-"
"21","TMEM120A",-12.0644499007953,2.00364560298417e-21,3.99965827033792e-19,"-"
"22","YPEL5",-12.0512576749179,2.2790269103994e-21,4.17341309199604e-19,"-"
"23","TRIM35",-12.8779385912719,2.38935864045575e-21,4.17341309199604e-19,"-"
"24","SLC38A2",-12.9165082617125,2.31934586935626e-21,4.17341309199604e-19,"-"
"25","STK11",11.8864603444192,4.34657929849593e-21,7.28834416771797e-19,"+"
"26","SEPT3",12.6813929934996,5.33025546992948e-21,8.59401189613246e-19,"+"
"27","ADAM11",12.7065067337267,6.07745321401872e-21,9.43580884191351e-19,"+"
"28","GNB1L",12.6067784633151,7.69947251412719e-21,1.15272102782933e-18,"+"
"29","EPB41",-11.7139547916592,9.13246131947295e-21,1.23798911002892e-18,"-"
"30","LINC01072",-12.6161199142581,9.15497672015663e-21,1.23798911002892e-18,"-"
"31","LOC100133286",-12.5005178830255,8.89066525538443e-21,1.23798911002892e-18,"-"
"32","MIR486-1",11.6017563830871,1.10451996364722e-20,1.44692115237786e-18,"+"
"33","SAMD11",12.5577172585097,1.2629864564237e-20,1.60437552282671e-18,"+"
"34","MIR4265",12.5519894077104,1.36124310467807e-20,1.630380312803e-18,"+"
"35","TPM1",-12.524118174949,1.35677411014831e-20,1.630380312803e-18,"-"
"36","UBE2K",-12.4644809438936,1.51561994332324e-20,1.76485522289195e-18,"-"
"37","MIR6720",12.4827073705518,1.62912823261781e-20,1.84575825706321e-18,"+"
"38","GCLC",-11.3323552288055,3.39508700229724e-20,3.74531702990264e-18,"-"
"39","REXO4",12.310170925388,3.64702378565746e-20,3.92008300242976e-18,"+"
"40","TGOLN2",11.3099735719528,5.02280914215109e-20,5.26390398097435e-18,"+"
"41","GNG8",-12.1371639950098,5.27859905117974e-20,5.39704566403549e-18,"-"
"42","AQP2",12.0936287611112,5.85706140859694e-20,5.845905101152e-18,"+"
"43","MIR4322",12.1864223598868,6.73778250028446e-20,6.56855447469592e-18,"+"
"44","MIR4647",-11.1955819007784,7.04132046365762e-20,6.70845804173926e-18,"-"
"45","ARSA",12.1026588221485,7.2800843180468e-20,6.78180299138937e-18,"+"
"46","DGCR6L",11.9426771165494,8.23454287358905e-20,7.50417472306202e-18,"+"
"47","RNF216-IT1",-12.0303704239591,1.04605095718127e-19,9.32988428192312e-18,"-"
"48","DDX6",-12.0456872676362,1.06904627311644e-19,9.33633745188354e-18,"-"
"49","DPH5",-11.0492123437085,1.19826810572388e-19,1.02513059167235e-17,"-"
"50","NPAS2",11.0716908049989,1.27282286457964e-19,1.06713468966357e-17,"+"
"51","RAE1",11.936744182775,1.34110179752182e-19,1.10233308533558e-17,"+"
"52","CRTAC1",11.9927487339649,1.3960128008611e-19,1.12540108869418e-17,"+"
"53","ENPP7",12.2688726169078,1.47972014046021e-19,1.17037487336022e-17,"+"
"54","NR3C2",-11.0132784658001,1.58551370272695e-19,1.23082841515396e-17,"-"
"55","DLGAP1",-12.024365951992,1.72413435144363e-19,1.31410385477303e-17,"-"
"56","BUD13",11.8802135589148,1.92499344663201e-19,1.43931621994699e-17,"+"
"57","RILPL2",-11.9233928187962,1.95708550899281e-19,1.43931621994699e-17,"-"
"58","LINC01350",-11.929439734456,2.08932725606277e-19,1.51007928576123e-17,"-"
"59","HTRA3",10.948287392738,2.21196393628031e-19,1.57161912218425e-17,"+"
"60","TBC1D22A",12.6845073068539,2.2958064450877e-19,1.60400343630127e-17,"+"
"61","CCNK",10.9705988104044,2.38136760098125e-19,1.63650704644482e-17,"+"
"62","SRSF5",12.0595180984266,2.62142754518454e-19,1.77242326926026e-17,"+"
"63","PPP2R5A",11.745396928847,2.7476831652872e-19,1.80277410068121e-17,"+"
"64","N4BP2L1",11.8159343208757,2.75232687126903e-19,1.80277410068121e-17,"+"
"65","SHD",-11.7970487408824,2.90933238555968e-19,1.8762955938871e-17,"-"
"66","MECP2",11.7426769195419,3.35141847880872e-19,2.12865852472215e-17,"+"
"67","CCND1",10.7951555926225,3.53087443004825e-19,2.20916800160631e-17,"+"
"68","MIR3135A",-11.6835872988493,3.80981923354672e-19,2.34864150397468e-17,"-"
"69","VPS45",11.8982824874392,3.93180758785673e-19,2.38871556641963e-17,"+"
"70","STXBP1",13.1106933209843,5.75826730152134e-19,3.42062107563152e-17,"+"
"71","TFAP4",-12.4054520193191,5.79351374928048e-19,3.42062107563152e-17,"-"
"72","MPZL1",-11.5383834047655,6.09713398651476e-19,3.51171888969949e-17,"-"
"73","CEACAM21",-14.383447248048,6.11535016574577e-19,3.51171888969949e-17,"-"
"74","RBPJ",-13.6055754316786,6.57204971749339e-19,3.72297735347734e-17,"-"
"75","LUZP1",-11.4840679011246,7.00423682761194e-19,3.8773756546322e-17,"-"
"76","PDCD1",11.6692315502522,7.02959326698586e-19,3.8773756546322e-17,"+"
"77","CCDC97",-10.6451276711797,7.82658188137068e-19,4.26091314892284e-17,"-"
"78","NEK9",-11.4855613179081,8.17226580627377e-19,4.39206900767944e-17,"-"
"79","SPRN",11.5346514266325,8.39982861674666e-19,4.45722551410152e-17,"+"
"80","FAM71A",-11.4551468123491,9.60365086690381e-19,5.0323130542576e-17,"-"
"81","LZTS1-AS1",-11.442802179763,1.12491914151381e-18,5.82180375459987e-17,"-"
"82","TIAL1",-11.6926427403563,1.18598022683737e-18,5.98991459144851e-17,"-"
"83","DHX58",12.2167703568099,1.17265496611982e-18,5.98991459144851e-17,"+"
"84","SPECC1L-ADORA2A",11.3843498852517,1.21777880645612e-18,6.0772961388858e-17,"+"
"85","PTGDS",11.4109428590152,1.27651716879496e-18,6.29548231951583e-17,"+"
"86","ARID1A",-11.4006573495493,1.50446745736208e-18,7.20373559346613e-17,"-"
"87","LOC151484",11.3622773967771,1.50145469554368e-18,7.20373559346613e-17,"+"
"88","RBMS3",-10.5059532665855,1.51223457114747e-18,7.20373559346613e-17,"-"
"89","RAF1",-11.4130545526314,1.63954025020097e-18,7.72241879645219e-17,"-"
"90","SCYL1",-11.3276297054499,1.72917983879119e-18,8.05413542690298e-17,"-"
"91","CSTF2T",-11.2933036471808,1.92771895599644e-18,8.88021743245833e-17,"-"
"92","ELF4",-11.3339669136213,2.1987571143039e-18,1.00186845903934e-16,"-"
"93","DCAF5",12.3069577860068,2.49465058349707e-18,1.12447045656126e-16,"+"
"94","ARPC1B",15.3993531484846,3.13059088372538e-18,1.39611031750817e-16,"+"
"95","RNF11",11.9843638816316,3.19058645890409e-18,1.4078882563922e-16,"+"
"96","SRSF10",-11.2148389980586,3.40372938126625e-18,1.48629516315293e-16,"-"
"97","NUFIP2",-11.1527110662025,3.4616838647435e-18,1.49601842896956e-16,"-"
"98","NSD3",-13.3601480831302,4.18848783780647e-18,1.79164704245762e-16,"-"
"99","ZBTB40",11.0816267017926,4.38590399421929e-18,1.85714237815831e-16,"+"
"100","DAPK2",-11.0495300094402,4.95606174587986e-18,2.07758108387284e-16,"-"
"101","ABHD14A-ACY1",-12.5754488323376,5.17583907547662e-18,2.14822944598e-16,"-"
"102","MIR4480",-11.0565645957299,5.94817005086031e-18,2.44458126011828e-16,"-"
"103","TES",-11.0098820361388,6.49903280559037e-18,2.6450432544694e-16,"-"
"104","DNPH1",-11.354478760971,6.69590398036096e-18,2.67325995101649e-16,"-"
"105","GPALPP1",10.9777396185851,6.69365234539875e-18,2.67325995101649e-16,"+"
"106","ARL6IP5",-10.9834106830632,7.31984748635336e-18,2.8499888187307e-16,"-"
"107","KIF13B",-10.9926651862512,7.26292654909789e-18,2.8499888187307e-16,"-"
"108","RTN4RL2",10.9363948181895,7.34252844520313e-18,2.8499888187307e-16,"+"
"109","FBXO11",-10.8919494939798,1.02853741915385e-17,3.95562280834214e-16,"-"
"110","RGS2",-10.8482966803568,1.06089129968618e-17,4.04296029844042e-16,"-"
"111","GTF2H1",-10.9284929427793,1.08218632595177e-17,4.08695953008091e-16,"-"
"112","PRRC2C",-10.8532206917053,1.16244838859266e-17,4.35087825444679e-16,"-"
"113","H2AFV",-10.8205270250547,1.18565250477125e-17,4.39845601770008e-16,"-"
"114","PRAG1",-10.8739317277453,1.20927872971683e-17,4.42355103917207e-16,"-"
"115","CEACAM1",14.0387965105408,1.21352187381867e-17,4.42355103917207e-16,"+"
"116","MIR1343",-11.1380329501465,1.39227535139321e-17,5.03139506296582e-16,"-"
"117","KCTD21",-10.7537505335612,1.58805576139286e-17,5.64163538284649e-16,"-"
"118","USP22",10.7656464054369,1.5764257475442e-17,5.64163538284649e-16,"+"
"119","CSF1R",10.7181074259177,1.74008350414418e-17,6.1297731507331e-16,"+"
"120","ANKH",14.2978825007063,1.78854512722587e-17,6.24798431110905e-16,"+"
"121","TBXAS1",-13.7361387637324,1.87418138978892e-17,6.49303172396294e-16,"-"
"122","YBX1",-10.7114100378267,2.27371047076086e-17,7.78605745668108e-16,"-"
"123","RNF213",12.7780615668471,2.28455407245175e-17,7.78605745668108e-16,"+"
"124","XYLT1",-13.5916349021142,2.33488798229513e-17,7.89342775950095e-16,"-"
"125","SSTR3",-10.6900582313632,2.36337348430225e-17,7.92580931695602e-16,"-"
"126","MIR592",-10.6576316094337,2.44268904006031e-17,7.99980660619751e-16,"-"
"127","CCDC6",-10.7085376667945,2.42570863183256e-17,7.99980660619751e-16,"-"
"128","PRDM11",10.6801014166401,2.42007850757148e-17,7.99980660619751e-16,"+"
"129","ZNF184",10.6371020420567,2.53860065345409e-17,8.19469366117942e-16,"+"
"130","SLC5A1",10.6112722223249,2.54129335866728e-17,8.19469366117942e-16,"+"
"131","NEDD4",10.6746238226878,2.63073485095406e-17,8.418351523053e-16,"+"
"132","MN1",10.5983238227225,2.65146675648022e-17,8.42041563876144e-16,"+"
"133","SCGB1A1",10.6277205346062,2.74112661252663e-17,8.63970132309144e-16,"+"
"134","RAB33A",10.5984684137462,2.77443165144532e-17,8.67941603198417e-16,"+"
"135","LETMD1",-12.1349152512652,2.85037745620568e-17,8.85094984919572e-16,"-"
"136","UBQLN1",10.6077579233481,2.95361533092068e-17,9.10408490236727e-16,"+"
"137","ADAM10",-10.6440396672191,2.97908247024236e-17,9.11555745639122e-16,"-"
"138","ANKRD35",10.5927222269539,3.11761124750826e-17,9.47030894895262e-16,"+"
"139","PPIL4",-11.7629770900847,3.20054790972671e-17,9.65229988314703e-16,"-"
"140","CREM",10.9135503587672,3.28090025101438e-17,9.82395275160878e-16,"+"
"141","RCN3",11.1092296213538,3.32286396616304e-17,9.87903953628048e-16,"+"
"142","KIAA0232",-12.42622075752,3.41696143924952e-17,1.00645278564294e-15,"-"
"143","ADAMTS7",10.5577942461341,3.43327166858158e-17,1.00645278564294e-15,"+"
"144","SAMD4A",-10.5812424888666,3.67105238385033e-17,1.06868413840976e-15,"-"
"145","RBM33",-12.0649205105104,3.75368077173796e-17,1.08520205483624e-15,"-"
"146","TNFRSF1B",11.6115997929466,3.97692515671024e-17,1.14186782581708e-15,"+"
"147","TBC1D16",-10.526216562938,4.12604248825311e-17,1.1766238170583e-15,"-"
"148","NEU4",10.454604462448,4.74410871128225e-17,1.33471837031511e-15,"+"
"149","AUTS2",-10.5146455108077,4.73719586339629e-17,1.33471837031511e-15,"-"
"150","CASS4",-10.7254963449956,5.53459374835285e-17,1.54673446620634e-15,"-"
"151","SNORA73B",10.4490233074059,5.83638165140354e-17,1.6202723101115e-15,"+"
"152","ACTR3B",10.4543706819779,6.09727348775656e-17,1.68156384609707e-15,"+"
"153","TRIM26",-10.386743475245,6.60267830777688e-17,1.8090475468105e-15,"-"
"154","PLCH2",10.3907907758065,6.67144673058255e-17,1.81601978536377e-15,"+"
"155","MXI1",-11.1654038410933,7.08934586670101e-17,1.9173250240781e-15,"-"
"156","RAB28",-10.4201282829574,7.37026236627851e-17,1.98052178457946e-15,"-"
"157","RBM17",-10.3710367052711,7.6761619495705e-17,2.04943671706241e-15,"-"
"158","TPP1",10.3539311666195,7.72449907671425e-17,2.04943671706241e-15,"+"
"159","JMJD4",-10.3075586082451,8.92414576689374e-17,2.35283138709551e-15,"-"
"160","CWC27",-10.3517212579827,9.17723142657703e-17,2.40443463376318e-15,"-"
"161","PBLD",-10.3115634015916,9.8119929250959e-17,2.55477480385106e-15,"-"
"162","PBXIP1",-10.2978010360166,1.02112259279432e-16,2.64231228950235e-15,"-"
"163","POGZ",-11.7629758148337,1.08626332411002e-16,2.79362935869276e-15,"-"
"164","KDM4B",10.2325698666714,1.10994147462819e-16,2.83711869612279e-15,"+"
"165","MINOS1",10.2491077742533,1.14471834152415e-16,2.90092755594883e-15,"+"
"166","C10orf143",-11.3727141043031,1.14874516767058e-16,2.90092755594883e-15,"-"
"167","GPR15",-12.8917638451953,1.1584342901427e-16,2.90787817022647e-15,"-"
"168","IVNS1ABP",-10.2206546461675,1.23570533603866e-16,3.08337902897265e-15,"-"
"169","LINC01921",10.1912611406008,1.43910741330046e-16,3.56966761926362e-15,"+"
"170","CACUL1",10.1711414606779,1.49903063379423e-16,3.69643318639141e-15,"+"
"171","SMTN",10.9614935398364,1.54127107042745e-16,3.77836744282564e-15,"+"
"172","MHENCR",10.9601676722189,1.55245796446602e-16,3.78366499246602e-15,"+"
"173","PDK1",11.9946451132289,1.5661856180116e-16,3.79505786745933e-15,"+"
"174","RNF126",-11.6743767619538,1.63639695507363e-16,3.94240002049922e-15,"-"
"175","ERFE",10.1878510296382,1.66838951541823e-16,3.99650791350469e-15,"+"
"176","CCDC124",11.5953494019682,1.97363003255668e-16,4.7008278957259e-15,"+"
"177","FLNB",10.0674586612156,2.04040622634462e-16,4.83241971798681e-15,"+"
"178","LOC105377448",-10.1124111964716,2.1365529682095e-16,4.98511377927352e-15,"-"
"179","PLA2G1B",11.5748173410426,2.14055458079493e-16,4.98511377927352e-15,"+"
"180","KC6",-10.1124111964716,2.1365529682095e-16,4.98511377927352e-15,"-"
"181","LOC100505795",-10.0728657759173,2.28842496778321e-16,5.30004279831337e-15,"-"
"182","ST8SIA2",10.0437404222639,2.40251516092232e-16,5.53370524977273e-15,"+"
"183","PDS5B",-10.0456376815759,2.45314367162362e-16,5.61031115322767e-15,"-"
"184","MIR634",10.0191417124065,2.46254115504268e-16,5.61031115322767e-15,"+"
"185","CHD2",-12.4147402219678,2.65775696450437e-16,6.02233361902829e-15,"-"
"186","LMF1",9.99511756526933,2.87842609636347e-16,6.48729150320197e-15,"+"
"187","IFT172",11.4855905050576,2.97857360179626e-16,6.67710189236895e-15,"+"
"188","RAP1GAP2",10.323181432057,3.07503852491064e-16,6.85668164703478e-15,"+"
"189","CORO1B",11.7889255848546,3.28582430402249e-16,7.28792353569432e-15,"+"
"190","EXOC6",-11.4625223500586,3.36582409309011e-16,7.42607084117565e-15,"-"
"191","AP1G1",11.0732468842913,3.54991369839157e-16,7.79122420086779e-15,"+"
"192","ANKRD60",-11.4383743008188,3.62219085103434e-16,7.90845002475832e-15,"-"
"193","ERAL1",-11.7012704969542,3.88807050937124e-16,8.44496972812655e-15,"-"
"194","SNORA62",-9.9558299730966,3.93576039936509e-16,8.50448845058683e-15,"-"
"195","MAB21L4",9.89654159388392,4.01251802699988e-16,8.58187529039975e-15,"+"
"196","RAC2",-10.7261123559278,4.00201888123633e-16,8.58187529039975e-15,"-"
"197","RPP21",11.3824003890443,4.03723491021673e-16,8.59090799168961e-15,"+"
"198","LINCR-0002",-9.87764985495764,4.77891312323517e-16,1.01177797033342e-14,"-"
"199","ZPBP",-12.8279862216316,4.97780403697958e-16,1.04859067954866e-14,"-"
"200","COA1",-11.6083930685176,5.03329907864241e-16,1.05497948688345e-14,"-"
"201","MCFD2",-11.3465097163692,5.08098069640103e-16,1.05967517807528e-14,"-"
"202","TTLL11",11.3296251074569,5.23153498303293e-16,1.08567300241951e-14,"+"
"203","FASLG",-9.84789018451175,5.34296418278141e-16,1.10333526375466e-14,"-"
"204","TMPRSS6",11.8917862222244,5.56635223669008e-16,1.14383081255906e-14,"+"
"205","IL10RA",-10.6021727096821,5.63862731801132e-16,1.15303052278553e-14,"-"
"206","SNHG20",12.9365063479124,6.66531572751936e-16,1.3563593946486e-14,"+"
"207","GCFC2",-9.76269633173392,7.14274297129567e-16,1.4464917166991e-14,"-"
"208","SETD2",10.753053560739,8.32814605523362e-16,1.67844174343939e-14,"+"
"209","CTXN1",-11.5254415134605,8.72665545161073e-16,1.75034161019867e-14,"-"
"210","TMEM161B-AS1",-9.69512451264516,9.05594408450863e-16,1.80773893344096e-14,"-"
"211","TFRC",10.4361031325912,9.22506443929261e-16,1.83277109618553e-14,"+"
"212","MIR3935",11.1533217808952,1.00152560087573e-15,1.98037515041089e-14,"+"
"213","IL19",-13.5848776643156,1.00930885182658e-15,1.98616104761195e-14,"-"
"214","VDAC1",10.4556415935487,1.01392763403854e-15,1.98616104761195e-14,"+"
"215","RANBP2",11.4029485308662,1.07329972976724e-15,2.09268486845781e-14,"+"
"216","MIR4308",11.4257831086759,1.21547007106317e-15,2.35891228606333e-14,"+"
"217","RNU5A-1",11.3824631118758,1.32444477013284e-15,2.55412087160916e-14,"+"
"218","KDM6A",-13.3215211218585,1.32824033876622e-15,2.55412087160916e-14,"-"
"219","SLC23A3",11.0445264578642,1.48320503692222e-15,2.83908470994427e-14,"+"
"220","PRKAB2",-11.0367440159575,1.56851084974147e-15,2.98872612823465e-14,"-"
"221","TLR5",-11.0158788903622,1.71730233111602e-15,3.2574350099721e-14,"-"
"222","TUBGCP6",12.1815252191193,1.93230188586228e-15,3.64874302051111e-14,"+"
"223","LCP2",-10.5325292117842,2.01344926523487e-15,3.78492346182267e-14,"-"
"224","ALKBH5",-10.6320168282433,2.12753108671459e-15,3.98152246228017e-14,"-"
"225","SLC4A7",10.9405793704111,2.15031410868732e-15,4.00627410827434e-14,"+"
"226","ECH1",-10.5310148662784,2.16869540796647e-15,4.02264210185638e-14,"-"
"227","ZNF33A",10.1668422291242,2.42796781735366e-15,4.48371854200288e-14,"+"
"228","LY9",-10.2018999676075,2.5258955947618e-15,4.64410277773749e-14,"-"
"229","TNFRSF10A",10.8917226386171,2.54401553254979e-15,4.65699262552346e-14,"+"
"230","TET3",-12.8314672322272,2.59464598201283e-15,4.72902432895556e-14,"-"
"231","CA5B",-10.8829790044159,2.75819650950524e-15,5.00535054885107e-14,"-"
"232","BTN3A2",10.2179861729068,2.81058476794046e-15,5.07843592552e-14,"+"
"233","APOPT1",-10.1555042864077,2.83054534277665e-15,5.09255196434322e-14,"-"
"234","UBE3C",-10.1574392679609,2.93609336054292e-15,5.25987323392988e-14,"-"
"235","DDX23",11.1531441980016,3.1875164775816e-15,5.6859868400094e-14,"+"
"236","AEBP2",-12.0875662278655,3.30817086292411e-15,5.8762085836347e-14,"-"
"237","LTA",-11.1462754515161,3.3527825859782e-15,5.93032261621123e-14,"-"
"238","TUFT1",-10.793821114213,3.71714376492265e-15,6.46567081433848e-14,"-"
"239","RPN1",-10.793821114213,3.71714376492265e-15,6.46567081433848e-14,"-"
"240","CCAR2",-10.793821114213,3.71714376492265e-15,6.46567081433848e-14,"-"
"241","SNORA11B",-10.793821114213,3.71714376492265e-15,6.46567081433848e-14,"-"
"242","MND1",10.3925679041838,3.73290567470522e-15,6.46625644147285e-14,"+"
"243","GTF2I",-10.3542132523153,4.25295472002517e-15,7.33678443882532e-14,"-"
"244","TLR9",-10.4240705848732,4.40147426864665e-15,7.56187710416671e-14,"-"
"245","PTGFRN",-12.6160514099597,4.69037055994027e-15,7.99269649889008e-14,"-"
"246","RRM1",-11.9082236516899,4.67888141857202e-15,7.99269649889008e-14,"-"
"247","FNDC7",10.6939832017348,4.75815660177937e-15,8.04281954623352e-14,"+"
"248","PRPF8",10.6939832017348,4.75815660177937e-15,8.04281954623352e-14,"+"
"249","IER5",9.95994340127097,5.1672323978701e-15,8.69921213328171e-14,"+"
"250","CLLU1",-12.5169933741179,5.21958923427737e-15,8.7522072280363e-14,"-"
"251","CD69",-12.4130791706195,5.38182481736527e-15,8.98829069099411e-14,"-"
"252","PLLP",-10.9955501248505,6.07126247553997e-15,1.00994969434379e-13,"-"
"253","MCF2L",12.3310996952535,6.33980606272632e-15,1.05045324169758e-13,"+"
"254","RNU5B-1",-10.8828918216478,6.62845292350527e-15,1.09395569509189e-13,"-"
"255","MYL9",-12.3690736686511,6.77130229919691e-15,1.11314898973464e-13,"-"
"256","HILPDA",10.829642508886,7.10768654932683e-15,1.16388367245227e-13,"+"
"257","KCTD16",-10.2097145865615,7.24261870671521e-15,1.17678517901357e-13,"-"
"258","KRT33A",-10.229426689444,7.24006416870496e-15,1.17678517901357e-13,"-"
"259","SLC29A4",12.6481212729329,7.29372297234222e-15,1.18051300000226e-13,"+"
"260","SPTBN1",-12.5080477824628,7.40330596464656e-15,1.19364071553071e-13,"-"
"261","PISD",9.84824432702261,7.73400342698369e-15,1.24218169984351e-13,"+"
"262","PABPC4",10.5466396219877,7.87387422622921e-15,1.24639750346613e-13,"+"
"263","MYORG",10.1754007898185,7.86362214208734e-15,1.24639750346613e-13,"+"
"264","POLR3B",-10.5810747961082,7.87918269128159e-15,1.24639750346613e-13,"-"
"265","C22orf24",10.5466396219877,7.87387422622921e-15,1.24639750346613e-13,"+"
"266","PNRC2",10.565485569662,7.92242356450982e-15,1.24852630009117e-13,"+"
"267","GRTP1",10.5600162235733,8.07082732116327e-15,1.26715011724032e-13,"+"
"268","FGF8",9.83329199480959,8.13443464003721e-15,1.27237126906851e-13,"+"
"269","RENBP",9.82542905292524,8.30499024639686e-15,1.29422004137159e-13,"+"
"270","LMBR1",-10.8937019784429,8.61747920825624e-15,1.33767472787072e-13,"-"
"271","STX16-NPEPL1",-10.5710159010414,8.64765866538563e-15,1.33767472787072e-13,"-"
"272","CA6",-9.83825350935177,9.25814296182824e-15,1.42684320941118e-13,"-"
"273","GCNT1",-10.7858663976954,9.74352227876945e-15,1.49614818287918e-13,"-"
"274","TNIP2",-9.77156581337061,9.88608646143257e-15,1.50699907077547e-13,"-"
"275","EIF1",-10.510621994859,9.85233693572909e-15,1.50699907077547e-13,"-"
"276","ERBIN",-9.78318144916904,1.02103648177775e-14,1.55079164188852e-13,"-"
"277","RNF215",12.7784682189123,1.09909747734277e-14,1.66332730145159e-13,"+"
"278","RAB35",9.70982827523027,1.13229196556691e-14,1.70739853225053e-13,"+"
"279","RNF212",9.95982295385689,1.1996822780466e-14,1.80253337260621e-13,"+"
"280","RAI1",-9.75626063622529,1.21338506688428e-14,1.81575625887819e-13,"-"
"281","COMP",11.3076006166313,1.21714577467742e-14,1.81575625887819e-13,"+"
"282","NDUFV2",9.72559766999692,1.24072572529575e-14,1.84436958880843e-13,"+"
"283","SLCO4A1",-9.74402541839531,1.25442028070575e-14,1.8581377444235e-13,"-"
"284","CLN5",-10.0826380419977,1.278793706186e-14,1.88757155504637e-13,"-"
"285","NHLRC4",10.4153808524985,1.31079157786226e-14,1.92801343663109e-13,"+"
"286","CLDN23",10.3854513567111,1.35013540490188e-14,1.97204446597515e-13,"+"
"287","DIS3L",10.3854513567111,1.35013540490188e-14,1.97204446597515e-13,"+"
"288","HHLA1",-10.686838717924,1.36684604301478e-14,1.98952035149929e-13,"-"
"289","MIR4748",9.64906453096442,1.41574368100624e-14,2.05356315251839e-13,"+"
"290","ST6GAL1",-12.8278898410192,1.43417381611203e-14,2.06599884437857e-13,"-"
"291","ERN1",-12.3345098485628,1.43173162280983e-14,2.06599884437857e-13,"-"
"292","BIRC2",-11.6247372228235,1.44239633086796e-14,2.07072788321866e-13,"-"
"293","SNUPN",10.3844566516471,1.45992847693617e-14,2.08874408713871e-13,"+"
"294","ARHGAP35",12.2599607469963,1.59398846483079e-14,2.27278899475194e-13,"+"
"295","PUM1",9.62925949541264,1.61208566907669e-14,2.28306186647618e-13,"+"
"296","TMEM139",9.62925949541264,1.61208566907669e-14,2.28306186647618e-13,"+"
"297","LOC101929076",9.87189064478378,1.63057912024019e-14,2.30147733065551e-13,"+"
"298","SHKBP1",12.3824161191345,1.66355409678111e-14,2.34014052808941e-13,"+"
"299","INPP4A",-10.349334932746,1.68789506646309e-14,2.35071631847617e-13,"-"
"300","FAM131A",-10.349334932746,1.68789506646309e-14,2.35071631847617e-13,"-"
"301","TMIGD1",-10.349334932746,1.68789506646309e-14,2.35071631847617e-13,"-"
"302","EIF1B-AS1",-10.9194052249181,1.78654853173838e-14,2.47987133941963e-13,"-"
"303","TEDC1",-11.9826237614667,1.81727227313324e-14,2.51419319108071e-13,"-"
"304","CDC34",-10.6710050297603,1.82804414145054e-14,2.52077665821074e-13,"-"
"305","CHRNA4",11.9948311252321,1.83950946960115e-14,2.52827006444853e-13,"+"
"306","FANCE",11.9930358656245,1.87105199627978e-14,2.56321894392315e-13,"+"
"307","LGALS3BP",-10.3346728260286,1.91323872100777e-14,2.61247450112853e-13,"-"
"308","MIR4492",9.79261484111965,1.96085210695815e-14,2.66879611440538e-13,"+"
"309","ZNF768",9.54628893847623,1.99718016913366e-14,2.70944312912891e-13,"+"
"310","TC2N",-10.5708091094715,2.00640314623862e-14,2.71317483517171e-13,"-"
"311","PIK3CB",-9.5754758321557,2.03175776033872e-14,2.73862653740833e-13,"-"
"312","C1QTNF8",11.138138240161,2.06592433320759e-14,2.76968213155928e-13,"+"
"313","CAMSAP3",10.275615082806,2.06801170605452e-14,2.76968213155928e-13,"+"
"314","MIR3181",-9.56579873859677,2.09805385029461e-14,2.80096870714491e-13,"-"
"315","LOC100505918",9.56335801317296,2.10539962569247e-14,2.80185245425486e-13,"+"
"316","HYAL2",10.2636110043571,2.16131176795722e-14,2.86715788964452e-13,"+"
"317","GLIPR2",11.9304723270394,2.17353652896375e-14,2.87427922063598e-13,"+"
"318","MXD4",9.54535575671232,2.2233723377418e-14,2.93093611314894e-13,"+"
"319","MIR3143",12.580207548228,2.25063231704054e-14,2.95757074389778e-13,"+"
"320","CPLANE2",10.5464281321604,2.33607119043142e-14,3.05327924871185e-13,"+"
"321","C12orf57",10.546254370789,2.33803110409472e-14,3.05327924871185e-13,"+"
