"","Gene","log2FC","P.value","adj.P.value","sgnlFC"
"1963","MYCBP2",-7.72033501005763,2.65671902226778e-07,5.67344174291723e-07,"-"
"1964","WT1-AS",8.26553503804604,2.71520421652805e-07,5.79538496725335e-07,"+"
"1965","MIR4263",-8.05395978344581,2.77022567757199e-07,5.90981477882024e-07,"-"
"1966","ATP2B2-IT2",-7.72125285824879,2.80526507617446e-07,5.97848052837993e-07,"-"
"1967","POLR3F",-7.72125285824879,2.80526507617446e-07,5.97848052837993e-07,"-"
"1968","MIR4693",-7.72080495619215,2.93931913313702e-07,6.26098872261706e-07,"-"
"1969","EFHD1",7.75955552617744,3.01375075890105e-07,6.41627383510066e-07,"+"
"1970","FIGN",-7.72133115641165,3.0827998043541e-07,6.55994760398598e-07,"-"
"1971","SMC2-AS1",-7.72101440686389,3.08560297375187e-07,6.56258126127237e-07,"-"
"1972","LDB3",7.93155395693363,3.13680581059077e-07,6.66809835598199e-07,"+"
"1973","MIR4633",-8.05390603015274,3.21603656264363e-07,6.83305893086777e-07,"-"
"1974","LINC01281",7.75883145024662,3.31114294069281e-07,7.03156596118757e-07,"+"
"1975","EML1",8.32565922209432,3.34252582576706e-07,7.09461684132431e-07,"+"
"1976","TSPYL2",-8.05385474429346,3.4312578510323e-07,7.27926766777702e-07,"-"
"1977","ARHGAP5-AS1",-8.05335549499894,3.43794524525241e-07,7.28976553773298e-07,"-"
"1978","LOC101927964",7.75951998389064,3.57228942361686e-07,7.57079740333766e-07,"+"
"1979","DYRK1A",-7.72100544482544,3.5765022499082e-07,7.57589561981566e-07,"-"
"1980","CAV1",-7.72103192876734,3.58077559833927e-07,7.58111682234254e-07,"-"
"1981","MIR4740",7.75889470225273,3.65704592656078e-07,7.73868577695245e-07,"+"
"1982","MIR548AE1",-7.72101218791442,3.8133179303459e-07,8.06530210091323e-07,"-"
"1983","TEX36-AS1",-7.72096869457666,3.88046174950193e-07,8.2031748128654e-07,"-"
"1984","NME2",7.97688469512249,4.01303071226712e-07,8.47914553720956e-07,"+"
"1985","LINC01605",-7.72095182379985,4.02026447493053e-07,8.49015046796413e-07,"-"
"1986","UCP2",-8.35338310589264,4.03176534151619e-07,8.51015121431816e-07,"-"
"1987","EVA1C",-7.72110499931243,4.13835512930101e-07,8.73074217515342e-07,"-"
"1988","MIR3681",-8.02091375709065,4.2545015405056e-07,8.97126280573415e-07,"-"
"1989","WDR75",-7.72098839432457,4.3223995290492e-07,9.10985360772964e-07,"-"
"1990","RHOG",-8.0538232578308,4.43240725614559e-07,9.33701066219211e-07,"-"
"1991","RHPN1",8.08942770406686,4.50950734620678e-07,9.49465333766892e-07,"+"
"1992","PPP1R9B",7.93159878670009,4.71949694261615e-07,9.93179276277455e-07,"+"
"1993","HTR6",7.97693667634172,5.09481742806233e-07,1.07108699390358e-06,"+"
"1994","SLC6A9",7.97693667634172,5.09481742806233e-07,1.07108699390358e-06,"+"
"1995","MIB1",-7.72024320771096,5.2569702610397e-07,1.10462252302147e-06,"-"
"1996","RNF44",7.75946919041659,5.45819146888525e-07,1.14632959106047e-06,"+"
"1997","MAP7D3",-7.72093598833029,5.77566445267442e-07,1.21239786607968e-06,"-"
"1998","MDGA1",-7.72093886443231,6.17436812957197e-07,1.29544300296125e-06,"-"
"1999","PRLHR",-7.72035302767601,6.32922505904298e-07,1.3272692069789e-06,"-"
"2000","MIR466",-8.05375916754038,6.56548823448011e-07,1.37612633394703e-06,"-"
"2001","PHF11",-7.72092967592041,6.69528083129929e-07,1.4026295474666e-06,"-"
"2002","VPS13D",-7.72098516014114,6.84807670462644e-07,1.43392295433537e-06,"-"
"2003","NR3C1",-7.72086848318309,6.94319082598269e-07,1.45311312743482e-06,"-"
"2004","SELENOO",8.04096200234142,7.80843805835707e-07,1.63338185332499e-06,"+"
"2005","FAM178B",-7.72020807469188,8.2415304885893e-07,1.72311699791353e-06,"-"
"2006","NEURL1-AS1",7.91815044806029,8.59627674737941e-07,1.79639043494589e-06,"+"
"2007","PPARD",7.92290679582253,9.32326129786135e-07,1.94733987845714e-06,"+"
"2008","PODXL",-7.72013408687301,9.43857295021327e-07,1.97044311789313e-06,"-"
"2009","TBX1",-7.15412242472977,1.08959280301533e-06,2.27355551530128e-06,"-"
"2010","LINC02287",-7.72089735026084,1.10861072046706e-06,2.31208763193927e-06,"-"
"2011","SLC7A6",7.75933010051718,1.12613401372814e-06,2.3474658307053e-06,"+"
"2012","TPRG1-AS2",-7.72086274049734,1.24826023040657e-06,2.60074894923676e-06,"-"
"2013","USP36",-7.72085787421624,1.29761603083408e-06,2.70223864940708e-06,"-"
"2014","TSC22D3",-7.72013906746679,1.48304959984106e-06,3.08686391386977e-06,"-"
"2015","NFE2L3",7.75873158426081,1.66121257052049e-06,3.45598168517215e-06,"+"
"2016","NDRG3",7.93068240412813,1.82930773427353e-06,3.80379862206083e-06,"+"
"2017","MTM1",7.67333036073285,2.4276984117901e-06,5.04556853853451e-06,"+"
"2018","MKRN1",6.76471665320238,3.14457467796763e-06,6.53223837960373e-06,"+"
"2019","PDE9A",6.76518654312757,3.55645941855979e-06,7.38418914442924e-06,"+"
"2020","TMEM222",7.15163804967731,3.55975102374906e-06,7.38736450077033e-06,"+"
"2021","LINC01132",-7.72003786843647,3.58775284038285e-06,7.44179114640519e-06,"-"
"2022","PTPRJ",7.2820090803061,3.74835624028104e-06,7.77107287797137e-06,"+"
"2023","ARID5B",-7.37235648146839,4.24958066067731e-06,8.80585374669267e-06,"-"
"2024","MORN3",-6.97212159917598,4.60252331596797e-06,9.53249888366489e-06,"-"
"2025","BICRAL",-7.40732188397146,5.30617171187809e-06,1.0984430526515e-05,"-"
"2026","LINC00269",-6.74620910259833,5.52416877494342e-06,1.1430066882805e-05,"-"
"2027","SEPT11",-6.88385608253956,5.76130788909018e-06,1.19148508490706e-05,"-"
"2028","FBXW11",-7.09281102478381,5.94138817439641e-06,1.22812126366222e-05,"-"
"2029","LINC02539",-7.29882818291789,6.17821449699873e-06,1.27644530169634e-05,"-"
"2030","ACVR2A",-7.03291663105526,6.20267495984216e-06,1.28086765673194e-05,"-"
"2031","MBP",7.27065591201168,6.61659950727389e-06,1.3656713507874e-05,"+"
"2032","RNF223",-6.74757159313233,6.6277265782262e-06,1.36729477440572e-05,"-"
"2033","MIR885",6.75710283612796,7.02464805286034e-06,1.44846653406741e-05,"+"
"2034","ICAM2",-6.81637623917347,7.71750552541493e-06,1.59054981133429e-05,"-"
"2035","RAB4A",-6.95976005470582,8.9021686952463e-06,1.83380300592002e-05,"-"
"2036","STK4",-7.09388167942978,9.48735010924927e-06,1.95338760599081e-05,"-"
"2037","WSPAR",-6.82718562642351,9.67873027990048e-06,1.99181332024265e-05,"-"
"2038","ADO",6.86808728448963,1.01108882181271e-05,2.07972735085324e-05,"+"
"2039","LOC100192426",7.05663046304217,1.06035874094117e-05,2.18000188426944e-05,"+"
"2040","LTBP4",6.97299431223241,1.18078165697351e-05,2.42639054217301e-05,"+"
"2041","PIK3R6",-6.45410261048511,1.32759736417665e-05,2.72674578668716e-05,"-"
"2042","C19orf12",-6.98522295368955,1.5043185258162e-05,3.08819944183228e-05,"-"
"2043","GPI",7.17713835439873,1.61595234970372e-05,3.31574755259814e-05,"+"
"2044","CMTM8",-6.92644648267445,1.92551113174303e-05,3.94899347566867e-05,"-"
"2045","PARP11",-6.45096092667093,2.53035574752445e-05,5.18691994798166e-05,"-"
"2046","SP140L",-6.45764630046627,2.79747023934265e-05,5.7316692293863e-05,"-"
"2047","TMEM242",-6.94751502009566,2.85797447427493e-05,5.85277430198364e-05,"-"
"2048","TAB2",-6.71168681141538,3.20529336014536e-05,6.56083484654754e-05,"-"
"2049","CDKN2B",-5.98001405935153,4.2457169815301e-05,8.68621063278389e-05,"-"
"2050","BRD9",6.37220182702445,4.99618120653495e-05,0.000102165812769729,"+"
"2051","SARAF",-6.21406775048257,5.77470827890245e-05,0.000118028167260649,"-"
"2052","MIR5787",7.04543149136083,6.96352730691865e-05,0.000142256854145239,"+"
"2053","KCNQ2",6.58600772608681,7.37406280002619e-05,0.000150570244801314,"+"
"2054","KIF1A",6.20307666221687,7.404508796597e-05,0.000151118310006498,"+"
"2055","GNB1",5.39267218022577,7.96571316345937e-05,0.000162492796015677,"+"
"2056","TRIM14",6.30579639318279,9.20754390220482e-05,0.000187733579951569,"+"
"2057","FLJ31104",-6.25492296127913,9.22537399590239e-05,0.000188005677155191,"-"
"2058","MIR1301",-6.59038997472496,9.54270961532023e-05,0.000194378225011771,"-"
"2059","PRRG2",-7.03054762919489,9.70428716490731e-05,0.000197573442424922,"-"
"2060","KCNQ4",-6.18328268531631,0.000100527316139955,0.000204478628897668,"-"
"2061","CCSER2",-5.97442161475542,0.000100532073988095,0.000204478628897668,"-"
"2062","LINC01364",5.73283108249408,0.000101855150861135,0.000207069249471328,"+"
"2063","LINC02563",-5.85325645685987,0.000108796980755891,0.000221074621099707,"-"
"2064","HIVEP3",-6.40118745680403,0.000114200226301747,0.000231941544891921,"-"
"2065","MIR153-2",6.03691614199177,0.000118924078918054,0.000241418759721298,"+"
"2066","ASXL2",5.65752845897359,0.000129957507248588,0.000263689191861607,"+"
"2067","HDAC4",5.68631935257492,0.000143022131310428,0.000290057462241564,"+"
"2068","LINC01814",-6.18860383761174,0.000153776327011177,0.000311716809879524,"-"
"2069","CHD6",5.66418734231332,0.000159117612512744,0.000322388125497064,"+"
"2070","FAM83G",5.6402004083485,0.000186019618010776,0.000376712192609262,"+"
"2071","PTTG2",5.79604300846161,0.000200253941660503,0.000405342599440285,"+"
"2072","MRM1",5.94404854094594,0.000249814769526587,0.000505416753791241,"+"
"2073","USP3",-5.90873063697414,0.000280090175214383,0.000566395568981521,"-"
"2074","AP3M2",-5.67736810297003,0.000435094156070137,0.000879418853541955,"-"
"2075","OAZ2",-5.46458939664707,0.000452770028631194,0.000914704559046731,"-"
"2076","TSPAN5",-5.43998303882545,0.000603487698182144,0.00121860329035624,"-"
"2077","FAM50B",-5.56126423410346,0.000648626718767353,0.00130912046464745,"-"
"2078","UCP3",5.30947456378314,0.000657030546692225,0.00132544372075737,"+"
"2079","LPIN2",-5.80311949090282,0.000681793996779847,0.0013747380637331,"-"
"2080","KLF2",5.16840927914251,0.000698732162287755,0.00140821405014917,"+"
"2081","CEP57",-5.17115119588362,0.000713764657549777,0.00143781905067211,"-"
"2082","PSMD6-AS2",-5.43464746645133,0.000781715094582263,0.00157394316834239,"-"
"2083","FASN",-5.52391706835744,0.000931412071891871,0.0018744500265822,"-"
"2084","MIR661",5.22037526339477,0.00101093908231672,0.00203352045732807,"+"
"2085","GIMAP8",-5.07333590514887,0.0010664577893348,0.00214416837069136,"-"
"2086","CALY",-4.9869142289903,0.00139337184645405,0.00280010296276864,"-"
"2087","NCDN",-5.1957029639816,0.00152642435897138,0.00306601385376523,"-"
"2088","NPY",-4.95369309038575,0.00154510397552062,0.00310204782824829,"-"
"2089","PANK4",-5.1561145845124,0.00166018532532518,0.00333149683282105,"-"
"2090","KLC2",5.0192036395669,0.0017640231521713,0.0035381746669388,"+"
"2091","HIP1R",-4.4699036189283,0.00190184946819344,0.00381279434273883,"-"
"2092","LMNB1",4.53860991025204,0.00214703207397386,0.00430227459564935,"+"
"2093","CD180",-5.11609509208451,0.00216666776717659,0.00433954671763223,"-"
"2094","BICDL1",-5.09910604365586,0.00251290579437893,0.00503061179084836,"-"
"2095","ERAP1",-4.85482895500225,0.00306121948931299,0.00612536138386637,"-"
"2096","PREX1",-4.63639622287408,0.00316075929094663,0.00632151858189325,"-"
"2097","TAGAP",-5.12899084112021,0.00318111313656012,0.00635919230732477,"-"
"2098","MIR4269",-4.75541874352432,0.003290756418874,0.00657523875496655,"-"
"2099","YWHAZ",-4.63332401379547,0.00349324941480106,0.00697651336200382,"-"
"2100","CBARP",4.25043797092456,0.00402256714372647,0.0080298102221435,"+"
"2101","PRKCA-AS1",-4.14664310414493,0.00424237914961883,0.00846456610909192,"-"
"2102","LINC01550",-4.65175619648641,0.00430629538695246,0.00858800678501651,"-"
"2103","ICOS",-4.53884283111423,0.00486188473584457,0.00969140314439392,"-"
