"","Gene","log2FC","P.value","adj.P.value","sgnlFC"
"636","RALGDS",-11.0494044518561,2.99766931934356e-16,7.85097136042543e-15,"-"
"637","RFK",-12.8936618405829,3.0481713846831e-16,7.97070498503398e-15,"-"
"638","RBM44",-10.9705127815924,3.06558104117735e-16,8.00366511017102e-15,"-"
"639","LRRC52-AS1",-10.6387623790626,3.11468283965395e-16,8.11913490768636e-15,"-"
"640","MKNK1",11.2410419433055,3.18399554372838e-16,8.24818254617164e-15,"+"
"641","ZNF697",11.2410419433055,3.18399554372838e-16,8.24818254617164e-15,"+"
"642","THEM4",11.2410419433055,3.18399554372838e-16,8.24818254617164e-15,"+"
"643","POC1A",11.2410419433055,3.18399554372838e-16,8.24818254617164e-15,"+"
"644","SUGCT",-13.3806297977122,3.18938785845995e-16,8.24932198111295e-15,"-"
"645","PRNT",11.2336017060792,3.31291173531543e-16,8.55553035273629e-15,"+"
"646","LINC00346",-11.4034852095169,3.35048374957875e-16,8.61250120628599e-15,"-"
"647","IL10RB-DT",-11.4034852095169,3.35048374957875e-16,8.61250120628599e-15,"-"
"648","MORC3",-11.4034852095169,3.35048374957875e-16,8.61250120628599e-15,"-"
"649","DAGLA",11.2169143894631,3.43127209965466e-16,8.79303067137657e-15,"+"
"650","LINC01537",11.2230201905552,3.42897968978167e-16,8.79303067137657e-15,"+"
"651","ZC3H3",-11.3862703294284,3.56855836154757e-16,9.13079518099813e-15,"-"
"652","MDN1",-11.3602069420765,3.59468106729493e-16,9.18352799661528e-15,"-"
"653","RAB23",-10.5890453740009,3.73377540770152e-16,9.52427212344323e-15,"-"
"654","CASC2",-13.6622125204062,3.75184854720464e-16,9.55574025241401e-15,"-"
"655","ZEB1-AS1",-13.0173903636484,3.84281832668702e-16,9.77249234620241e-15,"-"
"656","ANKRD10",11.4430219878752,4.00175580264732e-16,1.0161165610472e-14,"+"
"657","RAB7A",-13.4519296767169,4.01901849304216e-16,1.01894659115074e-14,"-"
"658","NUP54",11.1654703703872,4.11128185787764e-16,1.03917483925141e-14,"+"
"659","CUL4A",11.1654703703872,4.11128185787764e-16,1.03917483925141e-14,"+"
"660","TRAPPC3",10.4027771868099,4.213699245827e-16,1.06344830814758e-14,"+"
"661","TJP2",-13.44129810902,4.36686813933191e-16,1.10043755819745e-14,"-"
"662","PLEK",-10.565698860731,4.41364540142499e-16,1.10915017796948e-14,"-"
"663","PHF3",-11.3532383491569,4.41475996874446e-16,1.10915017796948e-14,"-"
"664","LGALS3",-10.5736387369175,4.48255967303381e-16,1.12448789870067e-14,"-"
"665","CDKN2AIP",-12.7549482352947,4.51685446778278e-16,1.13138714090012e-14,"-"
"666","ITGAE",-11.316783358097,4.52432229106418e-16,1.13155610213598e-14,"-"
"667","SLC45A4",-11.6372085284393,4.55850260238983e-16,1.13839546998512e-14,"-"
"668","TCAIM",-10.5455264887752,4.64075656138525e-16,1.15720182699093e-14,"-"
"669","MIR7150",-10.8482406067988,4.6562876538563e-16,1.15933906502667e-14,"-"
"670","KIF3C",-11.2834627926071,4.69744902140384e-16,1.16784191566453e-14,"-"
"671","SLC35E3",-11.2973170256189,4.76093533217678e-16,1.18186139833187e-14,"-"
"672","MFSD6",-12.7765570740606,4.80153710633146e-16,1.1901667199429e-14,"-"
"673","CNTNAP5",-12.9931651762164,4.83817790991814e-16,1.19746700513383e-14,"-"
"674","ARID5B",-12.3035208040274,4.90906152206205e-16,1.21320827556361e-14,"-"
"675","PCDHGC5",-10.507044142001,4.96176890328096e-16,1.22441754995483e-14,"-"
"676","FMNL2",-13.2025064718136,5.01201548479651e-16,1.23498730666058e-14,"-"
"677","MIR6823",11.1063768770824,5.03758050475859e-16,1.23945315314274e-14,"+"
"678","IQCH",-10.7738773393547,5.07362297928714e-16,1.24647991100274e-14,"-"
"679","TMEM164",-10.7755207127801,5.14604425619307e-16,1.26241029713414e-14,"-"
"680","NEURL2",11.0978158006248,5.23756410494928e-16,1.28297213670794e-14,"+"
"681","LINC02217",-12.7921628359668,5.40954942766219e-16,1.32315513680718e-14,"-"
"682","ENO1-AS1",-11.6004009264209,5.47992808450534e-16,1.33449067402932e-14,"-"
"683","ODF3L1",-11.6004009264209,5.47992808450534e-16,1.33449067402932e-14,"-"
"684","GGA1",-11.6004009264209,5.47992808450534e-16,1.33449067402932e-14,"-"
"685","MGAT1",-10.4808059472378,5.63096971808949e-16,1.36927098677689e-14,"-"
"686","BCKDHB",-13.6006201679042,5.71878117388206e-16,1.38657551693382e-14,"-"
"687","TEX10",-10.4880941203893,5.71849801416597e-16,1.38657551693382e-14,"-"
"688","AKAP2",-12.9550619926924,5.88202437544769e-16,1.41789985559815e-14,"-"
"689","RBM20",11.0625386784989,5.8751441896952e-16,1.41789985559815e-14,"+"
"690","LOC100507351",11.0625386784989,5.8751441896952e-16,1.41789985559815e-14,"+"
"691","CXorf38",11.0625386784989,5.8751441896952e-16,1.41789985559815e-14,"+"
"692","LOC101928673",-13.2421007100199,5.90104341758915e-16,1.42042890472229e-14,"-"
"693","CD1C",-11.2032797149173,6.20958690543572e-16,1.49254096802082e-14,"-"
"694","FAM83F",-11.2128146337263,6.38847116201005e-16,1.533325131781e-14,"-"
"695","MIR4733",-11.7713599623773,6.48866131828811e-16,1.55513138962194e-14,"-"
"696","MUTYH",-10.449223711451,6.64044517835258e-16,1.58694254427287e-14,"-"
"697","MIR3138",-10.4256310624941,6.63112395160108e-16,1.58694254427287e-14,"-"
"698","PCSK1",-12.8669487866002,6.70784323106958e-16,1.59661494795705e-14,"-"
"699","HAS2-AS1",-12.5304364636158,6.7096743925673e-16,1.59661494795705e-14,"-"
"700","CD99L2",-13.1840326435963,6.70806240544801e-16,1.59661494795705e-14,"-"
"701","EHD4-AS1",12.982417926065,6.80689087912289e-16,1.61743768007917e-14,"+"
"702","RAD52",11.0195137167365,6.86958707075897e-16,1.63001014013721e-14,"+"
"703","RETN",-10.4292501148679,7.105743343091e-16,1.68364675484874e-14,"-"
"704","FCAMR",11.3545819594143,7.17096540354202e-16,1.69668708418749e-14,"+"
"705","LINC00603",-12.4506227516345,7.19835477753849e-16,1.70075170963771e-14,"-"
"706","TMEM189-UBE2V1",-10.4513901805577,7.27682580067085e-16,1.71685676149822e-14,"-"
"707","VAMP4",-11.149208128801,7.43438181220854e-16,1.74907482833274e-14,"-"
"708","MBD2",-11.149208128801,7.43438181220854e-16,1.74907482833274e-14,"-"
"709","TXLNG",-10.4229353951025,7.45203599536237e-16,1.75075548060298e-14,"-"
"710","ITPR1",-12.53979288014,7.5234524621033e-16,1.76402030295254e-14,"-"
"711","G6PC3",-10.4399330206539,7.52967782553433e-16,1.76402030295254e-14,"-"
"712","RGS9BP",10.9884532254552,7.57578501898541e-16,1.77232936883764e-14,"+"
"713","SNRK",-10.3751064064824,7.71823446337367e-16,1.80312246081929e-14,"-"
"714","ARRDC3",-11.1362886049164,7.78076976903626e-16,1.80759110241056e-14,"-"
"715","TIGD6",-11.1362886049164,7.78076976903626e-16,1.80759110241056e-14,"-"
"716","ERCC4",-11.1362886049164,7.78076976903626e-16,1.80759110241056e-14,"-"
"717","ZNF43",-11.1362886049164,7.78076976903626e-16,1.80759110241056e-14,"-"
"718","ERMP1",-13.1556804143049,7.79637849669832e-16,1.80869466043877e-14,"-"
"719","LINC01565",10.4869243447874,7.82558141930192e-16,1.81294450210448e-14,"+"
"720","LINS1",11.3208017272363,7.863550378528e-16,1.81921053687696e-14,"+"
"721","MAP7",10.979492790361,7.90313594294462e-16,1.82330381442699e-14,"+"
"722","TCP11L1",10.979492790361,7.90313594294462e-16,1.82330381442699e-14,"+"
"723","FEM1C",-11.1513230113356,7.99389463075248e-16,1.84169160255109e-14,"-"
"724","ESR1",-12.0174596220038,8.25234632997121e-16,1.89860956931396e-14,"-"
"725","HSD17B11",-11.1192195467999,8.31430433679905e-16,1.90497066489768e-14,"-"
"726","ST7-AS2",-11.1192195467999,8.31430433679905e-16,1.90497066489768e-14,"-"
"727","MIR4748",-11.1192195467999,8.31430433679905e-16,1.90497066489768e-14,"-"
"728","LINC02412",-12.4220592594157,8.34070506913714e-16,1.90839456506343e-14,"-"
"729","TGFB2-OT1",-12.1063907361712,8.35275690186707e-16,1.90853047619204e-14,"-"
"730","ZC3H15",-13.3183941586421,8.41513720328088e-16,1.92014986842534e-14,"-"
"731","RILP",11.3025470528337,8.44983842013982e-16,1.9254303497164e-14,"+"
"732","PROC",-10.3996535401103,8.50117620674487e-16,1.93184300239767e-14,"-"
"733","MED28",-10.3996535401103,8.50117620674487e-16,1.93184300239767e-14,"-"
"734","H6PD",10.9533457441314,8.56913006933467e-16,1.94463214666087e-14,"+"
"735","SBK2",-11.7564410247405,8.58709300184687e-16,1.94605725349338e-14,"-"
"736","ERAP1",-13.3582208499817,8.64066312709287e-16,1.9555370340759e-14,"-"
"737","LOC102723373",-12.641032289161,8.78877100584498e-16,1.98635764782035e-14,"-"
"738","LPIN1",-13.3618025743644,8.94250413658441e-16,2.01836438215564e-14,"-"
"739","MIR3164",10.1969542148337,9.04714334468153e-16,2.0392187644433e-14,"+"
"740","ERAP2",-11.4336653932426,9.07779978449648e-16,2.04336366230213e-14,"-"
"741","BCL11B",-10.3535142629879,9.20639258575516e-16,2.06951256816361e-14,"-"
"742","LINC02432",-13.2938894313244,9.32234916457844e-16,2.09275431313185e-14,"-"
"743","RSPO3",-12.4637816455402,9.39825396999384e-16,2.10695446000252e-14,"-"
"744","IFNA5",-12.9528531875249,9.51368318266151e-16,2.1299653329784e-14,"-"
"745","MIR1537",11.2626693576872,9.58262855953825e-16,2.14252139484871e-14,"+"
"746","EFCAB2",-13.2531078661124,9.65427738745072e-16,2.15564743220867e-14,"-"
"747","ATAD2",10.9128685897742,9.92753546746799e-16,2.21369422063741e-14,"+"
"748","RASGRP3",-12.3600221664309,9.96707657572511e-16,2.21954003371461e-14,"-"
"749","CFP",-10.6211512258772,9.99876505334703e-16,2.22362389177038e-14,"-"
"750","EXOC4",-11.0613828884657,1.00806445778429e-15,2.23884395644173e-14,"-"
"751","LINC00578",-12.571265975842,1.01728916329732e-15,2.25632298176345e-14,"-"
"752","SERINC2",12.8962132834989,1.01883390564216e-15,2.25674419764382e-14,"+"
"753","A2M",-10.2943106042138,1.04463199769598e-15,2.31081476568685e-14,"-"
"754","TMEM128",-10.3038525489229,1.07004538123228e-15,2.36389203119179e-14,"-"
"755","RNF6",-10.3191011155192,1.07346221530882e-15,2.36829935369523e-14,"-"
"756","CCDC97",-11.033177895889,1.11211725626517e-15,2.45033560021282e-14,"-"
"757","DR1",-11.0309227465307,1.1288456184461e-15,2.47753215100523e-14,"-"
"758","ALDH1L1",-12.6204442766001,1.12892291685956e-15,2.47753215100523e-14,"-"
"759","UPRT",-11.0309227465307,1.1288456184461e-15,2.47753215100523e-14,"-"
"760","DOK2",-10.313454327444,1.15990867977657e-15,2.54218406303136e-14,"-"
"761","LOC101928143",-11.3779230783814,1.16235758795598e-15,2.54420372438671e-14,"-"
"762","LOC100506476",10.8621545220425,1.17113423391071e-15,2.56005025383868e-14,"+"
"763","SPSB1",12.82530685912,1.18426722262312e-15,2.58536554747488e-14,"+"
"764","DOCK4-AS1",-12.8778532126442,1.19220719150802e-15,2.59929256399857e-14,"-"
"765","C16orf74",-11.0310342774627,1.19955695969778e-15,2.61189807551451e-14,"-"
"766","ST8SIA1",-12.6739293148439,1.20198224583543e-15,2.6137621760941e-14,"-"
"767","MIR4487",-11.276202565695,1.22321063680326e-15,2.65645626821797e-14,"-"
"768","NMB",10.8555813160149,1.22624076708981e-15,2.65956933039257e-14,"+"
"769","PRKAR2B",-12.8006616546651,1.23503843760743e-15,2.67516713331951e-14,"-"
"770","FLVCR2",11.1103076457624,1.23711108074579e-15,2.6761765288289e-14,"+"
"771","DENND1B",-12.7861964746349,1.2426384464565e-15,2.68464703017196e-14,"-"
"772","SNAI1",-10.5172672694112,1.26996467567308e-15,2.74012974128064e-14,"-"
"773","PICALM",10.8371660814446,1.27873216462267e-15,2.75191752792246e-14,"+"
"774","MYL9",10.8371660814446,1.27873216462267e-15,2.75191752792246e-14,"+"
"775","KIFC1",-11.2787204796635,1.29104215875891e-15,2.77124861320195e-14,"-"
"776","TNFSF13B",-12.3535935321369,1.29031440145994e-15,2.77124861320195e-14,"-"
"777","SLC35E4",-11.3254675701104,1.29849763342965e-15,2.7836647464656e-14,"-"
"778","LOC101928052",-12.6705883693866,1.30510164757313e-15,2.79422598247117e-14,"-"
"779","SRGAP2",11.09373328886,1.31189396071113e-15,2.80516273473238e-14,"+"
"780","RFC3",-12.5651086070523,1.33633808255769e-15,2.85376710784146e-14,"-"
"781","STOX2",-12.387315723845,1.3623022945539e-15,2.90548902949863e-14,"-"
"782","LHX4",-10.2578890132388,1.41529470693718e-15,3.01465011936733e-14,"-"
"783","WDR41",-13.5342003712726,1.44671412759036e-15,3.07763949211655e-14,"-"
"784","CD101",10.7994834594458,1.46660202452937e-15,3.11199871625297e-14,"+"
"785","MLLT1",10.7994834594458,1.46660202452937e-15,3.11199871625297e-14,"+"
"786","ACVRL1",10.8008473370298,1.47575783810721e-15,3.12744253299641e-14,"+"
"787","ABCA6",-11.2833876110862,1.50629166859253e-15,3.18809406909095e-14,"-"
"788","MIR125B1",-12.3409934206461,1.54883979817014e-15,3.27398788301016e-14,"-"
"789","STX7",-10.9380025419867,1.55625856937339e-15,3.28134164431046e-14,"-"
"790","MIR6819",-10.9380025419867,1.55625856937339e-15,3.28134164431046e-14,"-"
"791","IL1R2",10.7682625158295,1.63248866354973e-15,3.41612608903867e-14,"+"
"792","ACHE",10.7682625158295,1.63248866354973e-15,3.41612608903867e-14,"+"
"793","CCIN",-10.9233462789646,1.62542747581572e-15,3.41612608903867e-14,"-"
"794","ST6GALNAC4",-10.9233462789646,1.62542747581572e-15,3.41612608903867e-14,"-"
"795","CPXM1",10.7682625158295,1.63248866354973e-15,3.41612608903867e-14,"+"
"796","MRTFA",10.7682625158295,1.63248866354973e-15,3.41612608903867e-14,"+"
"797","E2F6",-10.9440092016446,1.63750041372332e-15,3.42231422727595e-14,"-"
"798","LINC00938",-12.6224974823142,1.64340493045322e-15,3.43035036673675e-14,"-"
"799","NQO2",-10.1769326476034,1.65148376576962e-15,3.44289925987792e-14,"-"
"800","LOC101929488",-11.9478345564804,1.6618556557961e-15,3.46019120732447e-14,"-"
"801","CACNG2",11.0193047307083,1.67398270897899e-15,3.4810898855759e-14,"+"
"802","COX4I2",11.0974213019418,1.67950604836592e-15,3.48822097850762e-14,"+"
"803","NIT1",-10.9326281263462,1.68520147045599e-15,3.49134339469968e-14,"-"
"804","PNPLA2",-10.9326281263462,1.68520147045599e-15,3.49134339469968e-14,"-"
"805","PBX4",-11.2752647679156,1.69033651245919e-15,3.49763171279909e-14,"-"
"806","PLEKHF2",-13.0567996437534,1.72920111944265e-15,3.57361079982088e-14,"-"
"807","LINC01391",-13.0249517341211,1.73198657025105e-15,3.57493188360245e-14,"-"
"808","POPDC2",-11.2334392123987,1.76951047189633e-15,3.64786335771995e-14,"-"
"809","GALNT5",-12.3945027505427,1.78260899179495e-15,3.6703236064683e-14,"-"
"810","PRELID2",-12.9565115117732,1.78737768479295e-15,3.67559877723409e-14,"-"
"811","ARHGAP15",-11.9984110491143,1.79166627274473e-15,3.67987485882971e-14,"-"
"812","LINC01300",-10.9163492712322,1.81691278889416e-15,3.72713255229188e-14,"-"
"813","S1PR3",-12.5638575605838,1.82799085239364e-15,3.74524521873566e-14,"-"
"814","FCGR3B",10.7261460518138,1.86848416261914e-15,3.81881480941682e-14,"+"
"815","MTA1",10.7261460518138,1.86848416261914e-15,3.81881480941682e-14,"+"
"816","LOC400553",11.0623153886307,1.8752960705087e-15,3.82804003020386e-14,"+"
"817","SEL1L3",10.7262764813765,1.88880566774744e-15,3.84619022098645e-14,"+"
"818","IDH2",10.7262764813765,1.88880566774744e-15,3.84619022098645e-14,"+"
"819","LINC01672",-12.8734404201979,1.92114877652085e-15,3.90570427104109e-14,"-"
"820","ZNF215",-10.1280297083253,1.92272167992658e-15,3.90570427104109e-14,"-"
"821","TNFRSF1A",-10.1427252703353,1.93754134362704e-15,3.93101414869617e-14,"-"
"822","CD274",-10.1334643077293,1.94389724266779e-15,3.93911148067122e-14,"-"
"823","CLDN10-AS1",10.7129752961512,1.95850850913967e-15,3.9590869219344e-14,"+"
"824","AMFR",10.7129752961512,1.95850850913967e-15,3.9590869219344e-14,"+"
"825","NKAIN2",-12.3496701849679,1.96884210588114e-15,3.97033934112133e-14,"-"
"826","SIPA1L1",-12.777864350154,1.96707851008691e-15,3.97033934112133e-14,"-"
"827","CEBPE",-13.2291523368837,2.01860521883036e-15,4.06576869770947e-14,"-"
"828","LOC439933",-11.5698089323126,2.06075240457909e-15,4.1456464738012e-14,"-"
"829","CASTOR1",-11.1240704429517,2.11828439645423e-15,4.25624405207939e-14,"-"
"830","LRRC77P",-12.4006541004292,2.12850729282565e-15,4.27163204537312e-14,"-"
"831","BTBD8",-10.1428345238322,2.14232947763696e-15,4.28903631117774e-14,"-"
"832","PLEKHA2",-10.1428345238322,2.14232947763696e-15,4.28903631117774e-14,"-"
"833","MFSD1",-10.8397334589797,2.18311042925338e-15,4.35179313275176e-14,"-"
"834","LINC01366",-10.8397334589797,2.18311042925338e-15,4.35179313275176e-14,"-"
"835","ADCY7",-13.0553518210388,2.18412622860087e-15,4.35179313275176e-14,"-"
"836","MEAK7",13.1173667699971,2.17650340143995e-15,4.35179313275176e-14,"+"
"837","PDE4B",-12.9800187744073,2.21990353954147e-15,4.4125218685134e-14,"-"
"838","MAP2K1",10.6788440281253,2.21796969532055e-15,4.4125218685134e-14,"+"
"839","CD163",-10.0840357654482,2.23244486277648e-15,4.43216139204622e-14,"-"
"840","MIR1913",-12.5122422069867,2.23781342636472e-15,4.43753074320918e-14,"-"
"841","RPS27A",-12.858953014475,2.25561720419305e-15,4.46751673843563e-14,"-"
"842","STK10",-10.6852643054233,2.28426037535598e-15,4.51801343102127e-14,"-"
"843","GNG2",-13.0087038152312,2.28653738509391e-15,4.51801343102127e-14,"-"
"844","LOC100049716",-10.3448994086913,2.31664947746654e-15,4.57208890357348e-14,"-"
"845","VEGFC",-12.9081863460472,2.32078431602856e-15,4.57482891740683e-14,"-"
"846","RAPH1",-10.3317645606464,2.35107011637888e-15,4.6290514099909e-14,"-"
"847","SLCO4C1",-12.3139597935294,2.35942396603724e-15,4.64001475823876e-14,"-"
"848","LOC100506271",-12.5792532040222,2.36419793566818e-15,4.64392040264444e-14,"-"
"849","S100A12",10.9127251849026,2.38684860548317e-15,4.68289013210048e-14,"+"
"850","ROCK2",-10.8283939741239,2.41326773120698e-15,4.72359584003697e-14,"-"
"851","FMNL3",-10.8283939741239,2.41326773120698e-15,4.72359584003697e-14,"-"
"852","EFCAB7",-10.8302994348175,2.42262965650051e-15,4.73080213227773e-14,"-"
"853","ATP6V1A",-10.8302994348175,2.42262965650051e-15,4.73080213227773e-14,"-"
"854","TRIM56",-10.8059878314293,2.43472532955359e-15,4.73775932410913e-14,"-"
"855","SNURF",-10.8059878314293,2.43472532955359e-15,4.73775932410913e-14,"-"
"856","AGRP",-10.8059878314293,2.43472532955359e-15,4.73775932410913e-14,"-"
"857","OAS1",-12.8064501122098,2.44022754601644e-15,4.74292534819088e-14,"-"
"858","EFNA5",-12.4160335429486,2.45346113079432e-15,4.76308881767378e-14,"-"
"859","TMEM92-AS1",-10.413917526757,2.48746688059256e-15,4.82348496275091e-14,"-"
"860","HAPLN4",10.9792231070476,2.49664736964993e-15,4.8356575856115e-14,"+"
"861","MAN1A1",-11.7693832788611,2.5059287651003e-15,4.84799714753492e-14,"-"
"862","MIR4632",-10.6727566710188,2.53764173616597e-15,4.90365410664926e-14,"-"
"863","SERPIND1",10.6411928405836,2.5564859190793e-15,4.93434367950219e-14,"+"
"864","RNF11",-12.7306350653132,2.67098216912931e-15,5.14936921194293e-14,"-"
"865","FAF2",-10.800983247936,2.70167481937204e-15,5.20251993829828e-14,"-"
"866","FAM102B",-10.0501746629072,2.70948601906637e-15,5.21153679210029e-14,"-"
"867","GRAMD1C",-12.9510969881652,2.7278701295101e-15,5.2287839755178e-14,"-"
"868","BLACE",-12.6949269680752,2.72516905222847e-15,5.2287839755178e-14,"-"
"869","SDSL",-11.1239580920578,2.72751657811569e-15,5.2287839755178e-14,"-"
"870","SLC38A10",-11.1274389191641,2.74483012480811e-15,5.25524544700329e-14,"-"
"871","ERC2-IT1",-10.7680584113943,2.77167788825062e-15,5.3005555206189e-14,"-"
"872","CASP8",-13.4574540328848,2.80673330466659e-15,5.3614399834669e-14,"-"
"873","SLC44A3",-13.0777389023628,2.87411661184559e-15,5.48386717107811e-14,"-"
"874","NFIA",-12.4905169717807,2.89657050835836e-15,5.51407713802574e-14,"-"
"875","FERMT2",-12.9030826430679,2.89332235032015e-15,5.51407713802574e-14,"-"
"876","GPT2",-12.706494348906,2.91578626142937e-15,5.54432097678414e-14,"-"
"877","SLC9A3-AS1",-12.7438199620542,2.94484389010866e-15,5.59318867474799e-14,"-"
"878","ZNF385C",10.8468089088514,2.97793223757425e-15,5.64959194547543e-14,"+"
"879","LINC01510",-13.4572430323725,3.0174722437477e-15,5.71809273766842e-14,"-"
"880","MIR3198-1",10.8431156996992,3.05975809672298e-15,5.7916352973994e-14,"+"
"881","EVA1B",10.5859062064701,3.08065644721096e-15,5.82457371636696e-14,"+"
"882","SNORC",10.578933726423,3.0913811822967e-15,5.82501542460589e-14,"+"
"883","CITED2",-12.4120564203497,3.09129873301537e-15,5.82501542460589e-14,"-"
"884","MISP",10.578933726423,3.0913811822967e-15,5.82501542460589e-14,"+"
"885","LOC101927434",-10.7360479181286,3.11753596808907e-15,5.86103799327987e-14,"-"
"886","ATP2C1",-10.7360479181286,3.11753596808907e-15,5.86103799327987e-14,"-"
"887","RNF130",10.57552809163,3.15665210552957e-15,5.91455051988819e-14,"+"
"888","TXN",-11.0613117786981,3.15000819914766e-15,5.91455051988819e-14,"-"
"889","ZNF598",10.57552809163,3.15665210552957e-15,5.91455051988819e-14,"+"
"890","NAT10",-13.4676727608319,3.19244282443991e-15,5.97488990187591e-14,"-"
"891","CPLX2",-11.01319909291,3.20073063779789e-15,5.98367791625135e-14,"-"
"892","LOC101929076",-13.522841214373,3.21147652573802e-15,5.99703637771504e-14,"-"
"893","ATP6V0D2",-12.0126663847783,3.21611994139364e-15,5.99898206761409e-14,"-"
"894","MOGAT1",-12.8098731939345,3.33462224415689e-15,6.21306518131111e-14,"-"
"895","LINC00691",-12.7634853686469,3.35316804909273e-15,6.24063912779192e-14,"-"
"896","NPPA-AS1",10.5496148545095,3.44945951367355e-15,6.40553479590416e-14,"+"
"897","TREH",10.5496148545095,3.44945951367355e-15,6.40553479590416e-14,"+"
"898","CASC15",-12.4675695939615,3.46558154450888e-15,6.42830643506508e-14,"-"
"899","SERPINB8",-12.4431251438007,3.49345407495374e-15,6.47279916868792e-14,"-"
"900","ZGRF1",-10.7180429609739,3.52423132147688e-15,6.49452925840193e-14,"-"
"901","HEBP2",-12.6871188371697,3.524676982407e-15,6.49452925840193e-14,"-"
"902","SCGB1A1",-10.7180429609739,3.52423132147688e-15,6.49452925840193e-14,"-"
"903","TIMP2",10.5465838238942,3.52358890682683e-15,6.49452925840193e-14,"+"
"904","ZNF75D",-10.7180429609739,3.52423132147688e-15,6.49452925840193e-14,"-"
"905","CREG1",-13.2223004412175,3.58103285130726e-15,6.59107891759393e-14,"-"
"906","ATP1B3",-12.7901624721897,3.65909827022733e-15,6.72732890586938e-14,"-"
"907","GIMD1",-12.238308179959,3.70365411039259e-15,6.80173831497346e-14,"-"
"908","CDCA4",-11.0307364817592,3.72678662427771e-15,6.83668334808302e-14,"-"
"909","TM4SF19",-10.6799605511439,3.75172989089392e-15,6.87486961414962e-14,"-"
"910","GADD45G",-10.9613727379515,3.78276199930519e-15,6.92411721125566e-14,"-"
"911","SNAI3",-10.185734108079,3.93811156448653e-15,7.20056249502219e-14,"-"
"912","LINC02219",-12.8159675338342,3.99044373082498e-15,7.28824794126663e-14,"-"
"913","SNORA31",-13.1509922411086,4.00285677928382e-15,7.30291186993764e-14,"-"
"914","SCOC",-10.6582987098942,4.03770133483949e-15,7.33435017823571e-14,"-"
"915","HEY2",-10.6582987098942,4.03770133483949e-15,7.33435017823571e-14,"-"
"916","LOC100507477",-10.6582987098942,4.03770133483949e-15,7.33435017823571e-14,"-"
"917","ULBP3",-10.6582987098942,4.03770133483949e-15,7.33435017823571e-14,"-"
"918","KCNMB3",-10.6824804447837,4.04722882619301e-15,7.34364820892125e-14,"-"
"919","LOC145783",-13.3350794259901,4.11318593149644e-15,7.45520544732712e-14,"-"
"920","CNST",-12.5742859904062,4.14051656826248e-15,7.48844565445691e-14,"-"
"921","TM4SF4",-12.1299514233557,4.13998223684815e-15,7.48844565445691e-14,"-"
"922","MBOAT2",-10.1959559771653,4.23707667369111e-15,7.65477073250247e-14,"-"
"923","TPP1",-10.9687285835068,4.29064190125167e-15,7.74314432818517e-14,"-"
"924","HNMT",-12.4568530431568,4.30190211003708e-15,7.75506314360256e-14,"-"
"925","USP9X",-10.4516156754374,4.30674186572216e-15,7.75539451430637e-14,"-"
"926","DCUN1D4",-12.8581589667549,4.32138614045669e-15,7.77336165675886e-14,"-"
"927","ST3GAL4",-12.261180885002,4.33309524319131e-15,7.78601590785736e-14,"-"
"928","SIM1",-11.6917555781818,4.35944326666837e-15,7.82491880311369e-14,"-"
"929","LOC101929592",12.5366978726009,4.36870512911258e-15,7.83262848560658e-14,"+"
"930","ADGRL4",-11.6537732381302,4.3731431179769e-15,7.83262848560658e-14,"-"
"931","CDS2",-12.8127783384245,4.38993677791035e-15,7.85426175184239e-14,"-"
"932","MIR4472-2",-12.8393400645288,4.48458521762058e-15,8.01499312981823e-14,"-"
"933","AARS2",10.7993862928401,4.53228880544425e-15,8.09156855651499e-14,"+"
"934","ITGB6",-10.6256184348857,4.55086325989394e-15,8.10735072941748e-14,"-"
"935","BLOC1S1-RDH5",-10.6256184348857,4.55086325989394e-15,8.10735072941748e-14,"-"
"936","MIR5704",-12.8433494390379,4.5700386924417e-15,8.12413388473868e-14,"-"
"937","LINC00374",-12.7701988947691,4.56591118331761e-15,8.12413388473868e-14,"-"
"938","NUPL2",-12.3814377848542,4.60051672069328e-15,8.16959563076631e-14,"-"
"939","RUBCNL",10.7146184022977,4.63084162627919e-15,8.21468892107906e-14,"+"
"940","GRK6",10.4554156777407,4.82323494696496e-15,8.54687494804205e-14,"+"
"941","LHFPL6",-12.1485556043186,4.84270949008531e-15,8.57226482214144e-14,"-"
"942","SMIM30",-11.8977138699029,4.85593930957372e-15,8.58655850101586e-14,"-"
"943","PPP2R3A",-12.8870768583276,4.95020729330335e-15,8.7439663716388e-14,"-"
"944","MIR4674",10.7681813923087,5.02207751109315e-15,8.84278489453262e-14,"+"
"945","GGT7",10.7681813923087,5.02207751109315e-15,8.84278489453262e-14,"+"
"946","CRKL",10.7681944515277,5.02195891241361e-15,8.84278489453262e-14,"+"
"947","FGF18",10.4357344075815,5.05327906366733e-15,8.8602599330007e-14,"+"
"948","FBXO34",10.4357344075815,5.05327906366733e-15,8.8602599330007e-14,"+"
"949","NGRN",10.4357344075815,5.05327906366733e-15,8.8602599330007e-14,"+"
"950","LINC00114",10.4357344075815,5.05327906366733e-15,8.8602599330007e-14,"+"
"951","SLFN11",-9.88626295408388,5.12993573095566e-15,8.97577095278661e-14,"-"
"952","MAPK1",-9.88626295408388,5.12993573095566e-15,8.97577095278661e-14,"-"
"953","LINC01169",10.4317548652818,5.1703512920094e-15,9.03699280912912e-14,"+"
