"","Gene","log2FC","P.value","adj.P.value","sgnlFC"
"91","POU2F1",-12.7393290580785,6.6614182953805e-23,1.21933235765003e-20,"-"
"92","MIR6810",-12.5834880515868,8.18456746374494e-23,1.48185152438695e-20,"-"
"93","NCF4",-13.5795250367668,8.63577835894542e-23,1.5467329045694e-20,"-"
"94","CDKL2",-12.6604952096651,9.30349700195215e-23,1.64041660575529e-20,"-"
"95","LINC02324",-12.6700397822318,9.35580101739522e-23,1.64041660575529e-20,"-"
"96","SLC24A4",13.5589049244837,9.48900211657905e-23,1.64644071099851e-20,"+"
"97","SLC25A24",-13.5844839730109,1.01237557263198e-22,1.73846803230215e-20,"-"
"98","LCP1",-13.4839144357048,1.21434468727931e-22,2.06401423020525e-20,"-"
"99","LINC00456",-12.6427455658204,1.44573395525711e-22,2.4324838881533e-20,"-"
"100","RHOBTB2",-13.5830747289695,1.56145027969691e-22,2.59633232181362e-20,"-"
"101","SLC47A1",-13.4123992128231,1.57429047549484e-22,2.59633232181362e-20,"-"
"102","CSF2",-12.531044549453,1.689806017454e-22,2.75951949340503e-20,"-"
"103","LMOD3",-13.4506937674456,1.8101123333445e-22,2.92728554723489e-20,"-"
"104","CCNJL",-13.4737052561126,1.96227664783193e-22,3.14285020412851e-20,"-"
"105","CXCL11",-13.32277946016,2.23597200717259e-22,3.5471034022356e-20,"-"
"106","LINC02082",-13.2619606318484,2.26595430017291e-22,3.56075479037549e-20,"-"
"107","MIR3161",-13.4136799824004,2.48262073476725e-22,3.8647676242073e-20,"-"
"108","FAM78A",-13.3503653563209,2.70629811955518e-22,4.17396368309542e-20,"-"
"109","RASGEF1A",-12.4088500281668,2.74270774740248e-22,4.19131036224615e-20,"-"
"110","TATDN2",-13.3962858700881,2.88148014153145e-22,4.36334679249904e-20,"-"
"111","SPPL3",13.2044908400394,3.03759448914133e-22,4.55830733384028e-20,"+"
"112","CA13",-13.3758571400148,3.09693375354335e-22,4.57214752396759e-20,"-"
"113","LOC106699570",-13.3210241490989,3.10171501595928e-22,4.57214752396759e-20,"-"
"114","TNIP1",-13.412054235157,3.13182098329563e-22,4.57603001041714e-20,"-"
"115","MACC1",-13.2229467402454,3.21237390273763e-22,4.65291409546963e-20,"-"
"116","TES",-13.3745655108857,3.61803607506329e-22,5.15090828225036e-20,"-"
"117","NAA30",-12.1793881555199,3.59097040022898e-22,5.15090828225036e-20,"-"
"118","ATAD2B",-13.3058469870604,3.7138829236084e-22,5.24255490326654e-20,"-"
"119","GLRX",-12.198032103666,3.99480534194209e-22,5.59172038493524e-20,"-"
"120","CD300C",-12.3543581540938,4.06578922174007e-22,5.64365425554369e-20,"-"
"121","NOTCH1",14.0609111963288,4.22496391140023e-22,5.81613420431352e-20,"+"
"122","PANX1",-13.318204415403,4.2717177157751e-22,5.83229524521851e-20,"-"
"123","ZYX",-15.9909037444929,4.33061137097815e-22,5.86463362653521e-20,"-"
"124","MIR4494",-12.1277376484029,4.60235290488944e-22,6.18237034973737e-20,"-"
"125","VWA8-AS1",-13.184367744315,4.67389929268774e-22,6.22825124146398e-20,"-"
"126","HIPK3",-12.159528408317,4.80240622941666e-22,6.34870480661851e-20,"-"
"127","COX7A2L",-12.1051305757133,6.06107937315655e-22,7.88745305614598e-20,"-"
"128","STK26",-12.2532037072907,6.05833896253713e-22,7.88745305614598e-20,"-"
"129","SPTSSB",-13.0742306346129,7.33620930558901e-22,9.47280917854234e-20,"-"
"130","GLRX5",-13.0425929376654,8.46011622220692e-22,1.08400119933308e-19,"-"
"131","OSM",-13.1771142869427,8.9951287483651e-22,1.14375465314135e-19,"-"
"132","GPR85",-13.0772824739456,9.28524963383544e-22,1.17170002386967e-19,"-"
"133","USP25",-13.5880028300337,9.44752880960229e-22,1.18321419083869e-19,"-"
"134","RAI1",-13.0063490869834,9.62318841029591e-22,1.19621977127089e-19,"-"
"135","SERPINB13",-12.9702684105059,9.8001373463133e-22,1.20919176131512e-19,"-"
"136","RPEL1",-13.0663315526738,1.04213732351394e-21,1.27638833807144e-19,"-"
"137","PLEC",-13.0086522112653,1.0789241833076e-21,1.31179854900399e-19,"-"
"138","MEFV",-13.1126026840803,1.09891880852339e-21,1.32642685460682e-19,"-"
"139","SLC25A15",-12.9651349754309,1.15157191434985e-21,1.37998081851262e-19,"-"
"140","DRAIC",12.8083075498033,1.22330267489268e-21,1.45546804683481e-19,"+"
"141","SNORA11B",-12.0268080270033,1.26023870504955e-21,1.48877986595818e-19,"-"
"142","AVL9",-13.0717821729887,1.27780572123726e-21,1.49890210553867e-19,"-"
"143","TMEM176A",-13.0396886940097,1.409609122194e-21,1.64194819219479e-19,"-"
"144","SOX30",-12.9732767134289,1.51163170792747e-21,1.74062422523738e-19,"-"
"145","UBE2H",-12.998072221886,1.51522190466123e-21,1.74062422523738e-19,"-"
"146","FAM216B",-13.0134482253025,1.56836473351522e-21,1.78933228535363e-19,"-"
"147","OXSR1",-13.3707324848873,1.63202687455661e-21,1.83680213847902e-19,"-"
"148","ALOX5",-15.4579333530181,1.62152348698109e-21,1.83680213847902e-19,"-"
"149","SCG3",-12.9749313151886,1.92402643191458e-21,2.15090659573162e-19,"-"
"150","AMIGO2",-12.93462111881,1.99280505429054e-21,2.2129435859545e-19,"-"
"151","MCL1",-12.8335391716187,2.0251814535913e-21,2.21930575476779e-19,"-"
"152","PRPF40A",-11.8901524420981,2.02231802718109e-21,2.21930575476779e-19,"-"
"153","ADSL",-12.9360234838101,2.06977324068655e-21,2.2533472464128e-19,"-"
"154","MTHFS",-12.9179197254083,2.21544140233496e-21,2.39627321030477e-19,"-"
"155","RASD2",-12.92435112954,2.23483678459829e-21,2.40165653684217e-19,"-"
"156","LINC02108",-12.7547660518213,2.44749337237258e-21,2.6133267374109e-19,"-"
"157","SNX33",12.6344818421012,2.52297169358268e-21,2.67676047770744e-19,"+"
"158","ZNF800",-12.7817380117892,2.73166633420217e-21,2.87983329929149e-19,"-"
"159","ANXA2",-14.8126639437319,2.75715509108983e-21,2.8884234183826e-19,"-"
"160","WDR45B",-12.7350371906631,2.96595848752458e-21,3.08774815791856e-19,"-"
"161","PRSS8",-12.8156384613801,3.12316855432359e-21,3.23121854716572e-19,"-"
"162","ARAP3",-12.8815839028869,3.15401606162387e-21,3.24299046533758e-19,"-"
"163","LOC105370489",-12.8185661121178,3.27422334217963e-21,3.34031801006818e-19,"-"
"164","HM13-AS1",-13.750925361098,3.28878041454752e-21,3.34031801006818e-19,"-"
"165","PSD2-AS1",-13.1574821874125,3.47553496521149e-21,3.50860520700169e-19,"-"
"166","MEGF9",-14.6588754301846,3.7306121543437e-21,3.72722073521345e-19,"-"
"167","TAB1",12.5648148159711,3.73684254536019e-21,3.72722073521345e-19,"+"
"168","COL9A3",12.6281917110291,3.98227817117192e-21,3.9483813986435e-19,"+"
"169","TYW5",-12.8061396430279,4.65688676415515e-21,4.58992679470605e-19,"-"
"170","MIR6892",-12.626661862678,4.79385255093761e-21,4.69712952593928e-19,"-"
"171","NOTCH2",-13.0546637395296,4.9027531269638e-21,4.73748890224991e-19,"-"
"172","GIMAP7",-12.7449949016531,4.92036729356568e-21,4.73748890224991e-19,"-"
"173","MTMR9",-12.6166884868757,4.87701716052519e-21,4.73748890224991e-19,"-"
"174","GGCT",-12.6242906059879,5.31267055792632e-21,5.08581341858498e-19,"-"
"175","LINC01656",-12.724893154796,5.44671644492244e-21,5.18434033274703e-19,"-"
"176","HLA-C",-12.6897391471032,5.65100472734318e-21,5.34822646269065e-19,"-"
"177","MANBAL",-12.6905280334124,5.70586695145173e-21,5.36963987628991e-19,"-"
"178","EIF2AK2",12.5098750804114,6.07290175249178e-21,5.68293957816042e-19,"+"
"179","PTPN2",-12.5874700276424,6.39442613650106e-21,5.95038861205018e-19,"-"
"180","RAB27B",-12.495421800994,6.5680402988566e-21,6.07799151433635e-19,"-"
"181","MIR4526",-12.6317944915421,7.06109526099171e-21,6.49815821891375e-19,"-"
"182","SNRK-AS1",-12.6706315207592,7.35740075397217e-21,6.73363870103925e-19,"-"
"183","CTSZ",-12.6377855551439,7.43243396645405e-21,6.76513948520356e-19,"-"
"184","FABP2",-12.5746286967482,7.52462031450767e-21,6.81182611841056e-19,"-"
"185","RAP2A",-12.5832673569267,7.56558036293162e-21,6.81188497866768e-19,"-"
"186","OR7E47P",-12.5390733529967,7.63546725405164e-21,6.83784828229775e-19,"-"
"187","MARK2",-12.514316249913,8.04146825262446e-21,7.16292709539923e-19,"-"
"188","DCUN1D3",-11.5661520272338,8.65373781689661e-21,7.667303766811e-19,"-"
"189","LINC02011",-12.5124862259523,8.81930233748983e-21,7.77265180082371e-19,"-"
"190","SAV1",-12.4438859802165,9.64808651587883e-21,8.45832511026283e-19,"-"
"191","CLDN10",-12.5442491737534,9.74165321164866e-21,8.49563966211684e-19,"-"
"192","ABCB11",-12.4051858990116,1.05596372771531e-20,9.16103531903853e-19,"-"
"193","PDXK",-12.4174405058221,1.08370773762895e-20,9.35301543299763e-19,"-"
"194","LINC00705",-12.6081152342435,1.13439780044721e-20,9.74003307322122e-19,"-"
"195","CALM2",-12.3948279457773,1.16555417407166e-20,9.90570923975046e-19,"-"
"196","ADAM9",-12.4969836599222,1.1655874473141e-20,9.90570923975046e-19,"-"
"197","TDRD9",12.209409990083,1.37285386983635e-20,1.16079324415554e-18,"+"
"198","PLEKHO2",-13.7335243818821,1.40806278894875e-20,1.1845505997737e-18,"-"
"199","MPZL3",-12.4088234543127,1.44290418610758e-20,1.20776155919568e-18,"-"
"200","PHTF2",-11.4123301713217,1.46169340529444e-20,1.21737135259947e-18,"-"
"201","GNG12",-12.3642533461822,1.57708799848126e-20,1.30434372574531e-18,"-"
"202","ADAMTSL3",-11.3809585436645,1.58178202918024e-20,1.30434372574531e-18,"-"
"203","TNFSF10",-12.4057788730915,1.65237059872371e-20,1.35583926418428e-18,"-"
"204","ATPAF2",12.200863010403,1.70697373289573e-20,1.39377752298256e-18,"+"
"205","ATP13A2",-12.4185184557704,1.72248163304447e-20,1.39957934446936e-18,"-"
"206","PCSK6-AS1",-12.4184895421519,1.73287848442434e-20,1.40119208325516e-18,"-"
"207","LINC01093",-11.3876232737239,1.7743414011149e-20,1.42778766755415e-18,"-"
"208","LRRK1",-13.7111639816166,1.79246716703563e-20,1.43543873083233e-18,"-"
"209","MFSD14B",-12.3411013144612,1.92276477527374e-20,1.51789065695425e-18,"-"
"210","ACSM6",-12.3437698865297,1.91327523484746e-20,1.51789065695425e-18,"-"
"211","TCTN1",-12.3354244531878,1.91891424682335e-20,1.51789065695425e-18,"-"
"212","FAM49B",12.1265574124051,1.97006346409479e-20,1.52682148099625e-18,"+"
"213","GNS",-12.3656238242377,1.9707427412751e-20,1.52682148099625e-18,"-"
"214","CAVIN1",-12.4987376625629,1.94744570064028e-20,1.52682148099625e-18,"-"
"215","POU2F2",-12.3304862877804,1.9552694772943e-20,1.52682148099625e-18,"-"
"216","CLCN5",-12.2991118491479,1.99581769687618e-20,1.53908960078086e-18,"-"
"217","ZSCAN9",-12.3000526371756,2.02044832265541e-20,1.5509035811277e-18,"-"
"218","OTUD1",-13.6908056156793,2.1168986131739e-20,1.61748533025861e-18,"-"
"219","TMEM206",12.1077957173307,2.1591593233527e-20,1.64224277849708e-18,"+"
"220","MTRNR2L8",-12.381712172689,2.18500204721542e-20,1.65434450456669e-18,"-"
"221","SCN7A",-12.317100279228,2.20257647738938e-20,1.6573494859594e-18,"-"
"222","BAALC",-12.2905840439501,2.20887066028089e-20,1.6573494859594e-18,"-"
"223","C1QTNF7",-12.2999307997535,2.27790413276813e-20,1.69882944489325e-18,"-"
"224","LINC00443",-12.2284788960981,2.28455181398864e-20,1.69882944489325e-18,"-"
"225","LIPC-AS1",-13.2127129677025,2.40084614458881e-20,1.77737307690737e-18,"-"
"226","DAB2",-12.2938479270283,2.49553214054672e-20,1.83929552500384e-18,"-"
"227","MIR548AM",-12.2775497989121,2.50865605382565e-20,1.8408230787918e-18,"-"
"228","TEX45",-13.2180461666737,2.52473484535153e-20,1.8444959789044e-18,"-"
"229","SLC41A2",-12.2125478892314,3.29497347945324e-20,2.39669752171409e-18,"-"
"230","AMD1",-12.2622325769427,3.39934846592666e-20,2.46186727812784e-18,"-"
"231","SPATA6",-15.1507675017585,3.54927674381252e-20,2.55932046414222e-18,"-"
"232","MEIS1",-12.1736524746975,3.72211933492612e-20,2.67238542077002e-18,"-"
"233","ST3GAL2",-12.4348111699575,3.78454766166427e-20,2.70554551074428e-18,"-"
"234","FST",-12.2228478780289,3.82009942018515e-20,2.71929042914632e-18,"-"
"235","COPB1",-12.081508073355,3.93225524059003e-20,2.78721598053226e-18,"-"
"236","PSPC1",-12.1752990188788,3.96062732312306e-20,2.79543090344325e-18,"-"
"237","MYB",-12.1116054405021,4.21432593261108e-20,2.96194207002121e-18,"-"
"238","GUCY2C",-12.1893459416663,4.54744144666357e-20,3.18263580575946e-18,"-"
"239","EMID1",-12.4814864371323,4.76652590183881e-20,3.32200928648238e-18,"-"
"240","PPP6R2",-12.1697216277132,4.86620171353473e-20,3.37734674759783e-18,"-"
"241","ANXA3",-12.0215667513084,4.97546451872518e-20,3.43885114059773e-18,"-"
"242","CNOT6L",-12.0437229679103,5.13543540031016e-20,3.5347498951639e-18,"-"
"243","WIPI2",-12.121260653153,5.19350932621874e-20,3.56001172209159e-18,"-"
"244","LRRC70",-12.0731636436939,5.48492219599941e-20,3.74435856634272e-18,"-"
"245","GNPDA1",-12.0349049223172,5.66377651889557e-20,3.85067450919361e-18,"-"
"246","MIR101-1",-12.0415389048292,5.82028513323919e-20,3.94099550668151e-18,"-"
"247","LINC01599",-12.0285656572212,6.08475737206346e-20,4.10339285613203e-18,"-"
"248","ITGAM",-12.0257453133804,6.21209962129159e-20,4.17237674967153e-18,"-"
"249","LINC02265",-11.9989973512505,6.68292199646234e-20,4.47057958614752e-18,"-"
"250","FOSB",-13.3851303271712,7.0720667966386e-20,4.71197666526437e-18,"-"
"251","STK38L",-14.6983671869985,7.37399061917573e-20,4.87414927554009e-18,"-"
"252","MRPL42",-11.9453425825899,7.36658652172565e-20,4.87414927554009e-18,"-"
"253","TET2-AS1",-11.9793104427505,7.59317426577165e-20,4.99918987134223e-18,"-"
"254","BNIP3L",-15.0622907702324,7.70449658135115e-20,5.03269802178691e-18,"-"
"255","NOL4L-DT",-11.9805359184287,7.68060929406906e-20,5.03269802178691e-18,"-"
"256","LOC101927969",-11.967884556956,7.76821920754059e-20,5.05450106796889e-18,"-"
"257","LBX1-AS1",11.8040926322499,8.90445881480169e-20,5.77126733378022e-18,"+"
"258","CEP350",-11.8700195937899,9.07811455237814e-20,5.861013724766e-18,"-"
"259","TFE3",-11.9083334514561,9.25919360326691e-20,5.95484122971494e-18,"-"
"260","WDR33",-11.9025942917,9.53874239029138e-20,6.08761808410282e-18,"-"
"261","LINC01973",12.7321224079265,9.52002516364442e-20,6.08761808410282e-18,"+"
"262","LINC01503",-11.9243566096402,1.00630169172347e-19,6.39769743474728e-18,"-"
"263","LOC105375787",13.4725682680007,1.01644155284546e-19,6.43759199458054e-18,"+"
"264","ZNF821",-11.8704885198333,1.02624110977774e-19,6.47503718392722e-18,"-"
"265","LOC101927166",-12.0187137810601,1.03448808444579e-19,6.50244076325037e-18,"-"
"266","GABPA",-11.8818121244114,1.04713189999017e-19,6.55717145042716e-18,"-"
"267","ETV3",-11.9128786537158,1.05883921689298e-19,6.60564975123084e-18,"-"
"268","VAC14",-11.9175543771044,1.09273603667042e-19,6.79168065776834e-18,"-"
"269","SSBP3",-11.8633340851901,1.1038942372129e-19,6.83552650901686e-18,"-"
"270","LOC401312",-11.8956087564714,1.13741861814458e-19,7.01703034164231e-18,"-"
"271","LOC100131496",-11.8413444506174,1.16227069071755e-19,7.1438903672628e-18,"-"
"272","CXCL2",-11.814934739925,1.36258868464172e-19,8.34435283826366e-18,"-"
"273","ALCAM",-12.9711830983752,1.38867085958556e-19,8.47292692605009e-18,"-"
"274","PARVB",-11.8082328823002,1.44115578139795e-19,8.7610700185203e-18,"-"
"275","SMCHD1",-12.8248039799207,1.45788944332642e-19,8.83056889363204e-18,"-"
"276","LINC01704",11.6602237282734,1.49269189457617e-19,9.00861191592582e-18,"+"
"277","FAH",-15.1946520608217,1.52632278955958e-19,9.17832444248876e-18,"-"
"278","HM13",-13.4261877516686,1.57508195342283e-19,9.4374604669655e-18,"-"
"279","SDCBP2-AS1",-12.7735727696709,1.59553207050873e-19,9.525726773643e-18,"-"
"280","SHE",-11.8824415648483,1.62038416856348e-19,9.62756133788513e-18,"-"
"281","LOC101927815",-12.4238991041509,1.62414884789921e-19,9.62756133788513e-18,"-"
"282","OSBPL11",-12.6259148452438,1.68485530260095e-19,9.95199814731348e-18,"-"
"283","LINC01480",-11.7862479970167,1.69290775686589e-19,9.9642277406767e-18,"-"
"284","RIC1",-11.7311101443034,1.89711121358708e-19,1.11212219494885e-17,"-"
"285","C11orf86",12.4905035132989,1.91618580747025e-19,1.11212219494885e-17,"+"
"286","LRRC37A3",12.8132174441126,1.90570740133692e-19,1.11212219494885e-17,"+"
"287","RECQL5",12.5230625117073,1.91507947721436e-19,1.11212219494885e-17,"+"
"288","SLC26A9-AS1",11.5892091704232,1.93293559427402e-19,1.11794820117439e-17,"+"
"289","FAM214B",13.6915559669167,1.94289884712773e-19,1.11982235628396e-17,"+"
"290","LINC01127",-11.7091131464415,2.21011221931106e-19,1.26944273231256e-17,"-"
"291","MAFK",11.529310012722,2.30358341186475e-19,1.3185838107021e-17,"+"
"292","LMNB1-DT",-13.481243735286,2.34105050406436e-19,1.33544103582877e-17,"-"
"293","DCSTAMP",-13.7367133492671,2.41735203952899e-19,1.3742605092981e-17,"-"
"294","MIR4425",11.5009504627378,2.49895505807774e-19,1.41581953749663e-17,"+"
"295","DCLRE1B",13.2165355862465,2.72263991615176e-19,1.53732247740135e-17,"+"
"296","PSKH2",-13.0855922828047,2.74582297794144e-19,1.54073868500267e-17,"-"
"297","DIXDC1",-12.6013592581508,2.74718970670465e-19,1.54073868500267e-17,"-"
"298","FERMT3",11.4783928075888,2.77237322992322e-19,1.54964499633661e-17,"+"
"299","SEMA3C",-14.3623762952544,2.81590783705744e-19,1.56871494454401e-17,"-"
"300","TXN2",-11.6600767897462,3.00928023232089e-19,1.67085269432564e-17,"-"
"301","MMP13",-11.6319404945815,3.1065240298079e-19,1.71342287299703e-17,"-"
"302","MMP19",-12.5243756306635,3.10159221266934e-19,1.71342287299703e-17,"-"
"303","LOC100506801",-12.9903322698765,3.13244576044305e-19,1.72201811985808e-17,"-"
"304","HPSE2",-11.7035010406464,3.15947551451223e-19,1.73116393569836e-17,"-"
"305","ZNF672",-11.5939432683088,3.25874109310018e-19,1.77970001271376e-17,"-"
"306","S100A11",-12.4795540625536,3.36618370084863e-19,1.82640136498487e-17,"-"
"307","ELMO1-AS1",-11.6335606230135,3.3564519172026e-19,1.82640136498487e-17,"-"
"308","IGFBP7-AS1",-11.6099394724823,3.40809583104853e-19,1.84313806031738e-17,"-"
"309","IDO1",-11.6257577863882,3.43718753481603e-19,1.85285542936669e-17,"-"
"310","MIR1301",-12.5553637585345,3.57374983620228e-19,1.92025648456843e-17,"-"
"311","MEPE",-13.5767308607422,3.85299913411007e-19,2.06364651372577e-17,"-"
"312","SERTM2",-11.5630123034039,3.9191947469934e-19,2.09237265707273e-17,"-"
"313","RIPOR1",-11.6215380417689,3.93994843481168e-19,2.09673230283253e-17,"-"
"314","UPP1",-11.9252654218063,3.95808295742682e-19,2.09967477139677e-17,"-"
"315","DUSP14",-11.5179298892737,4.01862116968292e-19,2.12502135947328e-17,"-"
"316","MIR657",-11.5133619716144,4.30909671306194e-19,2.27141215029977e-17,"-"
"317","CD244",-11.5326528561099,4.55374235976472e-19,2.39279768096533e-17,"-"
"318","OLR1",-12.3963567149371,4.57907560741983e-19,2.39854284254063e-17,"-"
