"","Gene","log2FC","P.value","adj.P.value","sgnlFC"
"316","NMUR1",-10.2437388401519,6.72878227740684e-14,2.44599753229659e-12,"-"
"317","CTR9",-10.2219003692969,6.76655091754659e-14,2.45196752018478e-12,"-"
"318","RFX3",-11.4746458201519,7.09981230937239e-14,2.56463974835725e-12,"-"
"319","EFHD2",-11.7616115309453,7.49847369795438e-14,2.69171773026256e-12,"-"
"320","MIR4502",-12.0492599916918,7.49403150693742e-14,2.69171773026256e-12,"-"
"321","TRPC4AP",10.162355758169,7.71347346400442e-14,2.76027008352084e-12,"+"
"322","LOC100506083",-9.86745423332974,7.88499194952093e-14,2.81288517155736e-12,"-"
"323","ARHGAP42",-11.240989269348,8.09108646785199e-14,2.8774709057652e-12,"-"
"324","ELK3",-12.0652763609459,8.15149714909288e-14,2.89000764665524e-12,"-"
"325","MAGOHB",-11.8847241826356,8.2068671437717e-14,2.90068562709248e-12,"-"
"326","UROD",-9.84431087957821,8.48229120473297e-14,2.98883678125054e-12,"-"
"327","MIR7843",-11.3470011355009,8.55347750570445e-14,3.00470324489379e-12,"-"
"328","FOXN3-AS2",-9.82316946872445,9.05039980057477e-14,3.16957141796349e-12,"-"
"329","IRF1",-12.3193975820258,9.72313343563871e-14,3.39482169529428e-12,"-"
"330","RAP2B",-11.0965516109339,9.95556859156153e-14,3.46544292155355e-12,"-"
"331","FKBP5",-10.0113095133398,1.01420068631108e-13,3.51967470805298e-12,"-"
"332","MIR4466",-9.75917602637084,1.03918243658157e-13,3.58471130600976e-12,"-"
"333","MED24",-9.75917602637084,1.03918243658157e-13,3.58471130600976e-12,"-"
"334","IRF9",-9.04574928185595,1.04549401038718e-13,3.59568553811902e-12,"-"
"335","PLCB2",-9.75112050347212,1.06579036683344e-13,3.65454744591513e-12,"-"
"336","B4GALNT4",-10.3274894237147,1.09258058335151e-13,3.72417601215394e-12,"-"
"337","BCKDHA",-11.49714523294,1.09028151888235e-13,3.72417601215394e-12,"-"
"338","CYTH4",-11.8329616577991,1.09734380050277e-13,3.7293456320637e-12,"-"
"339","KIAA1551",9.44633602839345,1.10773106947045e-13,3.75354182743571e-12,"+"
"340","NDUFA12",-9.74147323872366,1.13776350404401e-13,3.83324604109824e-12,"-"
"341","TEDC1",-11.7507899914795,1.13792713503482e-13,3.83324604109824e-12,"-"
"342","H1F0",-9.32583697075463,1.1560618222556e-13,3.88294799773394e-12,"-"
"343","LINC01493",-10.9744757782906,1.18669543959508e-13,3.97421880892965e-12,"-"
"344","ZFP36",-10.0456791550594,1.23998614691211e-13,4.14061653185449e-12,"-"
"345","MSL2",-9.94650309748144,1.28031012146851e-13,4.2628760479156e-12,"-"
"346","TDRD3",-11.2895421639291,1.30882824624239e-13,4.3452341227128e-12,"-"
"347","DIDO1",-9.91246010076519,1.33311447811765e-13,4.41310836027015e-12,"-"
"348","PHF21A",-9.65330381103971,1.44384185891966e-13,4.76592282569255e-12,"-"
"349","CDCA4",-11.7008911828991,1.46291659738186e-13,4.81504955705599e-12,"-"
"350","LRRFIP1",9.61837149585347,1.47290768232051e-13,4.8340830133759e-12,"+"
"351","PDCD1",-9.94633254039133,1.63625967141026e-13,5.35490451438451e-12,"-"
"352","GLCCI1",9.89301501024542,1.7622180975257e-13,5.75073843360163e-12,"+"
"353","HOPX",-11.2604524494453,1.77486490995612e-13,5.77560147894218e-12,"-"
"354","POLR3K",9.54605879303837,1.91422343864138e-13,6.19399567314749e-12,"+"
"355","PNMA5",9.54605879303837,1.91422343864138e-13,6.19399567314749e-12,"+"
"356","MPZL3",9.84279283835952,1.94181352128191e-13,6.21326237297085e-12,"+"
"357","QPRT",9.84281439476052,1.94162079732158e-13,6.21326237297085e-12,"+"
"358","ABCA7",11.626409953698,1.93523404051036e-13,6.21326237297085e-12,"+"
"359","MIR1292",9.84281439476052,1.94162079732158e-13,6.21326237297085e-12,"+"
"360","SLCO3A1",-10.1307077488883,1.97342642421168e-13,6.29687481525543e-12,"-"
"361","CDC14A",-12.0932245754113,2.00813958751619e-13,6.34700242899799e-12,"-"
"362","SGMS1-AS1",-9.55979532303125,2.00362682079284e-13,6.34700242899799e-12,"-"
"363","LTBP3",-9.56870013343982,2.01123782027968e-13,6.34700242899799e-12,"-"
"364","LINC00910",-9.56870013343982,2.01123782027968e-13,6.34700242899799e-12,"-"
"365","ANXA6",-10.9622810658883,2.15278205191601e-13,6.77507052886554e-12,"-"
"366","ZNF92",-11.0978413131473,2.20656510000526e-13,6.92535882616404e-12,"-"
"367","KDM8",-9.5099648621251,2.35015378403641e-13,7.33592840142016e-12,"-"
"368","PITPNC1",-9.5099648621251,2.35015378403641e-13,7.33592840142016e-12,"-"
"369","VIT",-11.5540082997854,2.43065413416663e-13,7.56664608107645e-12,"-"
"370","SNORD55",-9.46300932581372,2.62974214371708e-13,8.04953366752792e-12,"-"
"371","GBP1",-9.78850113567179,2.63482602854575e-13,8.04953366752792e-12,"-"
"372","MIR548AC",-11.4139683286299,2.62052562057451e-13,8.04953366752792e-12,"-"
"373","FCRL3",-9.46300932581372,2.62974214371708e-13,8.04953366752792e-12,"-"
"374","DNPH1",-9.46300932581372,2.62974214371708e-13,8.04953366752792e-12,"-"
"375","IFNGR1",-9.46300932581372,2.62974214371708e-13,8.04953366752792e-12,"-"
"376","RIN1",-9.46300932581372,2.62974214371708e-13,8.04953366752792e-12,"-"
"377","SNORA14B",-9.4562393273171,2.68601215291601e-13,8.11953200014375e-12,"-"
"378","EN2",-9.4562393273171,2.68601215291601e-13,8.11953200014375e-12,"-"
"379","MAZ",-9.4562393273171,2.68601215291601e-13,8.11953200014375e-12,"-"
"380","PLSCR3",-9.4562393273171,2.68601215291601e-13,8.11953200014375e-12,"-"
"381","CXCR5",-9.67125323391958,2.86285752751972e-13,8.63140273454569e-12,"-"
"382","ACBD5",-11.9272644249351,2.98240670516256e-13,8.96829995345612e-12,"-"
"383","FBXO11",-9.41352584810235,3.27569682890591e-13,9.79893996709431e-12,"-"
"384","MIR4741",-9.41352584810235,3.27569682890591e-13,9.79893996709431e-12,"-"
"385","POLR2A",-11.6386349182758,3.36140578970126e-13,1.00292125470905e-11,"-"
"386","LBR",-11.5935560440785,3.43273014552916e-13,1.02154847620968e-11,"-"
"387","PEX10",-9.35327335170239,3.69630827369426e-13,1.06148732849815e-11,"-"
"388","FAM72B",-9.35327335170239,3.69630827369426e-13,1.06148732849815e-11,"-"
"389","MGAT1",-9.35327335170239,3.69630827369426e-13,1.06148732849815e-11,"-"
"390","SNORD48",9.33894305290212,3.6646108005538e-13,1.06148732849815e-11,"+"
"391","SGCE",-9.35327335170239,3.69630827369426e-13,1.06148732849815e-11,"-"
"392","CNNM2",-8.97735421507289,3.58897107778481e-13,1.06148732849815e-11,"-"
"393","COPB1",-9.35327335170239,3.69630827369426e-13,1.06148732849815e-11,"-"
"394","CD3D",-9.35327335170239,3.69630827369426e-13,1.06148732849815e-11,"-"
"395","TIGAR",-9.35327335170239,3.69630827369426e-13,1.06148732849815e-11,"-"
"396","PIEZO1",-9.35327335170239,3.69630827369426e-13,1.06148732849815e-11,"-"
"397","LOC728392",-9.35327335170239,3.69630827369426e-13,1.06148732849815e-11,"-"
"398","MBD1",9.33894305290212,3.6646108005538e-13,1.06148732849815e-11,"+"
"399","MYADM",-9.35327335170239,3.69630827369426e-13,1.06148732849815e-11,"-"
"400","PPP6R1",-9.35327335170239,3.69630827369426e-13,1.06148732849815e-11,"-"
"401","EGR1",-9.9083344185245,3.80999317467517e-13,1.08881818908917e-11,"-"
"402","HIST1H2BD",-9.65304503893999,3.83876064499778e-13,1.08881818908917e-11,"-"
"403","CPVL",-9.65304056847414,3.83887321825642e-13,1.08881818908917e-11,"-"
"404","SPAG9",-9.65304507180428,3.83875968908266e-13,1.08881818908917e-11,"-"
"405","PPP2R1A",-9.65304705399154,3.8386903593746e-13,1.08881818908917e-11,"-"
"406","TSPAN5",-11.3385198006596,3.90777188487939e-13,1.10562994191157e-11,"-"
"407","CD180",-11.6510617358743,4.02386590763033e-13,1.13567930420024e-11,"-"
"408","MIR2277",-11.4213009063248,4.11408248707284e-13,1.15829572375014e-11,"-"
"409","CDK6",-9.33557448041944,4.18672594769276e-13,1.17432936495957e-11,"-"
"410","GGA2",-11.2283837948912,4.1914776672188e-13,1.17432936495957e-11,"-"
"411","TOX2",9.49930596822806,4.23165157107815e-13,1.18270028216483e-11,"+"
"412","RGS1",-11.0978013596864,4.30799021162707e-13,1.20111367866408e-11,"-"
"413","ADAT2",9.58924644196412,4.41395732922173e-13,1.22767864021235e-11,"+"
"414","UBXN2A",-9.51478151329508,4.42524771762409e-13,1.22784590657845e-11,"-"
"415","FILIP1",-9.29719671069346,4.56560040573718e-13,1.25466631245701e-11,"-"
"416","MMP14",-9.29719671069346,4.56560040573718e-13,1.25466631245701e-11,"-"
"417","MTA1",-9.29719671069346,4.56560040573718e-13,1.25466631245701e-11,"-"
"418","TAC4",-9.29719671069346,4.56560040573718e-13,1.25466631245701e-11,"-"
"419","KIAA0930",-9.81477275172298,4.79771520788601e-13,1.31530679219538e-11,"-"
"420","EFCAB5",-11.5141608916608,4.82002579373631e-13,1.31827705458688e-11,"-"
"421","ICOS",-11.8347257651327,5.20899508786185e-13,1.4212761656596e-11,"-"
"422","FAM133B",-10.9525367695375,5.2215339395309e-13,1.42132133562539e-11,"-"
"423","MORN3",-9.56845253858306,5.27891818155909e-13,1.43016351772569e-11,"-"
"424","ACSBG1",-9.56845262484065,5.27891654656566e-13,1.43016351772569e-11,"-"
"425","PPIF",-11.4860927679286,5.36603936411792e-13,1.45034574530877e-11,"-"
"426","PPP4R2",-9.24416864567723,5.41805395808422e-13,1.45754533528134e-11,"-"
"427","MIR499A",11.1394286951423,5.41205935339422e-13,1.45754533528134e-11,"+"
"428","CCDC85C",9.21157782951244,5.48450188917781e-13,1.46172791649618e-11,"+"
"429","NME3",9.21157782951244,5.48450188917781e-13,1.46172791649618e-11,"+"
"430","VAMP2",-9.45611994272076,5.47946822760339e-13,1.46172791649618e-11,"-"
"431","TBKBP1",-9.45611994272076,5.47946822760339e-13,1.46172791649618e-11,"-"
"432","PTPN22",-11.1865562046261,5.64583928389784e-13,1.50124434847534e-11,"-"
"433","WSB2",-11.0992535885897,5.8334631543088e-13,1.54755176105185e-11,"-"
"434","TSPAN17",9.0215189489904,5.94012906536562e-13,1.57221803165564e-11,"+"
"435","HNRNPLL",-11.4416537703821,6.04676339681045e-13,1.59310025548536e-11,"-"
"436","LINC02240",-10.5802217785221,6.0355891104027e-13,1.59310025548536e-11,"-"
"437","NSD3",-9.50965989200115,6.13576185955523e-13,1.61284888971879e-11,"-"
"438","ANKLE2",9.16937773079398,6.2756151793171e-13,1.64584455627433e-11,"+"
"439","CD247",-11.4424603047166,6.76494185220612e-13,1.77013410151006e-11,"-"
"440","CPD",-9.46272645552483,6.835049904326e-13,1.78441405115893e-11,"-"
"441","CCNH",-10.8688305751048,7.08143330996136e-13,1.84287415891425e-11,"-"
"442","C22orf24",9.12112482750158,7.10710587968148e-13,1.84287415891425e-11,"+"
"443","SEPT6",-11.6676502541444,7.09692239825693e-13,1.84287415891425e-11,"-"
"444","SUV39H1",-11.2128247262963,7.27769831761714e-13,1.88285857149703e-11,"-"
"445","HIVEP2",-11.3928745969245,7.35621234857535e-13,1.89889463478843e-11,"-"
"446","LINC01117",-11.2816974841403,7.43820858057283e-13,1.91575564944036e-11,"-"
"447","LINC00298",9.39657412618412,7.67633234712085e-13,1.97266285618294e-11,"+"
"448","SHISAL2A",-9.10013384574671,8.27437801347721e-13,2.03536313638617e-11,"-"
"449","FAIM",-9.10013384574671,8.27437801347721e-13,2.03536313638617e-11,"-"
"450","VWA5B2",-9.10013384574671,8.27437801347721e-13,2.03536313638617e-11,"-"
"451","SKP1",-9.12954850563185,8.03482593012971e-13,2.03536313638617e-11,"-"
"452","HLA-DMA",-9.10479984778005,8.15205130505934e-13,2.03536313638617e-11,"-"
"453","PHACTR2",-9.10479984778005,8.15205130505934e-13,2.03536313638617e-11,"-"
"454","LIMK1",9.28395464029029,8.26180805940947e-13,2.03536313638617e-11,"+"
"455","LMTK2",-9.10013384574671,8.27437801347721e-13,2.03536313638617e-11,"-"
"456","KLF10",-9.10013384574671,8.27437801347721e-13,2.03536313638617e-11,"-"
"457","TRIM14",-9.1202968909301,8.27469822140109e-13,2.03536313638617e-11,"-"
"458","MIR3621",-9.1202968909301,8.27469822140109e-13,2.03536313638617e-11,"-"
"459","CAMK2G",-9.1202968909301,8.27469822140109e-13,2.03536313638617e-11,"-"
"460","COMTD1",-9.10479984778005,8.15205130505934e-13,2.03536313638617e-11,"-"
"461","DUSP8",-9.10013384574671,8.27437801347721e-13,2.03536313638617e-11,"-"
"462","CD81-AS1",-9.10479984778005,8.15205130505934e-13,2.03536313638617e-11,"-"
"463","ATP5MPL",-9.10479984778005,8.15205130505934e-13,2.03536313638617e-11,"-"
"464","VPS18",-9.10013384574671,8.27437801347721e-13,2.03536313638617e-11,"-"
"465","TMOD2",-9.10013384574671,8.27437801347721e-13,2.03536313638617e-11,"-"
"466","LINC01882",-9.10479984778005,8.15205130505934e-13,2.03536313638617e-11,"-"
"467","LOC101927932",-11.5391745285552,8.08628440565818e-13,2.03536313638617e-11,"-"
"468","MIR873",-10.7042901321733,8.40504051213438e-13,2.06300641801042e-11,"-"
"469","MIR7852",-11.0454061140778,8.64864452489156e-13,2.11827248736523e-11,"-"
"470","HNRNPH1",-9.40433661655005,8.66993472725995e-13,2.1189689406816e-11,"-"
"471","DPP8",-9.09268762847454,9.03902812717409e-13,2.19981601900103e-11,"-"
"472","HIRIP3",-9.09268762847454,9.03902812717409e-13,2.19981601900103e-11,"-"
"473","PRCC",9.04292818737632,9.08233519303846e-13,2.2010292059585e-11,"+"
"474","FOXP4",9.04292818737632,9.08233519303846e-13,2.2010292059585e-11,"+"
"475","HNRNPL",-9.29105737879976,9.38343315211101e-13,2.26921045512209e-11,"-"
"476","DISP3",-9.35296769152194,9.48896094128191e-13,2.28458123395109e-11,"-"
"477","YPEL5",-9.26633177341127,9.50665822084636e-13,2.28458123395109e-11,"-"
"478","RORA-AS1",-9.35296199501663,9.4894312910985e-13,2.28458123395109e-11,"-"
"479","ZC3H7A",-9.2616407299392,9.6459025970744e-13,2.31320424076396e-11,"-"
"480","TNFSF14",-9.2812860613022,9.67472019965761e-13,2.31528147778056e-11,"-"
"481","LTBP4",9.55007911527733,9.76702304965709e-13,2.33251130501894e-11,"+"
"482","FOXD1",-8.60230807424802,1.02445056552287e-12,2.44146548675544e-11,"-"
"483","SRGN",-11.9025683199713,1.03037279090776e-12,2.45049528968062e-11,"-"
"484","LSM11",8.99796275416695,1.05073037449448e-12,2.48860614676661e-11,"+"
"485","LDB1",8.99796275416695,1.05073037449448e-12,2.48860614676661e-11,"+"
"486","SATB1-AS1",-10.8179277451709,1.0726165130161e-12,2.53521520267817e-11,"-"
"487","CLSTN1",-8.99049787385214,1.17309103482516e-12,2.67578093800819e-11,"-"
"488","LMO4",-8.99049787385214,1.17309103482516e-12,2.67578093800819e-11,"-"
"489","RASSF5",-8.99049787385214,1.17309103482516e-12,2.67578093800819e-11,"-"
"490","DTL",-8.99049787385214,1.17309103482516e-12,2.67578093800819e-11,"-"
"491","NID1",-8.99049787385214,1.17309103482516e-12,2.67578093800819e-11,"-"
"492","VIPR1-AS1",-9.01501735962159,1.16072055351221e-12,2.67578093800819e-11,"-"
"493","NOP14-AS1",-12.373437706334,1.17401723057032e-12,2.67578093800819e-11,"-"
"494","MIR4798",-9.01501735962159,1.16072055351221e-12,2.67578093800819e-11,"-"
"495","MRPS18B",-8.99049787385214,1.17309103482516e-12,2.67578093800819e-11,"-"
"496","MIR3918",-10.7936950541943,1.15320340668544e-12,2.67578093800819e-11,"-"
"497","MKLN1-AS",-8.99049787385214,1.17309103482516e-12,2.67578093800819e-11,"-"
"498","CALCOCO1",-9.01501735962159,1.16072055351221e-12,2.67578093800819e-11,"-"
"499","SETDB2-PHF11",-8.99049787385214,1.17309103482516e-12,2.67578093800819e-11,"-"
"500","DOCK9",-8.99049787385214,1.17309103482516e-12,2.67578093800819e-11,"-"
"501","PYCARD-AS1",-9.29688608111634,1.16271729239697e-12,2.67578093800819e-11,"-"
"502","BORCS6",-8.99049787385214,1.17309103482516e-12,2.67578093800819e-11,"-"
"503","FZR1",-8.99049787385214,1.17309103482516e-12,2.67578093800819e-11,"-"
"504","YDJC",-9.01501735962159,1.16072055351221e-12,2.67578093800819e-11,"-"
"505","CP",-8.98948148783565,1.21824845345554e-12,2.75171047279622e-11,"-"
"506","AGPAT1",-8.98948148783565,1.21824845345554e-12,2.75171047279622e-11,"-"
"507","LZTS1",-8.98948148783565,1.21824845345554e-12,2.75171047279622e-11,"-"
"508","CDKN2A-DT",-8.98948148783565,1.21824845345554e-12,2.75171047279622e-11,"-"
"509","MIR4693",-10.7169350776,1.21930933285738e-12,2.75171047279622e-11,"-"
"510","LOC284632",-11.4970272883017,1.28853156018764e-12,2.90222784938735e-11,"-"
"511","LINC00348",-10.6208967521427,1.31689714123332e-12,2.96031261474504e-11,"-"
"512","S1PR1",-9.15160684566465,1.35458041225945e-12,3.03315111025815e-11,"-"
"513","CAMK4",-9.15160684566465,1.35458041225945e-12,3.03315111025815e-11,"-"
"514","LOC101929452",8.92631429393323,1.3735321222434e-12,3.03418528619422e-11,"+"
"515","LINC01238",8.92631429393323,1.3735321222434e-12,3.03418528619422e-11,"+"
"516","LPCAT1",9.19711931961047,1.37206375916039e-12,3.03418528619422e-11,"+"
"517","LOC102724511",8.92631429393323,1.3735321222434e-12,3.03418528619422e-11,"+"
"518","ZSCAN25",8.92631429393323,1.3735321222434e-12,3.03418528619422e-11,"+"
"519","SMARCE1",9.19709691683861,1.37219411489467e-12,3.03418528619422e-11,"+"
"520","IQCN",9.19718980844778,1.37149313621289e-12,3.03418528619422e-11,"+"
"521","KY",-10.5615442475651,1.3897459123866e-12,3.06410965366312e-11,"-"
"522","CDC6",-9.15089680404243,1.40353954975716e-12,3.08859364139091e-11,"-"
"523","DAP",-10.9298404294162,1.43844741876264e-12,3.15935860407772e-11,"-"
"524","SAE1",-8.93215535804201,1.47180227372927e-12,3.22644899204735e-11,"-"
"525","SH3BP5-AS1",-11.2041186363927,1.51312138699443e-12,3.3107095947438e-11,"-"
"526","SLC6A2",-11.0980433272305,1.54082059516281e-12,3.36490611723104e-11,"-"
"527","EMCN",-11.1270349289587,1.54688932859393e-12,3.37174909251583e-11,"-"
"528","PKN3",-10.8964000008014,1.56653321501978e-12,3.40809981835836e-11,"-"
"529","PRRC2B",-8.91593034717617,1.59505156939749e-12,3.43759050237691e-11,"-"
"530","RAD9A",-8.91593034717617,1.59505156939749e-12,3.43759050237691e-11,"-"
"531","LINC02408",-10.9977159819893,1.59366557308246e-12,3.43759050237691e-11,"-"
"532","C20orf27",-8.91593034717617,1.59505156939749e-12,3.43759050237691e-11,"-"
"533","TCEANC",-8.91593034717617,1.59505156939749e-12,3.43759050237691e-11,"-"
"534","MIR3181",-9.10474854460397,1.60222896326015e-12,3.4465925282714e-11,"-"
"535","NAPSA",-9.10007217543908,1.62548711307938e-12,3.49008793793324e-11,"-"
"536","LOC643542",-10.793984286805,1.71803558635579e-12,3.68191693665465e-11,"-"
"537","GBP5",-11.5881781873211,1.73379197760162e-12,3.70876507387519e-11,"-"
"538","IL21R-AS1",8.83733984409108,1.74841035702754e-12,3.72615765698986e-11,"+"
"539","MRPS7",8.83733984409108,1.74841035702754e-12,3.72615765698986e-11,"+"
"540","LOC100129055",-11.0736463441977,1.75557504720472e-12,3.73449825319272e-11,"-"
"541","LINC00924",10.6910243877841,1.76774580748362e-12,3.75343735500266e-11,"+"
"542","CCR1",-9.09262148887999,1.77279161292344e-12,3.75720613609807e-11,"-"
"543","CMTM7",-10.7820852136269,1.80682934449654e-12,3.82229257462832e-11,"-"
"544","MIR2276",-11.0541831910871,1.81600065911449e-12,3.83463227412649e-11,"-"
"545","E2F3",-11.4751744774767,1.8356803317487e-12,3.86907522399951e-11,"-"
"546","FAM198A",-11.0802991798353,1.85520772871882e-12,3.90307164465076e-11,"-"
"547","LINC00383",-10.3839776359532,1.86120976546129e-12,3.90854050746871e-11,"-"
"548","MIR6888",-11.2320574499746,1.93757429065424e-12,4.06148099940606e-11,"-"
"549","BICRAL",-11.0836279069764,1.98138754877501e-12,4.14575569631667e-11,"-"
"550","TRPM5",-9.1044479758336,2.03396322449793e-12,4.24031551227005e-11,"-"
"551","PAGE2B",-9.10444793280474,2.03396347807155e-12,4.24031551227005e-11,"-"
"552","AZI2",-9.09976703828323,2.06357147717892e-12,4.27103523573951e-11,"-"
"553","CCM2",-9.09976703828323,2.06357147717892e-12,4.27103523573951e-11,"-"
"554","ELOB",-9.09977326575583,2.06349775249917e-12,4.27103523573951e-11,"-"
"555","FUS",-9.09977321312015,2.06349828949451e-12,4.27103523573951e-11,"-"
"556","SRP14-AS1",-11.1425381089952,2.09713820800922e-12,4.33270262507228e-11,"-"
"557","SIPA1L2",-10.9178758574228,2.14944017702804e-12,4.43194029808029e-11,"-"
"558","GNPTAB",-11.3654592750645,2.15288820956629e-12,4.43194029808029e-11,"-"
"559","FBXO30",-11.7044083676456,2.16164730954135e-12,4.43531171407094e-11,"-"
"560","IGF2R",-11.0220229819585,2.1661094033201e-12,4.43531171407094e-11,"-"
"561","LOC105370489",-11.019927663096,2.16315300671149e-12,4.43531171407094e-11,"-"
"562","TACC1",-9.01501748108591,2.25619340281782e-12,4.61154690714739e-11,"-"
"563","MIR3679",8.75219655132639,2.2949577736269e-12,4.64122886367116e-11,"+"
"564","VDAC1",8.75219655132639,2.2949577736269e-12,4.64122886367116e-11,"+"
"565","HIST1H2AE",-8.99043152750986,2.27870672841864e-12,4.64122886367116e-11,"-"
"566","LOC102031319",8.75219655132639,2.2949577736269e-12,4.64122886367116e-11,"+"
"567","ADNP2",8.75219655132639,2.2949577736269e-12,4.64122886367116e-11,"+"
"568","BCL2L13",8.75219655132639,2.2949577736269e-12,4.64122886367116e-11,"+"
"569","NCOA1",-10.7235683860021,2.3326572262381e-12,4.70917988713481e-11,"-"
"570","ISPD-AS1",-10.6961512329618,2.42134975278897e-12,4.87965694917314e-11,"-"
"571","APOA1",-10.7930517692287,2.47204814573639e-12,4.94711098433343e-11,"-"
"572","BCDIN3D",-8.78247009710324,2.47047322720258e-12,4.94711098433343e-11,"-"
"573","SERF2-C15ORF63",-8.78247009710324,2.47047322720258e-12,4.94711098433343e-11,"-"
"574","SOST",-8.78247009710324,2.47047322720258e-12,4.94711098433343e-11,"-"
"575","MIR4309",9.01987481437652,2.5064657242169e-12,5.00726465636167e-11,"+"
"576","IRF2",8.99768757078779,2.5973586224585e-12,5.17983654447582e-11,"+"
"577","ATXN3",-8.75266366607467,2.72491361429563e-12,5.42479769279271e-11,"-"
"578","PUSL1",8.71572429649983,2.74223869087452e-12,5.44043106080752e-11,"+"
"579","ETV2",8.71572429649983,2.74223869087452e-12,5.44043106080752e-11,"+"
"580","DFFA",-10.8223537481753,2.89269320946215e-12,5.63192659272740e-11,"-"
"581","USP24",-8.99011699659129,2.88955245345302e-12,5.63192659272740e-11,"-"
"582","RPL35",-8.99009958909768,2.88976428937048e-12,5.63192659272740e-11,"-"
"583","FRMD8",-8.99010608113482,2.88968853403193e-12,5.63192659272740e-11,"-"
"584","IVD",-8.99011699659129,2.88955245345302e-12,5.63192659272740e-11,"-"
"585","MGRN1",-8.99011699659129,2.88955245345302e-12,5.63192659272740e-11,"-"
"586","PTPN2",-11.0647674170457,2.85685171391676e-12,5.63192659272740e-11,"-"
"587","MAP2K2",-9.01471826489726,2.8578507673029e-12,5.63192659272740e-11,"-"
"588","C19orf84",-8.99010608113482,2.88968853403193e-12,5.63192659272740e-11,"-"
"589","RBX1",-8.99010608113482,2.88968853403193e-12,5.63192659272740e-11,"-"
"590","SNORD61",-8.99010608113482,2.88968853403193e-12,5.63192659272740e-11,"-"
"591","CTAGE1",-11.1102026502514,2.93682458083198e-12,5.70817325888612e-11,"-"
"592","GSDMA",-8.98913166711419,2.99565664084767e-12,5.81268713402318e-11,"-"
"593","R3HCC1L",8.68778381203939,3.00857507324208e-12,5.82790925233252e-11,"+"
"594","ITPR1",-10.7425243128245,3.02394461666248e-12,5.84782017030335e-11,"-"
"595","HEXIM2",-8.91380649665244,3.08599720610093e-12,5.95778990024897e-11,"-"
"596","AKTIP",-11.7730419161312,3.17419425408852e-12,6.11778010011994e-11,"-"
"597","CCDC28B",-8.65140074022851,3.57239660415406e-12,6.3619190266851e-11,"-"
"598","PLK3",-8.65140074022851,3.57239660415406e-12,6.3619190266851e-11,"-"
"599","NBPF15",-8.65261802139291,3.55797724536192e-12,6.3619190266851e-11,"-"
"600","HIST2H3D",-8.65140074022851,3.57239660415406e-12,6.3619190266851e-11,"-"
"601","BTG2",-8.65140074022851,3.57239660415406e-12,6.3619190266851e-11,"-"
"602","PCNX2",-8.65140074022851,3.57239660415406e-12,6.3619190266851e-11,"-"
"603","MCFD2",-8.65140074022851,3.57239660415406e-12,6.3619190266851e-11,"-"
"604","NBEAL2",-8.65261802139291,3.55797724536192e-12,6.3619190266851e-11,"-"
"605","CSPG5",-8.65140074022851,3.57239660415406e-12,6.3619190266851e-11,"-"
"606","PLXNB1",8.63212134645335,3.49446728960789e-12,6.3619190266851e-11,"+"
"607","TIGIT",-9.07735093248361,3.57778331264784e-12,6.3619190266851e-11,"-"
"608","ZBTB20-AS3",-8.65261802139291,3.55797724536192e-12,6.3619190266851e-11,"-"
"609","POGLUT1",-8.65140074022851,3.57239660415406e-12,6.3619190266851e-11,"-"
"610","LRBA",-8.65140074022851,3.57239660415406e-12,6.3619190266851e-11,"-"
"611","EXOC3",-8.65261802139291,3.55797724536192e-12,6.3619190266851e-11,"-"
"612","ICE1",-8.65140074022851,3.57239660415406e-12,6.3619190266851e-11,"-"
"613","MIER3",-8.65140074022851,3.57239660415406e-12,6.3619190266851e-11,"-"
"614","BOD1",-8.65261802139291,3.55797724536192e-12,6.3619190266851e-11,"-"
"615","IRF4",8.63212134645335,3.49446728960789e-12,6.3619190266851e-11,"+"
"616","TMEM14C",-8.65140074022851,3.57239660415406e-12,6.3619190266851e-11,"-"
"617","OSTM1",-8.65261802139291,3.55797724536192e-12,6.3619190266851e-11,"-"
"618","AIRN",-8.65261802139291,3.55797724536192e-12,6.3619190266851e-11,"-"
"619","GS1-124K5.11",-8.65140074022851,3.57239660415406e-12,6.3619190266851e-11,"-"
"620","RABGEF1",-8.65140074022851,3.57239660415406e-12,6.3619190266851e-11,"-"
"621","TMEM243",-8.65140074022851,3.57239660415406e-12,6.3619190266851e-11,"-"
"622","ZNF394",-8.65140074022851,3.57239660415406e-12,6.3619190266851e-11,"-"
"623","PODXL",-8.65261802139291,3.55797724536192e-12,6.3619190266851e-11,"-"
"624","FAM78A",-8.65261802139291,3.55797724536192e-12,6.3619190266851e-11,"-"
"625","VPS26A",-8.65261802139291,3.55797724536192e-12,6.3619190266851e-11,"-"
"626","P4HA1",-8.65261802139291,3.55797724536192e-12,6.3619190266851e-11,"-"
"627","DCLRE1A",-8.65261802139291,3.55797724536192e-12,6.3619190266851e-11,"-"
"628","PSMD13",-8.65140074022851,3.57239660415406e-12,6.3619190266851e-11,"-"
"629","PPP1R14B",-8.65140074022851,3.57239660415406e-12,6.3619190266851e-11,"-"
"630","RELT",-8.65261802139291,3.55797724536192e-12,6.3619190266851e-11,"-"
"631","ITGB7",8.63212134645335,3.49446728960789e-12,6.3619190266851e-11,"+"
"632","LINC00297",-8.65261802139291,3.55797724536192e-12,6.3619190266851e-11,"-"
