"","Gene","log2FC","P.value","adj.P.value","sgnlFC"
"317","CYFIP2",-10.4370389734874,8.57501956612126e-11,6.06163087709192e-10,"-"
"318","SLC22A23",-10.4370389734874,8.57501956612126e-11,6.06163087709192e-10,"-"
"319","TMEM170B",-10.4370389734874,8.57501956612126e-11,6.06163087709192e-10,"-"
"320","LINC01372",-10.4370389734874,8.57501956612126e-11,6.06163087709192e-10,"-"
"321","PTPRD-AS2",-10.4370389734874,8.57501956612126e-11,6.06163087709192e-10,"-"
"322","NTS",-10.4370389734874,8.57501956612126e-11,6.06163087709192e-10,"-"
"323","MGAT5B",10.4439069378685,8.57602616426059e-11,6.06163087709192e-10,"+"
"324","ZNF644",-10.4578036922373,8.8211086438187e-11,6.19648954887326e-10,"-"
"325","RRM2B",-10.4578036922373,8.8211086438187e-11,6.19648954887326e-10,"-"
"326","STAB1",-10.4283925887908,9.24298067828245e-11,6.42762019989566e-10,"-"
"327","MYH15",-10.4179728261596,9.34721816191573e-11,6.42762019989566e-10,"-"
"328","PIGX",-10.4283925887908,9.24298067828245e-11,6.42762019989566e-10,"-"
"329","LSMEM1",-10.4249393656478,9.33095899725215e-11,6.42762019989566e-10,"-"
"330","MTMR2",-10.4283925887908,9.24298067828245e-11,6.42762019989566e-10,"-"
"331","ARL6IP1",-10.4179728261596,9.34721816191573e-11,6.42762019989566e-10,"-"
"332","SLC39A11",-10.4179728261596,9.34721816191573e-11,6.42762019989566e-10,"-"
"333","OSR1",10.3692176662207,9.98442212590087e-11,6.65449073119385e-10,"+"
"334","CAPN13",-10.361810175768,1.01143595432513e-10,6.65449073119385e-10,"-"
"335","POU1F1",-10.361810175768,1.01143595432513e-10,6.65449073119385e-10,"-"
"336","CD96",10.3692176662207,9.98442212590087e-11,6.65449073119385e-10,"+"
"337","GALNT7",-10.361810175768,1.01143595432513e-10,6.65449073119385e-10,"-"
"338","LOC101928858",10.3638573131131,1.01071141918492e-10,6.65449073119385e-10,"+"
"339","VTRNA2-1",-10.361810175768,1.01143595432513e-10,6.65449073119385e-10,"-"
"340","NRSN1",-10.361810175768,1.01143595432513e-10,6.65449073119385e-10,"-"
"341","LOC101929709",-10.361810175768,1.01143595432513e-10,6.65449073119385e-10,"-"
"342","NELL1",-10.361810175768,1.01143595432513e-10,6.65449073119385e-10,"-"
"343","SLC7A8",10.3692176662207,9.98442212590087e-11,6.65449073119385e-10,"+"
"344","RAP1GAP2",-12.8670994462151,9.95520051457042e-11,6.65449073119385e-10,"-"
"345","CBLN4",10.3638573131131,1.01071141918492e-10,6.65449073119385e-10,"+"
"346","CYYR1",-10.3872420024935,9.81043957400375e-11,6.65449073119385e-10,"-"
"347","USP18",10.3692176662207,9.98442212590087e-11,6.65449073119385e-10,"+"
"348","MPHOSPH10",-10.3578422122132,1.02908737630733e-10,6.65554243657121e-10,"-"
"349","EIF1B",-10.3578422122132,1.02908737630733e-10,6.65554243657121e-10,"-"
"350","HSF2",-10.3578422122132,1.02908737630733e-10,6.65554243657121e-10,"-"
"351","MIR548F4",-10.3578422122132,1.02908737630733e-10,6.65554243657121e-10,"-"
"352","LOC100506302",-10.3578422122132,1.02908737630733e-10,6.65554243657121e-10,"-"
"353","PCAT14",-10.3578422122132,1.02908737630733e-10,6.65554243657121e-10,"-"
"354","GPAT3",-10.3556740800184,1.05324295365039e-10,6.79252447227073e-10,"-"
"355","MIR5702",10.3113277933967,1.10765735519862e-10,6.94720258768803e-10,"+"
"356","VCAN",10.3113277933967,1.10765735519862e-10,6.94720258768803e-10,"+"
"357","LOC101927969",10.3113277933967,1.10765735519862e-10,6.94720258768803e-10,"+"
"358","SEMA4G",10.3113277933967,1.10765735519862e-10,6.94720258768803e-10,"+"
"359","INSC",10.3113277933967,1.10765735519862e-10,6.94720258768803e-10,"+"
"360","RCE1",10.3113277933967,1.10765735519862e-10,6.94720258768803e-10,"+"
"361","NDUFAB1",10.3113277933967,1.10765735519862e-10,6.94720258768803e-10,"+"
"362","TRPV1",10.3113277933967,1.10765735519862e-10,6.94720258768803e-10,"+"
"363","HAR1A",10.3253741676225,1.10464553945461e-10,6.94720258768803e-10,"+"
"364","DIAPH2-AS1",10.3113277933967,1.10765735519862e-10,6.94720258768803e-10,"+"
"365","BRPF1",10.3024640420451,1.12764667883691e-10,7.01476122012169e-10,"+"
"366","TBX2",10.3024640420451,1.12764667883691e-10,7.01476122012169e-10,"+"
"367","LINC00470",10.3024640420451,1.12764667883691e-10,7.01476122012169e-10,"+"
"368","MIATNB",-13.5211786912968,1.13446602492412e-10,7.03800525788524e-10,"-"
"369","PRKCB",13.5107248210921,1.19329675654021e-10,7.38291733111462e-10,"+"
"370","NRG1",10.2738221675638,1.20560480674335e-10,7.43890749674343e-10,"+"
"371","ANTXR2",10.2530191248297,1.24750138121478e-10,7.63551113488832e-10,"+"
"372","GIMD1",10.2530191248297,1.24750138121478e-10,7.63551113488832e-10,"+"
"373","ZNF836",10.2530191248297,1.24750138121478e-10,7.63551113488832e-10,"+"
"374","NKIRAS1",10.2525941912603,1.27368333361328e-10,7.75418413503763e-10,"+"
"375","SPIN4",10.2525941912603,1.27368333361328e-10,7.75418413503763e-10,"+"
"376","GOLPH3L",10.2228859714387,1.32916312493951e-10,8.049017013891e-10,"+"
"377","FAM71C",10.2228859714387,1.32916312493951e-10,8.049017013891e-10,"+"
"378","BEND3",-10.1984259223733,1.41756450636667e-10,8.53904951988156e-10,"-"
"379","LOC100506725",-10.1984259223733,1.41756450636667e-10,8.53904951988156e-10,"-"
"380","DOK7",10.1952651046972,1.43163563896866e-10,8.60111622043542e-10,"+"
"381","SIK3",-10.1924481123512,1.46286812516263e-10,8.76569010432098e-10,"-"
"382","IRX3",-10.1913833381136,1.47819813183637e-10,8.83436213346189e-10,"-"
"383","ATP6AP1L",10.2238044658835,1.49731668661404e-10,8.92525847399439e-10,"+"
"384","MIR6735",10.1639046700277,1.52804621990518e-10,9.08471229177999e-10,"+"
"385","TMEM132D-AS1",-10.1588248897654,1.54345703609119e-10,9.12878863574141e-10,"-"
"386","FTSJ1",-10.1588248897654,1.54345703609119e-10,9.12878863574141e-10,"-"
"387","TMEM200B",-14.3991604073079,1.61185238401583e-10,9.50867956772131e-10,"-"
"388","DMWD",-13.6838754368108,1.62541151947867e-10,9.56395489425208e-10,"-"
"389","WISP2",-10.175446193413,1.75554170399243e-10,1.03030892293437e-09,"-"
"390","SYNC",-13.4748356314826,1.79491221505852e-10,1.05071399666118e-09,"-"
"391","LOC100505622",-10.067077124422,1.86529551101279e-10,1.08912267305427e-09,"-"
"392","SQOR",11.3781697148754,1.90304042958431e-10,1.10832686243392e-09,"+"
"393","LINC01222",-13.4236855651029,1.94377942920712e-10,1.11779557604027e-09,"-"
"394","RAB11FIP4",10.0334323325851,1.94342348471225e-10,1.11779557604027e-09,"+"
"395","NOL4",10.0334323325851,1.94342348471225e-10,1.11779557604027e-09,"+"
"396","EPB41L1",10.0334323325851,1.94342348471225e-10,1.11779557604027e-09,"+"
"397","LINC01734",10.0334323325851,1.94342348471225e-10,1.11779557604027e-09,"+"
"398","KLHDC7A",10.0266530882248,1.97172168578857e-10,1.13101522830535e-09,"+"
"399","ZNF804A",9.97850644532017,2.19524989066891e-10,1.25607907278123e-09,"+"
"400","MIR3943",9.9962648959808,2.29341762680903e-10,1.30719096450203e-09,"+"
"401","PDIA4",9.99343973104483,2.29602968359753e-10,1.30719096450203e-09,"+"
"402","TSPAN14",-13.247648618676,2.37431793438803e-10,1.34839996124574e-09,"-"
"403","HOMER1",-9.93131800163138,2.45872093456106e-10,1.39286845995109e-09,"-"
"404","MIR548AI",-9.94053640601106,2.55698921797378e-10,1.44495207540449e-09,"-"
"405","PIK3R5",-12.5028343966985,2.69909552151279e-10,1.52149014212684e-09,"-"
"406","LINC00565",-12.0198850690619,2.79727144990373e-10,1.56908371501971e-09,"-"
"407","LOC284933",-9.86402410937763,2.79187146079962e-10,1.56908371501971e-09,"-"
"408","FGGY",-9.84789003840862,3.22472518578037e-10,1.80442343116093e-09,"-"
"409","SPIRE2",14.6279632543433,3.23916023130342e-10,1.80806914622633e-09,"+"
"410","LOC100506675",11.6808610937152,3.35481568214892e-10,1.8680595615478e-09,"+"
"411","KLRC1",12.9050935446941,3.68485915701488e-10,2.04684512298418e-09,"+"
"412","CREBBP",12.7022801494406,3.77518351950417e-10,2.09192814927865e-09,"+"
"413","PAPOLG",-12.3737947791496,3.81069548147798e-10,2.10140526188749e-09,"-"
"414","AXIN1",-12.2850310888321,3.8029950196472e-10,2.10140526188749e-09,"-"
"415","EPB41L5",-12.3480123868393,4.12839993189303e-10,2.27111736012332e-09,"-"
"416","ASAP1-IT2",-13.2829013179844,4.58315311819149e-10,2.51522561750749e-09,"-"
"417","TRABD2A",-13.111852859266,4.72499115509822e-10,2.58684767556097e-09,"-"
"418","LRRC37B",13.6724599865459,5.133605777971e-10,2.80383301222675e-09,"+"
"419","SLC38A10",12.4123266781086,5.33095992883938e-10,2.89775750417626e-09,"+"
"420","TTR",12.2010602865118,5.32725315494298e-10,2.89775750417626e-09,"+"
"421","EEF1A1",-13.2295917122335,5.42682743548148e-10,2.94286152855207e-09,"-"
"422","ATP9A",13.4697121295384,5.99284919052147e-10,3.24210300994325e-09,"+"
"423","UBALD2",13.3837540189498,6.51689017839833e-10,3.51727193316392e-09,"+"
"424","GRB7",-12.2886436147882,6.98188258835499e-10,3.75934857292793e-09,"-"
"425","LOC102724265",-12.8070671858516,8.02853535832791e-10,4.31274028777944e-09,"-"
"426","HKDC1",-13.2383321593731,8.19257849690637e-10,4.39052974376461e-09,"-"
"427","RCVRN",12.473234301916,8.36142939408998e-10,4.47052536456848e-09,"+"
"428","DLEU2",-12.9324637253278,8.67895870461732e-10,4.62945390715919e-09,"-"
"429","KPNA2",-13.1841112138981,8.73144539281445e-10,4.64659436638587e-09,"-"
"430","MIR4761",-13.3209865831618,9.51080764577193e-10,5.04957531518542e-09,"-"
"431","NR5A2",-13.1654139222087,9.56512140815803e-10,5.06662927490134e-09,"-"
"432","LOC101928847",-12.1248477051981,1.09013936154129e-09,5.76108370925638e-09,"-"
"433","WFS1",11.6728265343946,1.13719392962558e-09,5.99587469130529e-09,"+"
"434","MIR6516",-12.6275615228907,1.22907032563407e-09,6.46536302631934e-09,"-"
"435","KIR3DX1",-12.9245880882213,1.35151782405436e-09,7.09313837314048e-09,"-"
"436","CASC11",-11.8607866738625,1.38377515479454e-09,7.24577678531180e-09,"-"
"437","NDUFA12",-12.8169802468434,1.40104877229243e-09,7.31943786531722e-09,"-"
"438","FBXW11",-12.1215189289206,1.50769724905678e-09,7.8586137433713e-09,"-"
"439","CHST2",11.9822406151729,1.55930585244114e-09,8.10910082260393e-09,"+"
"440","KATNB1",-12.844272417854,1.76681502938114e-09,9.16736070926621e-09,"-"
"441","HELZ",-11.9537366848869,1.95698264260772e-09,1.01310461974454e-08,"-"
"442","CRTC1",-12.1168018596724,1.99284771194574e-09,1.02933740415659e-08,"-"
"443","FGD3",-12.1771676672145,2.08033073057645e-09,1.07209820720227e-08,"-"
"444","MIR4296",11.3902559021014,2.15645094941298e-09,1.10882376520492e-08,"+"
"445","CNBP",-12.3174942664626,2.23139257700543e-09,1.14477960748391e-08,"-"
"446","CHMP6",-12.1420215969615,2.30720056028104e-09,1.18101768590171e-08,"-"
"447","CHD5",-11.4370689707309,2.32558817562969e-09,1.18776684674778e-08,"-"
"448","SH2D1A",12.0450789650183,2.3992552796537e-09,1.2226562061271e-08,"+"
"449","GRIK3",11.4476114193633,2.40904622099917e-09,1.22491147495347e-08,"+"
"450","RXFP2",11.3902557600393,2.47316394002238e-09,1.24916665377679e-08,"+"
"451","LOC102723692",-12.3421187010982,2.46542006169813e-09,1.24916665377679e-08,"-"
"452","TCF25",-12.5687781867898,2.46868933917857e-09,1.24916665377679e-08,"-"
"453","CRAMP1",-12.4722538414928,2.54593093736956e-09,1.28308175055512e-08,"-"
"454","SYNE2",-12.2668548051648,2.6300981185453e-09,1.32258017723324e-08,"-"
"455","CTSW",-12.0667282762,2.72729004011822e-09,1.36844025529448e-08,"-"
"456","RND3",11.571304175867,2.79172278554306e-09,1.39749577251e-08,"+"
"457","PSD2",-11.1482720495865,2.7974400702456e-09,1.39749577251e-08,"-"
"458","LRRFIP1",12.4534841238878,2.82956780868702e-09,1.40815329879156e-08,"+"
"459","PRR5L",12.0891586068185,2.83110978600668e-09,1.40815329879156e-08,"+"
"460","ASCL2",-12.5689660452027,2.91139368960699e-09,1.44493734638538e-08,"-"
"461","NCS1",12.8429332913195,3.04592401396702e-09,1.50842614401013e-08,"+"
"462","SLC25A42",11.6812372928544,3.10803778983345e-09,1.53585503770341e-08,"+"
"463","MIR21",12.4057620065574,3.16328752272279e-09,1.55978086703588e-08,"+"
"464","ELK3",-12.4933628825066,3.23673439025129e-09,1.59255702865166e-08,"-"
"465","TPD52",-12.0670826688958,3.44503119921258e-09,1.69139918877469e-08,"-"
"466","SP4",-12.2129309534096,3.46943089628953e-09,1.69716426198698e-08,"-"
"467","SKAP1",12.2381109096545,3.47907522825189e-09,1.69716426198698e-08,"+"
"468","SSC5D",-11.9837890064762,3.47696343476343e-09,1.69716426198698e-08,"-"
"469","EGR3",-12.7414333526346,3.52996050765332e-09,1.71831553069777e-08,"-"
"470","OGT",-11.9541285251211,3.54019125321021e-09,1.71962907044232e-08,"-"
"471","KCNJ1",12.6784472659362,3.55212204715235e-09,1.72176106871525e-08,"+"
"472","ADCY7",-11.6064159994533,3.83910106662619e-09,1.8569211303194e-08,"-"
"473","ZG16B",12.794942852087,3.87573367417452e-09,1.87067652814808e-08,"+"
"474","C1orf159",12.19363631791,3.90546927489731e-09,1.88105197354231e-08,"+"
"475","NCEH1",12.9186974726779,3.93020034903991e-09,1.88897839933855e-08,"+"
"476","GNAZ",11.853105064196,3.95370122020233e-09,1.89628148859704e-08,"+"
"477","TFDP2",-12.0735049828914,4.09619784904266e-09,1.96050727240344e-08,"-"
"478","SASH3",-12.1590718402808,4.2000146873404e-09,2.00599027849333e-08,"-"
"479","CCND1",-11.8656736666432,4.49584219344148e-09,2.14279910806407e-08,"-"
"480","WBP4",-11.6947927385335,4.67719954757066e-09,2.22459303481329e-08,"-"
"481","CLIP4",10.9007439402971,4.72304638335565e-09,2.23739677411889e-08,"+"
"482","RNA28SN5",11.9153883197505,4.72371986476261e-09,2.23739677411889e-08,"+"
"483","INPP5A",-11.9930785621699,4.74816881059313e-09,2.24432078562818e-08,"-"
"484","MIR6088",12.7320620648603,4.91463104454487e-09,2.31820303196197e-08,"+"
"485","LOC105372068",11.3372083434207,4.96519806422363e-09,2.33722622280878e-08,"+"
"486","POU2F2",-11.8132355430184,5.06011052245516e-09,2.37700253554838e-08,"-"
"487","TSPAN3",-11.6276302621605,5.08207193351462e-09,2.38241688382215e-08,"-"
"488","AUTS2",-11.8822622971477,5.20724432133774e-09,2.4360940134455e-08,"-"
"489","LOC101928696",-12.0944391844824,5.25059130857197e-09,2.45134968455415e-08,"-"
"490","FBXO22",-11.9645074719213,5.28597284497106e-09,2.46283183776917e-08,"-"
"491","SSTR1",-11.9825402649899,5.40917210061815e-09,2.5150997771306e-08,"-"
"492","TMEM181",12.0143281988437,5.49250798641334e-09,2.54865766930522e-08,"+"
"493","RBM39",-12.2734245353979,5.65009426027104e-09,2.61646352864072e-08,"-"
"494","ZNF600",-12.6435153723518,5.93634786211539e-09,2.74345792898976e-08,"-"
"495","KIF13B",-11.8844774023848,6.06981274487289e-09,2.79947121142319e-08,"-"
"496","FAM99A",11.8308226333943,6.5381872558848e-09,3.0094115937873e-08,"+"
"497","LINC01364",-11.7541918766417,6.66745959117558e-09,3.06273848021204e-08,"-"
"498","EIF2AK3",-12.3220140201965,6.77960906469072e-09,3.10800150495761e-08,"-"
"499","CLDN14",11.2609275678904,6.92785847177087e-09,3.16959937696451e-08,"+"
"500","ZNF414",-11.16357127457,7.18489519664664e-09,3.28062314678886e-08,"-"
"501","SMOC2",-11.1953563385623,7.28358472699357e-09,3.31305628530699e-08,"-"
"502","DNAJB6",-11.3006696340496,7.2849507456159e-09,3.31305628530699e-08,"-"
"503","LINC00636",-12.0495120626245,7.37740545272071e-09,3.3484327333124e-08,"-"
"504","LINC01537",11.8230494089059,7.49476042645718e-09,3.39494802650828e-08,"+"
"505","ILKAP",-12.9776809470959,7.75451685501247e-09,3.49872766403033e-08,"-"
"506","PPM1L",-11.7581455767432,7.75125117455638e-09,3.49872766403033e-08,"-"
"507","RORA",-11.1238625081715,8.10396739304772e-09,3.64918295036054e-08,"-"
"508","HSPG2",11.1207530586954,8.39308862110367e-09,3.77193333109836e-08,"+"
"509","LINC01356",12.2735548354712,8.49916875726489e-09,3.81210260762981e-08,"+"
"510","INE2",-12.2985667884091,8.60542006920459e-09,3.85219098392041e-08,"-"
"511","SGSM1",-10.7850630183275,8.79827739965208e-09,3.93081551925748e-08,"-"
"512","PCGEM1",10.7590550633256,8.84272461117493e-09,3.9429570873657e-08,"+"
"513","SYNE1-AS1",-11.4410561329266,8.89123868542848e-09,3.95686119275502e-08,"-"
"514","CYB561",-11.6995627697804,9.03689961146949e-09,4.01386027489978e-08,"-"
"515","LINC00951",-11.4338685219709,9.29931472313701e-09,4.12239524522754e-08,"-"
"516","LINC01654",-10.864016185993,9.35424630985415e-09,4.13871014058082e-08,"-"
"517","PGPEP1L",11.989025710267,9.61524093921778e-09,4.24595649211493e-08,"+"
"518","CYBC1",-11.4845591982192,9.68016977660064e-09,4.26637598455198e-08,"-"
"519","SMURF2",11.1537915697204,9.85599075054146e-09,4.33549650934223e-08,"+"
"520","BICD2",11.5408573344249,1.01984044591015e-08,4.47749180387092e-08,"+"
"521","PTGER2",-11.7706751356639,1.03984706367009e-08,4.55656592391326e-08,"-"
"522","NSG1",11.1869575620833,1.06847493231836e-08,4.67304266376017e-08,"+"
"523","GALK1",12.2567909178565,1.09099049540163e-08,4.76239254493675e-08,"+"
"524","ZNF618",-12.0343985462371,1.09388117166322e-08,4.76589831089148e-08,"-"
"525","DLGAP3",11.4523153120539,1.09612004821067e-08,4.76655632393328e-08,"+"
"526","CRACR2A",-11.618953145943,1.10511335374424e-08,4.79652811140323e-08,"-"
"527","LINC01963",-11.425435079164,1.11774843781822e-08,4.84216258736055e-08,"-"
"528","MIR6787",-12.2324913673667,1.12575665985042e-08,4.86761828492142e-08,"-"
"529","KEAP1",-12.135484512486,1.12817044348562e-08,4.86883387991996e-08,"-"
"530","ADGRG5",-11.1524720034302,1.15490808227889e-08,4.97482104121267e-08,"-"
"531","MIR95",11.5870911845448,1.15772895520828e-08,4.97758042324011e-08,"+"
"532","CRBN",-11.1045047929004,1.19081387228705e-08,5.11020313990851e-08,"-"
"533","CD38",-11.4421902949163,1.20408141418489e-08,5.14778627075673e-08,"-"
"534","AIRN",11.5617082740084,1.20372904487296e-08,5.14778627075673e-08,"+"
"535","JCAD",11.4031362757187,1.2155890992891e-08,5.18727086668602e-08,"+"
"536","KCNH2",-11.7074154737699,1.24959527047498e-08,5.32243657181787e-08,"-"
"537","WARS",11.7170859832336,1.26917677333508e-08,5.39577387993293e-08,"+"
"538","MICB",-12.2979995867109,1.27431562056684e-08,5.40755123002619e-08,"-"
"539","BAZ1A",-11.8433011309932,1.28593529197234e-08,5.44673519772329e-08,"-"
"540","GALNT2",-11.4812093718624,1.32221074078649e-08,5.59001318743622e-08,"-"
"541","BAIAP2L2",-10.5923077573572,1.32568353595857e-08,5.59433551311167e-08,"-"
"542","MIR3922",-11.2448645495724,1.35073645479694e-08,5.68954119243802e-08,"-"
"543","PLEKHG3",-11.9297628396195,1.36225262157242e-08,5.72748201666635e-08,"-"
"544","MIR4266",-11.1953685252548,1.37739614130768e-08,5.78050623273057e-08,"-"
"545","C1orf105",-11.8471320118377,1.42674294163997e-08,5.97661309314506e-08,"-"
"546","OR4E2",11.6431681744754,1.45035012517952e-08,6.064376072866e-08,"+"
"547","NNMT",-11.8244717518986,1.49801081835589e-08,6.2522096861179e-08,"-"
"548","GAD1",11.4513048404412,1.54380262565219e-08,6.43157188752544e-08,"+"
"549","BFSP1",-12.3357319896442,1.58292542607453e-08,6.58254781006949e-08,"-"
"550","LMBR1",-11.8568213498128,1.58746488940672e-08,6.58942244093736e-08,"-"
"551","BDH1",11.7460118034658,1.59251771850959e-08,6.59839918576661e-08,"+"
"552","CRIM1",-11.8050516469309,1.60293606549708e-08,6.60663144351656e-08,"-"
"553","SYNGR3",11.6585553648777,1.60318607959184e-08,6.60663144351656e-08,"+"
"554","CISD3",-11.195370624053,1.60228823995821e-08,6.60663144351656e-08,"-"
"555","SOWAHD",-12.3054159143273,1.61967064815681e-08,6.66253709863423e-08,"-"
"556","TLX3",-11.0659050681443,1.63189307846645e-08,6.70074082399082e-08,"-"
"557","GPX3",-11.4111590318004,1.74002221833198e-08,7.13190435269644e-08,"-"
"558","SHANK1",11.9237842074385,1.74809593507024e-08,7.15215594940029e-08,"+"
"559","HLA-F",-11.3401965608263,1.80503862879777e-08,7.36386271512904e-08,"-"
"560","SRRM3",11.6800768689796,1.80629133616832e-08,7.36386271512904e-08,"+"
"561","UBE2R2",-11.2056763295796,1.83997292326708e-08,7.48780424923126e-08,"-"
"562","LOC100129917",-11.3367361640571,1.9386429600134e-08,7.87530583222525e-08,"-"
"563","DEGS2",11.01103283777,1.94919684252902e-08,7.90411437210259e-08,"+"
"564","NAPA-AS1",-11.3483225153734,1.97688630962149e-08,8.00218341288272e-08,"-"
"565","TCF20",-10.8475290193738,1.98360806789231e-08,8.01518091858079e-08,"-"
"566","TSPAN17",11.8457801633844,2.0024396154364e-08,8.07697816615069e-08,"+"
"567","MIR7855",12.1053732256428,2.01675185069266e-08,8.12036062633394e-08,"+"
"568","DUSP6",12.1430452254915,2.04909955666101e-08,8.23608149270615e-08,"+"
"569","AZIN2",-12.4088661291807,2.07276708525558e-08,8.3165681118427e-08,"-"
"570","MED27",11.9073026298412,2.11499473856469e-08,8.47111050551435e-08,"+"
"571","MIR548XHG",-10.8520403801108,2.1249051749407e-08,8.49589932467535e-08,"-"
"572","MRGPRG-AS1",11.334702285067,2.13773675362392e-08,8.53226050441154e-08,"+"
"573","CLBA1",-11.1157697574133,2.17094586644812e-08,8.64968483961789e-08,"-"
"574","CACNB4",11.2200248098887,2.37989105798373e-08,9.46566426023842e-08,"+"
"575","GNA11",11.5516646404088,2.40427342271188e-08,9.54601082443692e-08,"+"
"576","CLLU1OS",11.4513223039177,2.42182082892492e-08,9.59898776464513e-08,"+"
"577","CSF3R",-11.0575372032959,2.46026709345002e-08,9.73447101273205e-08,"-"
"578","PARN",-11.6453106824384,2.47935250738327e-08,9.79301345044292e-08,"-"
"579","RAI1",11.2171957274257,2.50231887343891e-08,9.86665628335238e-08,"+"
"580","TTBK1",11.0317464827039,2.55711821665456e-08,1.00653463596937e-07,"+"
"581","SNRK",-11.0306133258931,2.56359239616184e-08,1.00734620317341e-07,"-"
"582","MIR4312",-11.2592148713043,2.61973900771439e-08,1.02763988910858e-07,"-"
"583","TFEB",-11.7586155438483,2.62725620558124e-08,1.02882091206552e-07,"-"
"584","DLG5",-11.9097613283837,2.7288477451647e-08,1.06677387024161e-07,"-"
"585","MIR3621",-11.2059424580034,2.75349417070264e-08,1.07456875072036e-07,"-"
"586","IRF4",11.6715256807033,2.81321286868283e-08,1.09600084969333e-07,"+"
"587","PLCH2",11.1649546596738,2.83766049824521e-08,1.103642064309e-07,"+"
"588","PTCD2",-11.2874085690403,2.89416190362175e-08,1.12370265747763e-07,"-"
"589","MFAP2",10.9631310716691,2.94595965195812e-08,1.13993659074922e-07,"+"
"590","UPK3A",-11.3751640520867,2.94552350263216e-08,1.13993659074922e-07,"-"
"591","CDH2",10.8294367839391,2.97824791788761e-08,1.14853716157727e-07,"+"
"592","MIR5583-1",11.0660122866903,2.97426081045815e-08,1.14853716157727e-07,"+"
"593","ZBED4",12.5615525496796,3.11493288720741e-08,1.19922289738525e-07,"+"
"594","MIR4637",11.5898175458452,3.12249350036071e-08,1.20010987564369e-07,"+"
"595","PTPN18",10.9614121006386,3.13518475959489e-08,1.20296248842944e-07,"+"
"596","CMTR1",-11.4122379389508,3.1557971382861e-08,1.2088397427361e-07,"-"
"597","SATB2-AS1",-11.1053315632528,3.19171422335872e-08,1.22055001204823e-07,"-"
"598","EGR1",-11.4865921668484,3.2051852191252e-08,1.22365181526134e-07,"-"
"599","TRARG1",-11.3859556679479,3.27648294580075e-08,1.24878306598716e-07,"-"
"600","C9orf139",10.9069084121083,3.29372834643824e-08,1.25117833858877e-07,"+"
"601","AP2A2",-11.2968322733596,3.29239812491792e-08,1.25117833858877e-07,"-"
"602","SUSD2",10.901320480727,3.29938513056181e-08,1.25124522476289e-07,"+"
"603","FSCB",10.9026737573331,3.35612976320561e-08,1.27065410437784e-07,"+"
"604","MBNL1-AS1",-11.3123278653809,3.43562509572542e-08,1.29859802873198e-07,"-"
"605","SEMA4C",-10.87735781402,3.47203322755033e-08,1.30802835948802e-07,"-"
"606","B4GALNT4",-12.0287845691801,3.46944797994764e-08,1.30802835948802e-07,"-"
"607","GTPBP1",-11.5975023302345,3.58370760953824e-08,1.34787553090211e-07,"-"
"608","LINC01644",-11.0575827464302,3.60150148055885e-08,1.35234011186116e-07,"-"
"609","POU3F4",-11.0576844479439,3.62710069577682e-08,1.3597160736385e-07,"-"
"610","YKT6",10.8535115832421,3.64632239212413e-08,1.36022124529728e-07,"+"
"611","KLC2",-11.0409184275191,3.64258051716725e-08,1.36022124529728e-07,"-"
"612","NCAM1-AS1",-11.0409184275191,3.64258051716725e-08,1.36022124529728e-07,"-"
"613","TATDN1",-10.8768018343947,3.6672485380008e-08,1.36579582581661e-07,"-"
"614","MYO16-AS1",-11.1490632479597,3.70442279520332e-08,1.37739368753244e-07,"-"
"615","NRARP",10.8440429031711,3.71694756007114e-08,1.37980346010446e-07,"+"
"616","RASGEF1A",11.3463546885573,3.74778276903197e-08,1.38899156845779e-07,"+"
"617","SLC25A26",10.9115296466461,3.76179880380323e-08,1.39192652659364e-07,"+"
"618","RTL5",10.7902124618061,3.81703308784565e-08,1.41007872808279e-07,"+"
"619","FAM110C",11.4853903366166,3.84039053650387e-08,1.4164151631685e-07,"+"
"620","HTR1B",11.1044321206563,3.84659396042255e-08,1.4164151631685e-07,"+"
"621","TNNC1",-10.921488656744,3.93157526902418e-08,1.44537622209053e-07,"-"
"622","SYCE1L",10.8804026518819,3.97580664211313e-08,1.45928722892995e-07,"+"
"623","ZMYM1",11.8891557101459,4.00949660501126e-08,1.46929064995838e-07,"+"
"624","CDH18",10.7992624354391,4.04969808872223e-08,1.47927371784846e-07,"+"
"625","SCAF11",-11.0703624993271,4.04642335524925e-08,1.47927371784846e-07,"-"
"626","CTNND2",-11.4111484685823,4.08613439429602e-08,1.49019885338304e-07,"-"
"627","RPS15",-11.010632936175,4.1117503485157e-08,1.49714928957916e-07,"-"
"628","ASB1",-11.5985717144921,4.14972502092635e-08,1.50857041763931e-07,"-"
"629","CACNA2D2",-10.9059349478434,4.18861441721294e-08,1.52028723600908e-07,"-"
"630","NIPBL",-10.7920302807811,4.21568900882429e-08,1.5270123392589e-07,"-"
"631","SYNE1",10.4970256220549,4.22052030693108e-08,1.5270123392589e-07,"+"
"632","LINC02139",-10.9905423783182,4.29628276131885e-08,1.55196416836882e-07,"-"
"633","MIR4803",-11.1982686408353,4.33008169508867e-08,1.55961887784665e-07,"-"
"634","PTPRT",10.7779178172537,4.3311360865299e-08,1.55961887784665e-07,"+"
"635","RBFOX3",10.4943416108793,4.33953024108379e-08,1.56018071502272e-07,"+"
"636","CACNA1G-AS1",10.7652261103417,4.42963876681906e-08,1.59007316110816e-07,"+"
