"","Gene","log2FC","P.value","adj.P.value","sgnlFC"
"1478","LMTK3",9.94290940800539,1.19696143689688e-08,8.376300501911e-08,"+"
"1479","SNX29",-9.53502843268568,1.28766640840822e-08,9.00495852749573e-08,"-"
"1480","LINC02579",9.42034563674643,1.33888077776566e-08,9.3567864083988e-08,"+"
"1481","MIR8082",-8.98362590006936,1.4166898580229e-08,9.89387116916328e-08,"-"
"1482","LOC101928012",9.24101540724818,1.50070911743202e-08,1.04735724707149e-07,"+"
"1483","PIK3IP1-AS1",-9.22441364781378,1.61399276931175e-08,1.12565928610866e-07,"-"
"1484","NUDT9",-9.31255897467866,1.72811368748375e-08,1.20362827405013e-07,"-"
"1485","FSTL5",-9.05284695361599,1.72782272234727e-08,1.20362827405013e-07,"-"
"1486","LINC01609",-8.92557863970111,1.77202338837559e-08,1.2333807473734e-07,"-"
"1487","WISP3",-9.85110289932828,1.78748298776998e-08,1.2433044077004e-07,"-"
"1488","TMPRSS15",-8.96057328628309,1.79585649192717e-08,1.2482892268819e-07,"-"
"1489","PRRC2B",9.24065720106531,1.81550115334534e-08,1.26109660369717e-07,"+"
"1490","TRAP1",-9.04642541894087,1.85782949007622e-08,1.289632913816e-07,"-"
"1491","APOB",9.10253798991435,1.88325608428878e-08,1.30640628301803e-07,"+"
"1492","LRRTM2",-9.26262449333381,1.91292982064637e-08,1.3261014165513e-07,"-"
"1493","DZIP3",-9.42271902087938,1.94073345275884e-08,1.34447462169355e-07,"-"
"1494","LOC101926963",-9.14670754712751,1.97779575587684e-08,1.36923303233161e-07,"-"
"1495","LINC00347",-8.60304415893382,1.98467633465648e-08,1.37307741333458e-07,"-"
"1496","SHH",-9.43870809325589,2.05360413429421e-08,1.41981467653777e-07,"-"
"1497","MIR4297",-9.14668143407122,2.18029471812267e-08,1.50639868200018e-07,"-"
"1498","IMPG1",-8.92533489658111,2.25731039453646e-08,1.55856885251606e-07,"-"
"1499","TMEM38B",-8.9253819050492,2.54340808619105e-08,1.75493461210634e-07,"-"
"1500","C14orf132",9.25521969664506,2.55253065685557e-08,1.76005497225714e-07,"+"
"1501","RSL24D1",-9.05638505002778,2.62239961684566e-08,1.80702726429278e-07,"-"
"1502","GPR143",8.80735587261174,2.7975754085795e-08,1.92645289287202e-07,"+"
"1503","NCKAP5-AS2",-9.05632126292357,2.80876266143688e-08,1.93286974100078e-07,"-"
"1504","LINC00895",9.87743100182425,2.85073223828113e-08,1.960447043919e-07,"+"
"1505","OR4C12",9.07094455740867,2.85952741512254e-08,1.96518884083804e-07,"+"
"1506","LINC00824",-9.3528112222151,2.94530466244478e-08,2.02279456332446e-07,"-"
"1507","KCNQ5",-9.32556796789877,2.96484286146666e-08,2.03486195860316e-07,"-"
"1508","WNT10A",9.13444170774141,3.10868535900146e-08,2.1307576320843e-07,"+"
"1509","LOC105378349",9.26796224772506,3.10781690137266e-08,2.1307576320843e-07,"+"
"1510","GGTLC1",9.24087244343545,3.35588712776169e-08,2.29867156042643e-07,"+"
"1511","LOC100505918",-9.0493419890855,3.38403207388741e-08,2.31488384525248e-07,"-"
"1512","NENF",9.01666817674616,3.38283286554069e-08,2.31488384525248e-07,"+"
"1513","C12orf42",-8.9250711260882,3.41582823780493e-08,2.3350899843765e-07,"-"
"1514","PCBP3",-9.54532434378696,3.42345493715581e-08,2.33875788738458e-07,"-"
"1515","OPN3",-9.39057622743946,3.4916412754629e-08,2.3837653935388e-07,"-"
"1516","HLA-E",9.24085438686217,3.50068003792303e-08,2.38835973827427e-07,"+"
"1517","MRPS5",-8.8484713624566,3.52756450527777e-08,2.4051153380414e-07,"-"
"1518","DGKD",-8.99853845928749,3.57035491755017e-08,2.43268648960615e-07,"-"
"1519","PAQR8",-9.39079777737807,3.62896409284578e-08,2.47099246953943e-07,"-"
"1520","LOC101928858",-9.05992530761643,3.63950275586953e-08,2.47653796078675e-07,"-"
"1521","HNF1B",9.10242511437049,3.71566549881977e-08,2.52670139738941e-07,"+"
"1522","LINC02130",-8.96052786085229,3.90667329641651e-08,2.65484375196032e-07,"-"
"1523","LOC101929427",-8.96050985418758,3.93822784393425e-08,2.67452991397321e-07,"-"
"1524","WNT5B",-9.42281796715047,3.96080180958952e-08,2.68809534885724e-07,"-"
"1525","LOC100507548",-8.92533296633663,4.10471670427496e-08,2.78393999162728e-07,"-"
"1526","C1orf141",-8.92533280430381,4.19049368007552e-08,2.84025400609574e-07,"-"
"1527","RNLS",8.65171926634151,4.58850386304461e-08,3.10798267553834e-07,"+"
"1528","OCA2",-8.64463336802729,4.71199493966213e-08,3.18953950660507e-07,"-"
"1529","ABTB1",-9.05628225517793,4.71940195633706e-08,3.1924639917851e-07,"-"
"1530","YPEL2",-9.05993958355642,4.76315193005171e-08,3.21995296813888e-07,"-"
"1531","MPPED2",8.65170751668569,4.79088342157782e-08,3.23658440427037e-07,"+"
"1532","FAM72B",-8.92535575727592,5.17267738850302e-08,3.49223252149391e-07,"-"
"1533","FOXP1",-9.06014101009213,5.28282090149159e-08,3.5642672266228e-07,"-"
"1534","PREP",-8.64462240516938,5.34282803651464e-08,3.60240354508937e-07,"-"
"1535","RAI2",-8.99863492243819,5.58065397305515e-08,3.76030645233286e-07,"-"
"1536","CACUL1",9.01656780517937,5.68642620352117e-08,3.82908243639449e-07,"+"
"1537","BDKRB1",-8.92536465614599,5.70781999765514e-08,3.84098778371809e-07,"-"
"1538","ALPG",-9.04901917249349,6.0158713003918e-08,4.04565389206452e-07,"-"
"1539","LOC105377924",-9.05994998312714,6.234365067893e-08,4.18986601021555e-07,"-"
"1540","BAK1",-9.04928377699322,6.2595806529037e-08,4.20408069434955e-07,"-"
"1541","CDCP1",9.07066357379632,6.31672101332739e-08,4.23970444132675e-07,"+"
"1542","ZNF831",9.0636127623836,6.33866915873442e-08,4.25167672560247e-07,"+"
"1543","DCHS2",-8.64454500409381,6.4600883788634e-08,4.33031070010267e-07,"-"
"1544","ID3",9.24044687775464,6.49027374040626e-08,4.34772676794183e-07,"+"
"1545","ADGRL3",-8.64456380547605,6.89401000928842e-08,4.61519388518253e-07,"-"
"1546","DAB1",-8.92528910724648,6.90002300580427e-08,4.61623143266712e-07,"-"
"1547","RORA-AS2",-8.51119362813897,6.97688913530894e-08,4.66463893513254e-07,"-"
"1548","LINC00709",-9.05990387083007,7.00216334728601e-08,4.67851262926222e-07,"-"
"1549","ST6GAL2",-8.64460566895759,7.092668646141e-08,4.73592458405658e-07,"-"
"1550","LEPROTL1",8.65161977657917,7.17189494485164e-08,4.78573609126455e-07,"+"
"1551","ISM1-AS1",-8.50467299140674,7.21604569230107e-08,4.81209288171953e-07,"-"
"1552","KIAA0040",-8.51117792038134,7.54704543550961e-08,5.02958060177035e-07,"-"
"1553","ABCC4",-8.50466097526531,7.90696781477685e-08,5.2660507474718e-07,"-"
"1554","LINC00557",-8.5111690642853,8.00965325468135e-08,5.33100666751411e-07,"-"
"1555","SYPL1",-9.22345796983046,8.21977920632372e-08,5.46734252932516e-07,"-"
"1556","POC1B-GALNT4",-8.92529468125469,8.51830619076245e-08,5.66226484132751e-07,"-"
"1557","TAS2R16",-8.64448038993517,9.00136374400209e-08,5.97951863867782e-07,"-"
"1558","CT83",-8.65093901410595,9.24177132643837e-08,6.13527861549115e-07,"-"
"1559","WIPI2",-9.00811898479361,9.32350376150703e-08,6.185567633436e-07,"-"
"1560","SCGB3A1",9.01643614193876,9.47837802296402e-08,6.2842861468921e-07,"+"
"1561","RFX4",8.65089142925158,9.59452004396452e-08,6.35721465821429e-07,"+"
"1562","TANK",-8.60289157994128,9.68744142014899e-08,6.41467391860441e-07,"-"
"1563","WDR86-AS1",8.65155540222303,9.75612924186714e-08,6.45602333644477e-07,"+"
"1564","CEP170B",-8.60245669265541,1.01363312392044e-07,6.70332954009536e-07,"-"
"1565","LINC01790",-8.60292396314689,1.02192273354776e-07,6.7538318422265e-07,"-"
"1566","CWC15",-8.60287457928544,1.03021788034163e-07,6.80430621735215e-07,"-"
"1567","LINC01645",-8.60287646166653,1.04849697580492e-07,6.92061532913227e-07,"-"
"1568","GATB",-8.51116194463611,1.07172507560109e-07,7.06942120978445e-07,"-"
"1569","GPRASP1",-8.64454869834537,1.07828984704023e-07,7.10819113316578e-07,"-"
"1570","AK3",-8.60282606267307,1.08835713326064e-07,7.16998587854445e-07,"-"
"1571","LOC100506675",-8.60289245594691,1.10584896935329e-07,7.28058299810381e-07,"-"
"1572","MIR193BHG",-8.60288424041151,1.10954139073794e-07,7.30024593155376e-07,"-"
"1573","PAK3",-8.60284823629382,1.11767861707056e-07,7.34910994047096e-07,"-"
"1574","VENTXP1",-8.60330072142476,1.13694884706236e-07,7.4710685674498e-07,"-"
"1575","NPAS2",-8.60286185471026,1.16915148587736e-07,7.6777992497965e-07,"-"
"1576","ATP1A1-AS1",-9.05985824506328,1.17613482548129e-07,7.71875793144222e-07,"-"
"1577","DHRS12",-8.60289631462364,1.19310204810495e-07,7.82514551905488e-07,"-"
"1578","LINC02367",8.65149164196122,1.19609359723524e-07,7.83979472509761e-07,"+"
"1579","LUADT1",-8.60285957428639,1.25358798975348e-07,8.21143798481336e-07,"-"
"1580","FRMD5",-8.60242797016202,1.2652666973668e-07,8.28269205750934e-07,"-"
"1581","ARHGAP27",-8.64966249573502,1.2668029385812e-07,8.28750334835252e-07,"-"
"1582","COL14A1",-8.6445531776582,1.27143886506979e-07,8.31257407169205e-07,"-"
"1583","SLC35C2",-8.51066035085212,1.28214928325196e-07,8.37730261318701e-07,"-"
"1584","ACSL6",9.06917575698813,1.28311767608186e-07,8.3783371993148e-07,"+"
"1585","PDCD6IP",8.65103444952346,1.29268326539752e-07,8.43547193312715e-07,"+"
"1586","ADARB2",8.74588284127764,1.30659114548922e-07,8.52085259633988e-07,"+"
"1587","FBXW7-AS1",-8.92475407282436,1.37401397183287e-07,8.95490013274568e-07,"-"
"1588","TMEM177",8.74136231719109,1.40333410452192e-07,9.14022962409962e-07,"+"
"1589","LOC286083",-8.60284344223775,1.42741443061082e-07,9.29121929251589e-07,"-"
"1590","LINC01358",-8.64433321939264,1.44305798738163e-07,9.38713758709947e-07,"-"
"1591","PHLDA1",-7.9927536633359,1.48343000276674e-07,9.64369360063886e-07,"-"
"1592","KRT80",-8.51111627528252,1.53129728064238e-07,9.94862297341969e-07,"-"
"1593","PLEKHM3",-8.60280943525438,1.53610706497199e-07,9.97360663716593e-07,"-"
"1594","C9orf72",-8.03473985772423,1.59080282098416e-07,1.03222544400497e-06,"-"
"1595","WAPL",-8.60278230998515,1.59590054752848e-07,1.03488397260734e-06,"-"
"1596","SYDE2",-9.39071071039248,1.647620738876e-07,1.06775321442321e-06,"-"
"1597","ATP6V1FNB",-8.64409424704094,1.65632729234297e-07,1.0727234304761e-06,"-"
"1598","SERPINE2",-8.64449778259262,1.6935531262008e-07,1.09546091208848e-06,"-"
"1599","CKMT2",-8.60287021207183,1.69348949559341e-07,1.09546091208848e-06,"-"
"1600","RCAN3",-8.92508286488256,1.72577272226948e-07,1.11560420415207e-06,"-"
"1601","TIMD4",-8.11541712440913,1.73669462432249e-07,1.12196330414538e-06,"-"
"1602","TSC22D3",-8.60278233655423,1.75765559874209e-07,1.13479599611669e-06,"-"
"1603","SAMHD1",9.81281436451425,1.80673721066033e-07,1.16575689144478e-06,"+"
"1604","SBF2",-8.9251968073294,1.81218784223445e-07,1.16854481622387e-06,"-"
"1605","QDPR",-8.60281901612025,1.84001816456465e-07,1.18575126953845e-06,"-"
"1606","LINC02492",8.10613119206802,1.88776504575115e-07,1.21576300549217e-06,"+"
"1607","TLR5",8.40024490718202,1.9116215377886e-07,1.23026579326647e-06,"+"
"1608","LOC101928530",9.66275911485018,1.9126630528594e-07,1.23026579326647e-06,"+"
"1609","FZD7",-8.60285009343168,1.94449365588943e-07,1.24996257817678e-06,"-"
"1610","AGK",8.10612753408723,1.96378020258299e-07,1.26157631275254e-06,"+"
"1611","BMP3",-8.60285933576514,2.00312952613451e-07,1.28605640526438e-06,"-"
"1612","GLG1",-8.61877672615637,2.01972484427635e-07,1.29590657967434e-06,"-"
"1613","CHST3",-8.60280695753768,2.09266037494087e-07,1.34187143571069e-06,"-"
"1614","PLXDC1",8.65100054830404,2.20188783469952e-07,1.41103629952274e-06,"+"
"1615","TMEM106B",-9.15037162676382,2.37214323928482e-07,1.51919984668253e-06,"-"
"1616","RGS12",-8.68597692393845,2.37711472576367e-07,1.52144168369886e-06,"-"
"1617","C1orf100",-8.51060743531421,2.44852990356412e-07,1.56618087770957e-06,"-"
"1618","MIR891A",-7.99268907011084,2.46620615875608e-07,1.57651237948171e-06,"-"
"1619","ST3GAL2",-8.60278632421687,2.60464638900865e-07,1.66398132189725e-06,"-"
"1620","NMNAT3",-7.99268539801232,2.62768897111403e-07,1.67766586594027e-06,"-"
"1621","LOC105378047",-8.60278327660412,2.63322887504242e-07,1.68016571588919e-06,"-"
"1622","WNT7A",-8.51104152167808,2.71886528614944e-07,1.73373758659949e-06,"-"
"1623","SLN",-7.99265493755078,2.75022060236367e-07,1.75157214841425e-06,"-"
"1624","ELAC2",-7.99265493755078,2.75022060236367e-07,1.75157214841425e-06,"-"
"1625","LINC00701",-8.16999235911394,2.84985212426449e-07,1.81390895515493e-06,"-"
"1626","LYZL4",-8.64450483165962,2.8546536511374e-07,1.81584764536987e-06,"-"
"1627","DIRC1",-7.99255684814295,2.96779435397257e-07,1.88202924605385e-06,"-"
"1628","KCNMB2",-7.99255684814295,2.96779435397257e-07,1.88202924605385e-06,"-"
"1629","FAM3C",-7.99255684814295,2.96779435397257e-07,1.88202924605385e-06,"-"
"1630","SMU1",-7.99255684814295,2.96779435397257e-07,1.88202924605385e-06,"-"
"1631","IPO8",-7.99255684814295,2.96779435397257e-07,1.88202924605385e-06,"-"
"1632","GOLIM4",-7.97966301001711,3.07540637991914e-07,1.94907648207743e-06,"-"
"1633","SOBP",-8.13905030764284,3.39883610400003e-07,2.15273495552188e-06,"-"
"1634","C21orf91-OT1",-7.99268053631369,3.56937246235192e-07,2.25936471102239e-06,"-"
"1635","EPS8L2",8.65081861833864,3.58889767591356e-07,2.27033447473847e-06,"+"
"1636","ITGA2",-7.99263139381218,3.69517833591003e-07,2.33613872422478e-06,"-"
"1637","LOC100128317",8.10595656736014,3.75785620726977e-07,2.37431317970624e-06,"+"
"1638","DNAJC6",-8.11537739742982,3.8935526950425e-07,2.4585479563385e-06,"-"
"1639","HHIPL2",-8.51110056132797,3.94935417503349e-07,2.49226175914408e-06,"-"
"1640","CD101",-8.3732091538414,4.03621039119371e-07,2.54551976073881e-06,"-"
"1641","CASC18",-7.99263334875953,4.72033142858369e-07,2.97516075355522e-06,"-"
"1642","PTPN4",-7.99282593389538,4.75661930034832e-07,2.99620666403792e-06,"-"
"1643","LOC100506403",-8.37319030128922,4.79638206864752e-07,3.01941446963002e-06,"-"
"1644","LINC00700",-7.99196137611389,4.8077909612874e-07,3.02475559079049e-06,"-"
"1645","MIR6756",8.88450569486115,4.89876331583049e-07,3.08011604715105e-06,"+"
"1646","ZHX2",-8.77658701854651,5.03995750155267e-07,3.16696721983957e-06,"-"
"1647","HMCN1",-7.99255830674335,5.42191281545807e-07,3.40490857621632e-06,"-"
"1648","FBXO15",-7.97962071403135,5.50967967539201e-07,3.45792578170992e-06,"-"
"1649","LINC01340",-7.99257006998095,5.61775962424508e-07,3.52361963575299e-06,"-"
"1650","POC5",-8.13897213881784,5.62508442648999e-07,3.52607564989006e-06,"-"
"1651","LOC101928823",-7.99258656072799,5.79480768419522e-07,3.63026625545919e-06,"-"
"1652","KCNN3",-7.99257083016618,6.03368021608964e-07,3.77762436289438e-06,"-"
"1653","AGMO",-7.99262507826084,6.47314562060978e-07,4.05031731118977e-06,"-"
"1654","ULK2",8.39991862078855,6.58908864106219e-07,4.12037145190485e-06,"+"
"1655","SLC4A11",8.10593109508608,6.80657614574654e-07,4.25380163597924e-06,"+"
"1656","MMP28",8.46966411488527,7.29939921298178e-07,4.55903901327721e-06,"+"
"1657","TSPAN2",-7.99256604102201,7.32285542919021e-07,4.5709290105078e-06,"-"
"1658","INSIG2",-7.97964515001805,7.35890753042393e-07,4.59066227908171e-06,"-"
"1659","SMPD1",-7.99256648106536,7.44342377251369e-07,4.64058662321333e-06,"-"
"1660","SPOPL",-7.99256632125345,7.4817257784197e-07,4.66165600760211e-06,"-"
"1661","LINC00273",-7.99190644952688,7.59437191929326e-07,4.72614854159147e-06,"-"
"1662","LOC643542",-7.99242305206256,7.59081408427093e-07,4.72614854159147e-06,"-"
"1663","ZNF195",-7.97955922968811,1.01991758781525e-06,6.34335995837227e-06,"-"
"1664","BRSK2",-8.11466186003873,1.05918770972218e-06,6.58364091445703e-06,"-"
"1665","ZMYND11",-7.99251542231497,1.06933134235601e-06,6.64269914353644e-06,"-"
"1666","AZIN1-AS1",-7.99260324458212,1.11924804417119e-06,6.94860895610001e-06,"-"
"1667","CCNY",-7.99249191680438,1.1311374690921e-06,7.018209263839e-06,"-"
"1668","LINC01689",-8.26118874402263,1.17789039422074e-06,7.30390908119013e-06,"-"
"1669","NEB",-7.99248683816345,1.3331431370041e-06,8.26165336490918e-06,"-"
"1670","FMN1",7.87659719004787,1.41597317553484e-06,8.7697069188963e-06,"+"
"1671","NRCAM",-7.9924688997446,1.52728990747184e-06,9.45347666845077e-06,"-"
"1672","CRTC1",-7.97950449946905,1.53908875647614e-06,9.52081041162245e-06,"-"
"1673","SOX12",-7.99246202926284,1.67332455244656e-06,1.03450064829377e-05,"-"
"1674","LOC105369911",-7.99245202859824,1.81993563406911e-06,1.12446799660554e-05,"-"
"1675","PRR36",-7.60270785446833,1.97274252581894e-06,1.21815378773405e-05,"-"
"1676","LOC101929452",-7.99242825375772,2.12824180206924e-06,1.31338931735097e-05,"-"
"1677","ZNF236",-7.97875186774282,2.6394732575712e-06,1.6279112643446e-05,"-"
"1678","SH3BGRL",-7.92125644437687,3.16631071452003e-06,1.95167769489158e-05,"-"
"1679","MLLT3",-8.32745577342264,3.22089581873266e-06,1.98414088464276e-05,"-"
"1680","KRTAP19-8",-7.79038390775769,4.24091593178801e-06,2.61094008824306e-05,"-"
"1681","NBAS",-7.9609504826248,4.29970492616843e-06,2.64555907503629e-05,"-"
"1682","UBE2NL",-7.26469229243207,4.41104312430527e-06,2.71245059659271e-05,"-"
"1683","SPATS2L",-7.7811741183177,4.71640573136609e-06,2.89850175160543e-05,"-"
"1684","FAM135B",-7.09077115598654,4.86643376843864e-06,2.98892663105468e-05,"-"
"1685","LINC00332",-7.5963166945908,4.94849746545258e-06,3.03752577360095e-05,"-"
"1686","RHOC",-7.43891228872809,5.2434092779704e-06,3.21664188386998e-05,"-"
"1687","RAB43",7.50880516942663,5.59513349519346e-06,3.43037734088832e-05,"+"
"1688","ZNF331",-5.86634913144464,6.79111920014675e-06,4.16116978004252e-05,"-"
"1689","LOC101928140",-7.54422667020709,1.0626146376362e-05,6.50717773657265e-05,"-"
"1690","MIR3672",-7.18497240790129,1.06731929852852e-05,6.53212041697072e-05,"-"
"1691","FAM9C",7.80796501123153,1.37820158817782e-05,8.42976879155715e-05,"+"
"1692","BARHL2",-7.07383595008222,1.67530222654855e-05,0.000102409284451488,"-"
"1693","LMBRD1",-6.705687233653,2.89533989123661e-05,0.000176884232103132,"-"
"1694","MEF2A",-6.76661571391168,3.39586653795143e-05,0.00020734030461648,"-"
"1695","LCLAT1",6.78908851879767,4.3230566158218e-05,0.000263795720220914,"+"
"1696","MBNL1",-6.93877856572983,6.08765238466042e-05,0.000371253470604615,"-"
"1697","NR2F1",-6.7452178437287,6.20952091826128e-05,0.000378462432867274,"-"
"1698","MAP4K4",-6.78599512058662,6.24411724530962e-05,0.000380346906173365,"-"
"1699","RHOH",-6.97850729567159,6.5876544134708e-05,0.000401036548549314,"-"
"1700","MIR548B",-6.7349232277142,0.000119691342481462,0.000728216208991626,"-"
"1701","CCDC102B",-5.61661574888375,0.000125347700027128,0.000762181811511218,"-"
"1702","LOC100129620",-6.18606816535235,0.000153960424841109,0.000935612616998587,"-"
"1703","MAPRE2",-6.58761413126186,0.000164269255652253,0.00099767287798664,"-"
"1704","SLC16A10",6.30026580765539,0.000164483853105346,0.000998389960486265,"+"
"1705","LINC01806",-6.33219251199687,0.000184227340268258,0.00111757383014345,"-"
"1706","FRMD4A",-5.70920910985256,0.000248105239570947,0.00150419255151366,"-"
"1707","MXI1",-5.90871866262487,0.000284940322154494,0.00172650131929931,"-"
"1708","ADARB2-AS1",6.13171899031081,0.000303580422235337,0.00183836786134666,"+"
"1709","GAREM1",-5.80031680105479,0.000306904887382688,0.00185741208320605,"-"
"1710","PCGF5",-6.07433715747132,0.000308486045536448,0.00186588957250496,"-"
"1711","TNFAIP3",5.47848389906044,0.000336762721155344,0.00203573163349487,"+"
"1712","LINC00862",-6.08866465825919,0.000405054019285203,0.00244712250085681,"-"
"1713","MEAK7",-5.65543903261721,0.000409616669536343,0.00247324297315493,"-"
"1714","LINC00620",5.84185342871771,0.000436095803762807,0.00263158628840065,"+"
"1715","ANKRD55",-5.90940597391826,0.000450033483244985,0.00271308575858239,"-"
"1716","CRTC3",-6.14781579403668,0.000450126187926847,0.00271308575858239,"-"
"1717","KANK1",5.91093613294875,0.00048284320655821,0.00290858898394383,"+"
"1718","ARHGAP12",-6.21354074237221,0.000488359680172807,0.00294010720141289,"-"
"1719","SH2D4A",-5.45475329139627,0.000591709950283911,0.003560242010347,"-"
"1720","GADD45A",-5.72782440277674,0.000644400417268673,0.00387501948593598,"-"
"1721","ANKRD44-IT1",-5.95514842025616,0.000709715513592246,0.00426530363572609,"-"
"1722","ARHGAP45",-5.74149818792648,0.000771459196969943,0.00463368320224165,"-"
"1723","CD200",-5.82543939952658,0.000780858330332904,0.0046874159667053,"-"
"1724","CD5",-5.39465273768785,0.000881516319893539,0.00528858659899006,"-"
"1725","NKX1-1",-5.38507107385456,0.00102530236151443,0.00614765352182244,"-"
"1726","LINC02265",-5.35995670344899,0.00103543879137321,0.00620483396244095,"-"
"1727","SLC19A1",5.47395505804756,0.00118660252935756,0.00710656048705575,"+"
"1728","TRIM2",-5.26872994285915,0.00136446073565636,0.00816702395190609,"-"
