"","Feature","p value","adjusted p value"
"840","TP53RK",1.59759911224221e-07,8.43169402289612e-06
"497","IL18BP",1.70102683155108e-07,8.95760729494801e-06
"418","MPP7",1.76608351467619e-07,9.2795745115924e-06
"308","CLDN20",1.82351211188106e-07,9.56012533523132e-06
"740","DAZAP1",1.83417407453382e-07,9.59479537400175e-06
"537","CAND1",1.86082231143328e-07,9.71275469472126e-06
"145","HES6",1.88758132969433e-07,9.83077247687178e-06
"259","NDST1",1.97844778041605e-07,1.02814204062542e-05
"470","MDK",2.0893056799963e-07,1.08337585774337e-05
"530","KRT80",2.15067683268861e-07,1.11276394987384e-05
"584","FOXN3",2.37575591894286e-07,1.22654222246599e-05
"833","SOGA1",2.38636761129044e-07,1.22934246271195e-05
"575","CGRRF1",2.43148310927822e-07,1.24986670803831e-05
"295","GCLC",2.43979761650238e-07,1.25142606316573e-05
"683","MIR365B",2.47208141521289e-07,1.26524650747948e-05
"863","OSM",2.69811623825934e-07,1.37795820038861e-05
"180","MIR7976",2.79430310524128e-07,1.4240129179549e-05
"532","ATF7",2.80529093273454e-07,1.42654461873413e-05
"316","RAC1",2.82845440505739e-07,1.4352437695213e-05
"710","LRRC37A3",2.88136044902535e-07,1.45896578120841e-05
"783","PLD3",2.903185728738e-07,1.46688256319625e-05
"873","MAPK11",3.12116268599809e-07,1.57366366319355e-05
"200","LMLN-AS1",3.187824608714e-07,1.60386156587464e-05
"276","LINC01108",3.30643047934947e-07,1.66001023451577e-05
"244","TMED7",3.3885342648824e-07,1.69048624157723e-05
"692","GRB7",3.3885342648824e-07,1.69048624157723e-05
"751","C19orf70",3.3885342648824e-07,1.69048624157723e-05
"71","NECTIN4",3.69712753546113e-07,1.84056368083661e-05
"314","INTS1",3.77762686253277e-07,1.87669651491486e-05
"217","SMIM14",3.88607003561371e-07,1.92653141493594e-05
"430","PLAU",3.93443968049988e-07,1.94643877053874e-05
"660","MEAK7",4.24297095970041e-07,2.09470172566709e-05
"228","DDX60L",4.79705250942949e-07,2.36332127475989e-05
"172","RYBP",4.9427318511816e-07,2.43003976509233e-05
"298","LYRM2",5.05737645514021e-07,2.48125569063059e-05
"722","PGS1",5.39886477984846e-07,2.63854186904531e-05
"830","GGT7",5.40023128027588e-07,2.63854186904531e-05
"123","KYNU",5.64164877044109e-07,2.75082615047618e-05
"100","ID2",5.67928476411871e-07,2.76349098676224e-05
"330","POMZP3",5.77270063453523e-07,2.80319030607749e-05
"656","ZFHX3",5.79816914933656e-07,2.80979988408647e-05
"400","LOC100505588",5.86284190771766e-07,2.83534213647317e-05
"197","MIR28",5.95385716707953e-07,2.87349395699152e-05
"493","TESMIN",6.38510991897434e-07,3.07536483231575e-05
"168","C3orf67",6.41811373803447e-07,3.08499069473028e-05
"277","JARID2",6.62778157973286e-07,3.17932267398643e-05
"728","DLGAP1-AS1",6.72249812928543e-07,3.218243195347e-05
"772","UNC13A",7.26828311037385e-07,3.47251017876067e-05
"875","XG",7.78118282015172e-07,3.71007423116972e-05
"578","ZFP36L1",8.78648841523415e-07,4.17286548167835e-05
"417","PLXDC2",8.78701892795501e-07,4.17286548167835e-05
"189","RNF13",9.91683919058863e-07,4.69998676598757e-05
"138","SLC23A3",1.03287963366327e-06,4.8757268284698e-05
"483","PLCB3",1.03287963366327e-06,4.8757268284698e-05
"53","CTTNBP2NL",1.07097986175163e-06,5.04552878408119e-05
"694","GSDMA",1.11543668707846e-06,5.24454428049571e-05
"383","PLIN2",1.22999199908908e-06,5.6993370344292e-05
"292","NFKBIE",1.23156641897125e-06,5.6993370344292e-05
"655","ATXN1L",1.23156641897125e-06,5.6993370344292e-05
"668","CLUH",1.23156641897125e-06,5.6993370344292e-05
"671","TMEM256",1.23156641897125e-06,5.6993370344292e-05
"680","TVP23B",1.23156641897125e-06,5.6993370344292e-05
"706","MIR4736",1.23156641897125e-06,5.6993370344292e-05
"799","SNRNP70",1.23156641897125e-06,5.6993370344292e-05
"662","GSE1",1.23381014417951e-06,5.6993370344292e-05
"517","ST3GAL4",1.24842270401907e-06,5.75561727959922e-05
"822","MIR103A2",1.26058959959913e-06,5.80042558091272e-05
"238","PIK3R1",1.30957829785612e-06,6.01416219463111e-05
"507","ZC3H12C",1.36467867318975e-06,6.25508520668813e-05
"115","NCAPH",1.38560075232864e-06,6.33872220616443e-05
"515","SLC37A2",1.51746631980953e-06,6.9285933295812e-05
"633","XYLT1",1.52834800396306e-06,6.96485820190626e-05
"194","RARRES1",1.53761863058693e-06,6.99365617831451e-05
"509","USP28",1.57204771377745e-06,7.13655453513109e-05
"755","TNFSF9",1.63274486134799e-06,7.39792638228743e-05
"773","IL12RB1",1.65100358242039e-06,7.4663801321786e-05
"741","MBD3",1.67388320304006e-06,7.54106658981755e-05
"778","RFXANK",1.67388320304006e-06,7.54106658981755e-05
"448","PTPRE",1.79314961798499e-06,8.06304867123157e-05
"447","ZRANB1",1.81097913384462e-06,8.1277978285447e-05
"182","RHO",1.82560780076626e-06,8.1779637154552e-05
"26","EIF4G3",1.89764333320813e-06,8.48461397491191e-05
"522","CLEC7A",1.98893626617968e-06,8.87075376726573e-05
"790","RABAC1",1.99149301775979e-06,8.87075376726573e-05
"726","ENOSF1",1.99697886957098e-06,8.87850061392563e-05
"484","POLA2",2.02244831981105e-06,8.97489847089183e-05
"626","ADCY9",2.05590466190464e-06,9.10631266787931e-05
"624","PAQR4",2.0976818536131e-06,9.2740236725876e-05
"504","PRSS23",2.17225537286395e-06,9.58583530181697e-05
"160","CLEC3B",2.18263746576138e-06,9.61374721675603e-05
"503","ANKRD42",2.22364105575033e-06,9.77618220744261e-05
"201","PCGF3",2.38986821049146e-06,0.000104722165816165
"58","CD58",2.39079595335042e-06,0.000104722165816165
"142","FBXO36",2.40668686249228e-06,0.000105223724318228
"232","ICE1",2.47974588044536e-06,0.000108107163838558
"255","DIAPH1",2.48176128320782e-06,0.000108107163838558
"631","CPPED1",2.49338478888927e-06,0.00010841420062809
"152","NKIRAS1",2.52112560038828e-06,0.000109419621524544
"77","SWT1",2.55491344167403e-06,0.000110629350736495
"161","CDCP1",2.55833583169174e-06,0.000110629350736495
"630","LITAF",2.80480602672249e-06,0.000121066463415743
"528","BCDIN3D-AS1",2.92266115712314e-06,0.000125924184436995
"229","SPCS3",2.9631400115033e-06,0.00012743653149291
"588","CLMN",3.02941594436043e-06,0.000130050850785343
"681","CRYBA1",3.18014526613355e-06,0.000136274687832851
"406","MIR6855",3.21898157463093e-06,0.000137689903202219
"90","B3GALNT2",3.27490666086928e-06,0.000139829663320035
"185","MSL2",3.39433687819686e-06,0.000144668347127034
"652","CENPT",3.78490669257368e-06,0.000161025015967538
"823","RNF24",4.17430204241204e-06,0.000176279200953682
"44","KIF2C",4.20296866855849e-06,0.000176279200953682
"116","EIF5B",4.20296866855849e-06,0.000176279200953682
"321","POLR2J4",4.20296866855849e-06,0.000176279200953682
"546","NRAV",4.20296866855849e-06,0.000176279200953682
"603","MINDY2",4.20296866855849e-06,0.000176279200953682
"719","MXRA7",4.20296866855849e-06,0.000176279200953682
"769","C19orf44",4.20296866855849e-06,0.000176279200953682
"344","AASS",4.28369748154039e-06,0.000179347666466542
"398","AKNA",4.32695833340658e-06,0.000180839385585072
"367","LOC100130298",4.38626042604781e-06,0.000182995093866294
"650","SETD6",4.51856482060917e-06,0.000188183533486776
"732","DSEL",4.52664301567999e-06,0.000188189227267665
"708","SCN4A",4.644420501468e-06,0.000192747517729049
"87","TMEM63A",4.67006195433796e-06,0.000193472828902004
"306","TAB2",4.72920354351073e-06,0.000195581040786342
"323","IKZF1",4.79146362884055e-06,0.000197810650893091
"466","LMO2",4.82548557512748e-06,0.000198868750737036
"727","GAPLINC",4.91781428530931e-06,0.000202321953331553
"782","SUPT5H",5.05321093624161e-06,0.000207531957636252
"667","MC1R",5.10425014957086e-06,0.000209265425249794
"551","RAN",5.14085495017626e-06,0.000210402141199183
"634","DCUN1D3",5.23537181517351e-06,0.000213901044662356
"65","SLC27A3",5.24582966030933e-06,0.000213959424200258
"414","LOC399715",5.28207931571236e-06,0.000214998033388646
"60","MTMR11",5.28943973775502e-06,0.000214998033388646
"40","MIR6732",5.33333036070152e-06,0.000216410838283466
"550","NCOR2",5.44034475905998e-06,0.000220375811547768
"762","ZNF440",5.57079741934661e-06,0.000225275062194977
"33","THEMIS2",5.69797431199935e-06,0.000230025378656642
"364","LOC102723701",5.7190676441124e-06,0.00023048426184104
"539","LINC02399",5.73081277690121e-06,0.000230565484506329
"826","LINC00656",5.93140121618152e-06,0.000238231211220091
"734","ZNF516",5.94678319524413e-06,0.000238444875427581
"717","PRPSAP1",6.02209066807158e-06,0.000241056558380561
"514","NRGN",6.51941047331093e-06,0.000260523558155226
"766","DDX39A",6.5645488781846e-06,0.000261885715094849
"446","LHPP",6.60366721043021e-06,0.000262737682661931
"835","MROH8",6.60807945590204e-06,0.000262737682661931
"455","KCNQ1",6.62232527022117e-06,0.000262863051806417
"541","DRAM1",6.83640525344248e-06,0.000270906848312419
"547","CAMKK2",6.9242446557295e-06,0.000273929591998033
"264","LCP2",6.96466148543488e-06,0.000275069305367251
"83","IL10",7.24248607599533e-06,0.000285566044164495
"805","ZNF888",7.55776346893854e-06,0.000297502194224978
"366","POMK",7.72954346489842e-06,0.000303759521538471
"331","SEMA3C",8.26946841653973e-06,0.000324439723620434
"325","STX1A",8.30934986869072e-06,0.000325465560063411
"880","USP9X",8.47976246507937e-06,0.000331592295602287
"704","TRIM25",8.51102710350667e-06,0.000332266572111693
"384","UBAP1",8.55253732447688e-06,0.000333337955556133
"808","CACNG6",8.65363175285196e-06,0.000336724321259988
"215","PGM2",9.31489911474171e-06,0.000361860925118089
"646","CNEP1R1",9.51952590940721e-06,0.000369204918944718
"300","CALHM6",9.72075210436825e-06,0.000376393239570612
"167","ABHD6",9.92741860571394e-06,0.000383768415496906
"439","SH3PXD2A-AS1",1.01430309522736e-05,0.000391464828136853
"243","MAN2A1",1.03101791107041e-05,0.000397268803880252
"91","LYST",1.04428891340177e-05,0.000401729129559769
"379","MAFA",1.05545633398913e-05,0.000405367078550088
"311","TBP",1.08485378650256e-05,0.000415983498038043
"221","ABRAXAS1",1.09083878549692e-05,0.000417602693052028
"147","ATG4B",1.11942966999469e-05,0.000427856853062326
"774","JUND",1.13831339696358e-05,0.000434373793363059
"572","KHNYN",1.14061892639137e-05,0.000434553805445279
"419","LOC105376468",1.16559929037696e-05,0.00044291846633337
"475","PATL1",1.16631271043602e-05,0.00044291846633337
"7","WRAP73",1.2202386242338e-05,0.000462655914855496
"154","LRRFIP2",1.22990506035796e-05,0.000465576041777995
"860","SPECC1L",1.23326274424048e-05,0.000466025444878297
"492","ALDH3B1",1.23502544365772e-05,0.000466025444878297
"164","ARIH2",1.23900719360325e-05,0.000466154048783006
"372","LINC00964",1.23930054746716e-05,0.000466154048783006
"531","C12orf80",1.26659554812173e-05,0.000474945218659515
"450","PHRF1",1.26668092244931e-05,0.000474945218659515
"112","PCBP1",1.30371520954571e-05,0.000488059072995336
"709","ARHGAP27P1",1.31074028702791e-05,0.000489912805481228
"117","RPL31",1.31280175330455e-05,0.000489912805481228
"610","CHRNB4",1.32312941834434e-05,0.0004929905318633
"43","CDC20",1.33526409309788e-05,0.000494402393970946
"62","PI4KB",1.33526409309788e-05,0.000494402393970946
"473","PSMC3",1.33526409309788e-05,0.000494402393970946
"666","FANCA",1.33526409309788e-05,0.000494402393970946
"163","UCN2",1.37754507324689e-05,0.000509261865846047
"125","WDSUB1",1.4060512509949e-05,0.000518990599607884
"247","PDLIM4",1.41374344977626e-05,0.000521018328605723
"126","HAT1",1.42266795265376e-05,0.000523493206118573
"876","LOC101928201",1.44738596823715e-05,0.000531762872702568
"641","PRSS8",1.50257186414435e-05,0.000550954343974335
"296","CD109",1.50620709466893e-05,0.000550954343974335
"315","AMZ1",1.50659752245166e-05,0.000550954343974335
"701","LOC100288866",1.51321549385511e-05,0.000552521842186202
"409","CAMSAP1",1.59461359720879e-05,0.000581347052508563
"494","MIR3164",1.72269797846577e-05,0.000627077941562264
"659","MAF",1.74604320274349e-05,0.000634601008825346
"632","ERCC4",1.76840930312607e-05,0.000641745716021108
"859","BMS1P20",1.85701594525735e-05,0.000672564563473931
"86","HLX",1.85901079915359e-05,0.000672564563473931
"811","TSEN34",1.8628172224231e-05,0.000672914324996344
"519","ST14",1.90361031828148e-05,0.000686603557265086
"266","SMIM23",1.96732130701535e-05,0.000708504757026485
"453","CTSD",2.00483540795756e-05,0.000720919342372844
"784","MIR6796",2.01671740438055e-05,0.000724093217145546
"127","DLX2",2.02783652243966e-05,0.000726983995041642
"581","RGS6",2.03225679877028e-05,0.000727468117227484
"846","CABLES2",2.04534556284615e-05,0.000731049076964784
"477","FTH1",2.06024199305354e-05,0.000735264375141413
"748","SMIM24",2.08295965500439e-05,0.00074225405931788
"353","KMT2C",2.09810939352997e-05,0.000746530004481678
"579","ERH",2.13369873264365e-05,0.000758054855584057
"181","LINC01565",2.21801956049223e-05,0.000786832477918927
"132","MIR1302-4",2.23032978163685e-05,0.000790016813683832
"487","NEAT1",2.2942306918932e-05,0.000811438577698404
"647","NUP93",2.30433927992571e-05,0.00081379922379135
"523","TMEM52B",2.34714957340756e-05,0.000827684575015459
"143","GIGYF2",2.44820809693101e-05,0.000862038443877774
"240","RASA1",2.47542117589355e-05,0.000870327234497768
"482","OTUB1",2.51223477298485e-05,0.000881961887635881
"97","TMEM18",2.56199204662144e-05,0.000898099490070832
"35","KHDRBS1",2.71486552022395e-05,0.00095028313490025
"810","TMC4",2.74551202142303e-05,0.000958783796252279
"17","MIR6730",2.7472431010478e-05,0.000958783796252279
"500","PGM2L1",2.75668179175582e-05,0.000960663064988788
"436","GOT1",2.79426707133663e-05,0.00097233108354573
"399","MEGF9",2.8100871815936e-05,0.000976402286542866
"335","TMEM130",2.85176884726674e-05,0.00098943435393382
"122","DARS",2.92757192469288e-05,0.0010142495891732
"713","KCNJ2-AS1",2.94108764991041e-05,0.001016424684
"867","DESI1",2.94242871766047e-05,0.001016424684
"218","CXCL3",3.07045863967014e-05,0.00105910710894124
"422","BMS1P2",3.12127041068169e-05,0.00107506896688843
"293","SUPT3H",3.15032754511667e-05,0.00108350234886255
"677","MED9",3.40738039772566e-05,0.00117021294615804
"526","TUBA1B",3.43697064887829e-05,0.00117866705450751
"9","ENO1",3.49781213208607e-05,0.0011977984695671
"785","PRX",3.52845572969002e-05,0.00120654856315244
"390","C9orf47",3.53627263539891e-05,0.00120747914468369
"749","HMG20B",3.54639071688471e-05,0.00120919166644629
"391","SEMA4D",3.60497623485475e-05,0.00122740117582404
"691","PSMB3",3.77312504386876e-05,0.00128280838112709
"832","DSN1",3.80347992711141e-05,0.00129127598614268
"469","ALKBH3",3.81992768964064e-05,0.0012950046704065
"187","XRN1",3.84920249124103e-05,0.00130306502049913
"360","DOK2",3.92391212992435e-05,0.00132646142286472
"5","PEX10",3.9731361277902e-05,0.00133170306676442
"234","LOC153684",3.9731361277902e-05,0.00133170306676442
"490","TMEM134",3.9731361277902e-05,0.00133170306676442
"587","IFI27L1",3.9731361277902e-05,0.00133170306676442
"720","AFMID",3.9731361277902e-05,0.00133170306676442
"744","ABHD17A",3.9731361277902e-05,0.00133170306676442
"431","VDAC2",4.02593009228937e-05,0.00134591013660326
"30","MIR4425",4.02991052376231e-05,0.00134591013660326
"589","WARS",4.03256191496103e-05,0.00134591013660326
"577","MIR7855",4.16782866109738e-05,0.00138910036261638
"69","CD1D",4.19147180426831e-05,0.00139501836159756
"188","HPS3",4.38468435695016e-05,0.00145727721187444
"348","ZC3HC1",4.46050050287197e-05,0.00148039888538595
"162","PTPN23",4.49917418992997e-05,0.00148962148338152
"239","LINC02056",4.5008607929323e-05,0.00148962148338152
"818","ZNF274",4.60064161012673e-05,0.00152052167692013
"554","GJA3",4.64546359352382e-05,0.00153319708601301
"562","KCNRG",4.71965302090099e-05,0.00155551623972588
"478","SCGB1D4",4.73888700263697e-05,0.00155968618474289
"738","STK11",4.81464340334228e-05,0.0015824217022053
"841","MIR3616",5.02285300742458e-05,0.00164856714289391
"690","AATF",5.045705110803e-05,0.00165377695727107
"279","HIST1H2BE",5.06644980002814e-05,0.00165828260927164
"750","PIP5K1C",5.15612111304931e-05,0.00168530485539213
"599","PLA2G4F",5.35368299792416e-05,0.00174746867771086
"386","SHB",5.48942125607571e-05,0.00178930970433599
"426","ASAH2",5.67201951476149e-05,0.00184628909946845
"297","AKIRIN2",5.84385852953161e-05,0.00189961475410577
"235","C5orf34",5.96965518437935e-05,0.00193726314506867
"767","ADGRE2",5.97602801639532e-05,0.00193726314506867
"246","RAPGEF6",5.99770491006847e-05,0.00194163406084553
"149","IQSEC1",6.04555746041683e-05,0.00195445532250338
"705","CUEDC1",6.40710689706543e-05,0.00206851787656348
"230","LINC01511",6.44285511624684e-05,0.00207722908421362
"249","C5orf56",6.69685177520599e-05,0.00215618609398174
"262","MIR1303",6.73890913255579e-05,0.0021667833068409
"66","KCNN3",6.77993362333258e-05,0.00217702015002862
"387","OSTF1",6.98153690754859e-05,0.00223872097561812
"752","DUS3L",7.15457809506723e-05,0.00229110860971362
"844","MOCS3",7.23383976579231e-05,0.00231336438501998
"804","ZNF808",7.73183516955172e-05,0.00246928973063163
"540","PLXNC1",7.75480863003295e-05,0.00247329340653958
"424","TMEM273",7.92124670324276e-05,0.00252298095600462
"595","THBS1",7.9566859729027e-05,0.00253086694630705
"73","MGST3",8.58560207894139e-05,0.00272725217781064
"159","CTNNB1",8.79534006064207e-05,0.00279013619032176
"437","DNMBP",8.99355112143389e-05,0.00284539627402695
"682","NF1",8.99355112143389e-05,0.00284539627402695
"888","LOC105373383",9.14197344847111e-05,0.00288849793077893
"63","RFX5",9.28153818310096e-05,0.0029286898844866
"393","NINJ1",9.32126137487187e-05,0.00293731290957897
"543","SH2B3",9.71243781857047e-05,0.00305651578999554
"151","EAF1",9.80849818310982e-05,0.0030826522738084
"586","MIR4506",9.89482115841795e-05,0.00310566327140437
"472","SLC39A13",0.000102540594941312,0.00321415936286278
"155","ITGA9-AS1",0.000103878099522586,0.00325178246286226
"564","PCCA",0.000104305160181481,0.00326084351031736
"148","TIMP4",0.000104481836181705,0.00326206333596555
"54","SLC16A1-AS1",0.000105958213104837,0.00330380496834911
"775","LSM4",0.000106815513948115,0.00332615930884162
"2","ATAD3A",0.00011165359012831,0.00343171870981915
"14","KIAA2013",0.00011165359012831,0.00343171870981915
"177","NAA50",0.00011165359012831,0.00343171870981915
"287","SNRPC",0.00011165359012831,0.00343171870981915
"363","ERLIN2",0.00011165359012831,0.00343171870981915
"415","SUV39H2",0.00011165359012831,0.00343171870981915
"438","GBF1",0.00011165359012831,0.00343171870981915
"511","ARCN1",0.00011165359012831,0.00343171870981915
"848","PPDPF",0.00011165359012831,0.00343171870981915
"868","RRP7A",0.00011165359012831,0.00343171870981915
"378","LY6K",0.000112839619711092,0.0034636793630748
"309","SYTL3",0.000114463218424981,0.00350897139329466
"869","PARVB",0.000114814643482522,0.00351519716615676
"877","WWC3",0.000115187828553643,0.00352207222352991
"150","NR2C2",0.000115557664197211,0.00352432417934608
"861","ADORA2A-AS1",0.000115558926756632,0.00352432417934608
"464","ARL14EP",0.000115938426204137,0.00352702194867834
"730","ZBTB7C",0.000115945060472652,0.00352702194867834
"816","SBK2",0.000117409693152526,0.00356699679312232
"640","STX4",0.000118938413511409,0.00360881380919315
"94","ZNF695",0.000119864504190147,0.00362762344290411
"458","TRIM21",0.000119864504190147,0.00362762344290411
"236","IL31RA",0.000120988858358425,0.00365698083739744
"468","TRAF6",0.00012147531740818,0.00366700712945433
"462","HPS5",0.000121696540723163,0.00366901135561934
"49","MIER1",0.000122595114101218,0.00369140586894101
"1","MIR200B",0.000123057536335738,0.00370062746008628
"199","CEP19",0.000125434700210009,0.00376733344851278
"693","ORMDL3",0.000126796309449294,0.00380340777850624
"317","GPNMB",0.000127271942417765,0.00381284857076332
"103","SDC1",0.000129148016689049,0.00386416736298031
"137","TTLL4",0.000131802784102123,0.00393862619781591
"480","AHNAK",0.000138150501469897,0.00412311389588432
"252","KDM3B",0.000139813812280469,0.00416750680454122
"128","SP9",0.000140404797431152,0.00417986493056031
"192","RAP2B",0.000144260738511417,0.00428659793189349
"817","U2AF2",0.000144351823000844,0.00428659793189349
"604","LACTB",0.00014525295603026,0.00430795907265216
"318","SKAP2",0.000145793983598268,0.00431860003666019
"216","FAM114A1",0.000148386342870429,0.00438990158177349
"107","SLC30A6",0.000149244704143466,0.00440979021706698
"397","MUSK",0.000150515782114226,0.0044418088278466
"712","MIR548AA2",0.000157110204459084,0.00463064740679964
"685","SUZ12",0.000158357153145103,0.0046616018112789
"788","LTBP4",0.000161433199579867,0.00474625624124579
"139","ABCB6",0.00016712547820623,0.00490752472992942
"248","P4HA2",0.000167901443030941,0.00492420853403986
"718","RHBDF2",0.000170087233353275,0.00498214730379797
"520","CACNA1C-IT3",0.000172582103664808,0.00504898532166043
"15","MIR7846",0.000174749347842769,0.00510608544491998
"12","DRAXIN",0.000175226338199506,0.00511371740925333
"820","TGM3",0.000176853397801715,0.00514946363533611
"707","YPEL2",0.000176885825174646,0.00514946363533611
"13","CLCN6",0.00017975468278778,0.00522656039021108
"527","FMNL3",0.000180851148346898,0.00525199713526525
"654","ST3GAL2",0.000195901476932284,0.00568210195699428
"679","LLGL1",0.000196382799650062,0.0056890992705471
"135","CTDSP1",0.000200583782109404,0.00579831963013749
"231","MIR6075",0.000200642363873602,0.00579831963013749
"328","SNORA14A",0.000203160396384307,0.00586393655678309
"286","HMGA1",0.000203779472948642,0.00587464984241358
"556","LINC00365",0.000208803302021685,0.00601216506440812
"870","TBC1D22A",0.000212872691843804,0.00612189827502746
"195","LOC101928882",0.000213192552533756,0.00612366535441505
"169","PROK2",0.000220696493347522,0.00633153123832474
"557","LINC00598",0.000221606848626944,0.00634996069155102
"591","EIF5",0.000222886898792488,0.00637173079395437
"18","DHRS3",0.000222904368830999,0.00637173079395437
"770","CPAMD8",0.000224271977549206,0.00640310006263077
"635","ARHGAP17",0.000228213121326218,0.00650778139117615
"313","LOC101927021",0.000233142988451117,0.0066403718717862
"452","IFITM10",0.000233521540667573,0.00664316920672205
"544","SDSL",0.000236192829984256,0.006711104906639
"388","AGTPBP1",0.000240045840511708,0.00681059642626488
"881","MIR222",0.000240269173834555,0.00681059642626488
"724","MIR6787",0.000240951827273872,0.00682178667970005
"501","ACER3",0.000242216462786159,0.00684940754014752
"512","H2AFX",0.000246296927177797,0.0069564937822792
"202","GAK",0.000246806142899428,0.00696257758129493
"756","ADGRE1",0.000251460421541319,0.00708544305501147
"131","C2orf69",0.000253966390858538,0.00713915409876365
"845","RBM38",0.000253969148215291,0.00713915409876365
"257","ARHGAP26-AS1",0.000254977690881105,0.00715233969183547
"858","TOP3B",0.00025504186351019,0.00715233969183547
"872","MIR6821",0.000257342250662614,0.00720832070207089
"113","MIR4436A",0.000257940445822175,0.00721654633370495
"282","FLOT1",0.000260753217544245,0.00728663796715328
"214","RELL1",0.000261826197436613,0.0073080040054834
"842","SULF2",0.000263719811856439,0.00735219809595533
"505","SLC36A4",0.000264764147888942,0.00737237428576849
"459","IPO7",0.00026506574213929,0.00737237428576849
"19","FHAD1",0.000267750798972434,0.00743832436488836
"733","CYB5A",0.000274288649615091,0.00761102825518597
"108","CDC42EP3",0.000276098146447437,0.00764620565492267
"101","CPSF3",0.000276201715010921,0.00764620565492267
"824","SLX4IP",0.000279163484849929,0.00771917981387255
"672","ATP1B2",0.000285808602485414,0.00789371381479819
"242","LINC02113",0.000287069297153285,0.00791284281422239
"211","MIR3138",0.000287169043348578,0.00791284281422239
"394","PHF2",0.000290516380383399,0.00799578009982046
"396","FAM206A",0.00029384132582804,0.00801283992882287
"405","TOR1B",0.00029384132582804,0.00801283992882287
"597","RAD51-AS1",0.00029384132582804,0.00801283992882287
"601","FAM214A",0.00029384132582804,0.00801283992882287
"638","ZNF771",0.00029384132582804,0.00801283992882287
"729","RNMT",0.00029384132582804,0.00801283992882287
"806","ZNF765",0.00029384132582804,0.00801283992882287
"882","OTUD5",0.00029384132582804,0.00801283992882287
"74","FAM78B",0.000296705683573493,0.00807643164287839
"120","PAX8",0.000296854958895517,0.00807643164287839
"754","ACSBG2",0.000302198780373169,0.00821239047993462
"191","P2RY1",0.000304070684482996,0.00825379497158482
"408","RALGDS",0.000307614747111467,0.00834044240537808
"886","INTS6L-AS1",0.000314118611498193,0.00850704998476877
"170","LINC00870",0.000315996779300207,0.00854814575237102
"327","GTF2IRD1",0.000331083760582488,0.00894605686946775
"47","MAST2",0.000333467243588043,0.00899428538599246
"423","ARHGAP22",0.000333627752639042,0.00899428538599246
"338","MIR4285",0.000336593579820792,0.00906392961478785
"251","C5orf66-AS2",0.000342511052068259,0.00919953954232696
"268","PDLIM7",0.000342741909813423,0.00919953954232696
"346","MIR129-1",0.000342794168708052,0.00919953954232696
"525","VDR",0.000354253863802632,0.00949632783996716
"380","NAPRT",0.000355897522091846,0.00952960856611354
"371","TATDN1",0.000360506475761893,0.00964212410398371
"545","TAOK3",0.000368248095367726,0.00983389393760461
"815","PTPRH",0.000368510408429259,0.00983389393760461
"343","ST7-AS2",0.000368921454636895,0.00983389393760461
