"","Feature","p value","adjusted p value"
"200","TMPRSS7",0.000332166572233848,0.00808146946840399
"570","CCNJ",0.000332166572233848,0.00808146946840399
"99","CNTN2",0.000335199016654278,0.00814688317708352
"388","TRMT11",0.000340580615886842,0.00826919964617878
"737","DDHD1",0.000353025959978826,0.00856259587883137
"26","KANK4",0.000354161876648429,0.00858136399891394
"209","RABL3",0.000355051949200204,0.00859414304412382
"850","SMAD4",0.000363727241474747,0.00879514738900722
"487","LINC00824",0.00036669396641767,0.00885784599612592
"561","PRXL2A",0.000367118048110144,0.00885905945627911
"36","DNASE2B",0.000370117057725119,0.00892234376084654
"17","LIN28A",0.000389786769184326,0.00938696856642376
"864","ARHGAP45",0.000409352694788356,0.00984367355070704
"208","ARHGAP31",0.000409581893108712,0.00984367355070704
