"","Feature","p value","adjusted p value"
"140","LY75-CD302",4.71382796200503e-11,2.21634089713558e-09
"726","BIVM",4.71382796200503e-11,2.21634089713558e-09
"442","DUS4L",4.8051925496759e-11,2.25482470989445e-09
"369","SENP6",6.84927676964223e-11,3.20765437964846e-09
"4","MASP2",6.98971834128679e-11,3.26053849475341e-09
"126","GGCX",6.98971834128679e-11,3.26053849475341e-09
"624","MIR6756",7.03057110267411e-11,3.27315213006028e-09
"186","C3orf38",7.87308917474826e-11,3.65104880966751e-09
"512","UBQLN1",7.87308917474826e-11,3.65104880966751e-09
"371","TENT5A",8.88292482158083e-11,4.1113021386133e-09
"149","BBS5",9.17903276746944e-11,4.24006899592053e-09
"311","PDE8B",1.07234850465337e-10,4.94386041143402e-09
"337","SIMC1",1.08933748282892e-10,5.01243307390232e-09
"763","DENND4A",1.71633961801104e-10,7.88218990852862e-09
"330","AFAP1L1",2.07303898831722e-10,9.50189650022305e-09
"443","LRRN3",2.24984158710025e-10,1.02923737624545e-08
"536","EBLN1",2.5346179673127e-10,1.15728019212734e-08
"313","RPS23",2.7011995939812e-10,1.23096782266485e-08
"751","BCL11B",2.92040269737512e-10,1.32830677005179e-08
"475","NDUFAF6",3.30762207738883e-10,1.49867534164213e-08
"739","DLGAP5",3.30762207738883e-10,1.49867534164213e-08
"662","BAZ2A",4.42911654963414e-10,2.00299188695955e-08
"360","CCND3",4.95240998094261e-10,2.23537636796947e-08
"450","AGBL3",5.46716737750091e-10,2.46303166054447e-08
"712","LINC00392",6.43044788335734e-10,2.89150518959998e-08
"748","DCAF5",6.72365702433613e-10,3.01762311563813e-08
"579","DPYSL4",7.36714086052064e-10,3.30017272158332e-08
"41","LOC646626",7.73418921576201e-10,3.45805814803608e-08
"380","PRDM1",7.92625034161953e-10,3.53725714398038e-08
"853","LMAN1",8.0969830598207e-10,3.60665803700322e-08
"641","PYROXD1",8.44022400309683e-10,3.75249508820611e-08
"306","ZSWIM6",8.62478338435413e-10,3.82045761490907e-08
"51","MFSD14A",8.62533157773707e-10,3.82045761490907e-08
"852","LOC100505549",8.91249018512327e-10,3.94028507307586e-08
"573","STN1",9.26142473921599e-10,4.08692703994788e-08
"986","TMEM185A",1.02231103158196e-09,4.50291905490665e-08
"276","CAMK2D",1.1083561589755e-09,4.87286009262385e-08
"757","ATP10A",1.21378950021846e-09,5.32651292345869e-08
"834","TMEM94",1.28153900878191e-09,5.60342894116338e-08
"562","STAMBPL1",1.28162150741045e-09,5.60342894116338e-08
"33","FUBP1",1.38781047950834e-09,6.05652761195381e-08
"539","ZEB1",1.48240225401479e-09,6.45744231863757e-08
"212","RAB43",1.60190700818897e-09,6.96520924276222e-08
"331","MIR6499",1.80059470881492e-09,7.81477890380717e-08
"519","FSD1L",2.0397157436316e-09,8.83640657711848e-08
"522","GAPVD1",2.36498308711967e-09,1.02268255867655e-07
"535","ST8SIA6",2.58747458589428e-09,1.11685583355076e-07
"694","SPATA13-AS1",2.67985950331458e-09,1.15462964818265e-07
"971","CHIC1",2.7862892596716e-09,1.1983066531114e-07
"598","CD5",3.06964530946895e-09,1.31777871192909e-07
"166","ALPI",3.28095982919125e-09,1.40402510686494e-07
"486","CCAT2",3.28239823270109e-09,1.40402510686494e-07
"258","NUDT9",3.86706911034142e-09,1.65113399473442e-07
"283","PGRMC2",4.74985325769445e-09,2.02441137855369e-07
"753","DIO3",4.98669607593503e-09,2.11773722063499e-07
"808","SOCS7",4.98669607593503e-09,2.11773722063499e-07
"498","PLIN2",5.10905806704905e-09,2.16195266097967e-07
"587","GAS2",5.10905806704905e-09,2.16195266097967e-07
"733","FAM177A1",5.27350253714142e-09,2.22756131234653e-07
"660","LOC100652999",5.73921711360288e-09,2.41996846870191e-07
"192","ALCAM",6.0249645612374e-09,2.53594289889241e-07
"659","KRT1",7.94820617887257e-09,3.33951492589971e-07
"278","PDE5A",8.09535507103772e-09,3.39532086935187e-07
"128","MRPS5",8.27111399342284e-09,3.46290792053253e-07
"465","RPS20",8.63590119030677e-09,3.60290405821654e-07
"980","ZBTB33",8.63590119030677e-09,3.60290405821654e-07
"708","FNDC3A",8.83136482699341e-09,3.67797631467949e-07
"42","BCL10",9.34041235403634e-09,3.88315353602806e-07
"150","PPIG",1.00507464637841e-08,4.1711477925095e-07
"481","ABRA",1.03089315704105e-08,4.2708173325877e-07
"857","BCL2",1.09205957825374e-08,4.51632387886191e-07
"985","SLC9A6",1.16330852681275e-08,4.80259967942192e-07
"225","LXN",1.21244717346439e-08,4.99675837731925e-07
"101","PROX1",1.24550368931115e-08,5.12408002180666e-07
"133","EPC2",1.52628176138331e-08,6.26833603110925e-07
"923","SOX12",1.62626259976072e-08,6.66739529870759e-07
"801","SPECC1",1.74054883082698e-08,7.12362446357631e-07
"531","LINC00707",1.75276378464667e-08,7.16124886289176e-07
"606","ALDH3B2",1.76509014747342e-08,7.19919814538341e-07
"143","IFIH1",1.78847640729893e-08,7.28204904188364e-07
"500","MLLT3",1.81513339683016e-08,7.37791013802475e-07
"162","XRCC5",1.8623691863281e-08,7.55694565212618e-07
"104","SUSD4",2.1193448158001e-08,8.58497676923334e-07
"747","CHURC1",2.53748026434327e-08,1.02612064546318e-06
"969","EIF2S3",2.70130921807885e-08,1.09050978774812e-06
"740","PSMA3",2.99056117095339e-08,1.20522666782453e-06
"518","ABCA1",3.4049058719065e-08,1.36988207888911e-06
"795","PHF23",3.47994594475641e-08,1.39769964496428e-06
"568","IDE",3.50742188054334e-08,1.406351544894e-06
"602","RBM14-RBM4",3.87029547342077e-08,1.54922959178466e-06
"527","PRRC2B",3.8930306477152e-08,1.55570231465273e-06
"352","HIST1H4H",4.88402175082152e-08,1.94842867725956e-06
"520","FKTN",5.0898300138038e-08,2.02712103927914e-06
"272","PPA2",5.41269363067104e-08,2.15209062023509e-06
"275","PLA2G12A",5.42846951029109e-08,2.15320235870954e-06
"941","EDN3",5.4336625332671e-08,2.15320235870954e-06
"95","KIF21B",5.55802386059585e-08,2.19880620074357e-06
"398","TXLNB",5.59084879304606e-08,2.20810573081354e-06
"567","FGFBP3",5.62396410912579e-08,2.21748881021554e-06
"803","CORO6",5.89068559104512e-08,2.31879695101322e-06
"788","SLC7A6OS",6.11447828227034e-08,2.40289870406236e-06
"543","ZNF37A",6.25718101529859e-08,2.45490759138296e-06
"818","EFCAB13",7.0128874970733e-08,2.74684950443217e-06
"732","NUBPL",7.17750518371678e-08,2.8066887844643e-06
"321","RIOK2",8.02815477948386e-08,3.13415459323606e-06
"66","RUSC1",8.77268669129019e-08,3.41356907263553e-06
"906","CIC",8.77268669129019e-08,3.41356907263553e-06
"974","DIAPH2",8.99968093049675e-08,3.49615473786855e-06
"880","RFX1",9.34953332940518e-08,3.62611933399206e-06
"696","SHISA2",9.4029590818509e-08,3.64088106801668e-06
"934","DNMT3B",9.87003470692944e-08,3.81550101876194e-06
"68","KCNJ9",1.02791986582631e-07,3.9672014756492e-06
"415","ANLN",1.07429864481208e-07,4.13945609530276e-06
"807","MMP28",1.08664529210851e-07,4.18023270894404e-06
"384","NT5DC1",1.20365477432187e-07,4.6228536770025e-06
"615","GRM5-AS1",1.25413972220775e-07,4.80895614840728e-06
"547","TMEM72-AS1",1.27474000526589e-07,4.88005071159705e-06
"680","ARL1",1.35438233004921e-07,5.17658033470582e-06
"405","MIR4656",1.39919198653363e-07,5.33923550803341e-06
"505","MOB3B",1.40518939064328e-07,5.35350048071925e-06
"984","SMIM10L2B",1.42767535364346e-07,5.43043705542361e-06
"222","SLC33A1",1.48893445211919e-07,5.65437174869685e-06
"7","LOC105376805",1.55920287563768e-07,5.91174888703777e-06
"255","PRDM8",1.84689433484809e-07,6.99135064742735e-06
"676","LINC02412",1.98779700967461e-07,7.51273137771278e-06
"791","MIR5093",2.01114395462596e-07,7.58886597018651e-06
"471","LOC101929709",2.02608470277613e-07,7.6330889032887e-06
"146","CERS6",2.0395676083429e-07,7.67168787538122e-06
"754","ADSSL1",2.14458007375811e-07,8.05390079363644e-06
"943","LOC388813",2.29625092446034e-07,8.60985097419884e-06
"111","LOC101929452",2.45732546577536e-07,9.19924827211354e-06
"482","MED30",2.46801388756047e-07,9.22468850055527e-06
"271","CXXC4-AS1",2.47200864251448e-07,9.22506910262452e-06
"86","PRG4",2.56039958723752e-07,9.53990393376848e-06
"210","HCLS1",2.57964398773787e-07,9.59651861498028e-06
"391","MOXD1",2.69498933216904e-07,1.00099000320392e-05
"318","MIR2277",2.86846813274301e-07,1.06209514596267e-05
"589","HIPK3",2.86846813274301e-07,1.06209514596267e-05
"60","RNVU1-14",2.97920914714752e-07,1.10137783400865e-05
"367","KHDC1L",3.03440332016197e-07,1.12003513205418e-05
"108","CHRM3",3.22758977897434e-07,1.18948981325591e-05
"183","FOXP1-AS1",3.39423467493628e-07,1.24896240826033e-05
"546","TMEM72",3.44266719437186e-07,1.26481991480666e-05
"893","ZNF675",3.52376953849011e-07,1.29261248844582e-05
"446","SMIM30",3.59434768058743e-07,1.31646455930263e-05
"94","LINC01222",3.61952620263431e-07,1.32364062382446e-05
"760","GOLGA8B",3.7681979709503e-07,1.37517155106109e-05
"402","LINC02487",3.77204501915731e-07,1.37517155106109e-05
"905","GSK3A",3.7939500532438e-07,1.38103278666234e-05
"959","NEFH",4.05414049878466e-07,1.47265577939787e-05
"841","RBFOX3",4.05808424672663e-07,1.47265577939787e-05
"327","VDAC1",4.18309867966232e-07,1.51570167296572e-05
"3","CA6",4.66595130320165e-07,1.68807706919038e-05
"497","TTC39B",4.82890049027157e-07,1.74436669082264e-05
"107","SNORA14B",5.08565608343257e-07,1.83431951612027e-05
"440","PUS7",5.13463324193566e-07,1.84356672627499e-05
"494","CD274",5.13463324193566e-07,1.84356672627499e-05
"697","CDK8",5.13463324193566e-07,1.84356672627499e-05
"171","OXNAD1",5.4168802714122e-07,1.94196386976785e-05
"965","RANGAP1",5.79715002068587e-07,2.07515202477633e-05
"554","LINC01515",7.00013607224062e-07,2.50199433640854e-05
"649","BICD1",7.31652576436653e-07,2.61114022647882e-05
"693","FGF9",8.1774809075346e-07,2.91401150474959e-05
"261","FAM13A",8.31294527094504e-07,2.95783579708085e-05
"558","LOC102723439",8.54511559615698e-07,3.03588612117139e-05
"93","NEK7",8.56731441579018e-07,3.03921631303862e-05
"534","PRPF18",9.23516418170817e-07,3.27123595835484e-05
"599","MAJIN",1.05046528594043e-06,3.7153546090941e-05
"758","AVEN",1.11757170340743e-06,3.94508130735703e-05
"979","LONRF3",1.11874694625646e-06,3.94508130735703e-05
"55","PRMT6",1.12410370679472e-06,3.95314031189207e-05
"332","CYFIP2",1.12436872608991e-06,3.95314031189207e-05
"416","AOAH",1.13420000859049e-06,3.98179816349167e-05
"855","ZCCHC2",1.21885157915796e-06,4.27265175611038e-05
"373","ANKRD6",1.22205797054302e-06,4.27756391845762e-05
"802","KCNJ12",1.23691951217344e-06,4.32319788790178e-05
"39","SYDE2",1.2684004103251e-06,4.42669875161619e-05
"203","NEPRO",1.28720076761462e-06,4.48570538090641e-05
"515","STX17",1.29959141139148e-06,4.51560376477184e-05
"846","THOC1",1.29959141139148e-06,4.51560376477184e-05
"115","CEBPZOS",1.32124977145709e-06,4.57075267652826e-05
"267","FLJ20021",1.32124977145709e-06,4.57075267652826e-05
"551","ZNF365",1.32124977145709e-06,4.57075267652826e-05
"207","GAP43",1.35020426337564e-06,4.66410939201347e-05
"353","ZKSCAN8",1.462714331721e-06,5.04540633461316e-05
"858","LOC643542",1.47919122106638e-06,5.09482476244332e-05
"184","MIR1284",1.70660194766607e-06,5.86957131405558e-05
"319","KIAA0825",1.7297265536212e-06,5.94048262915386e-05
"302","IL6ST",1.73304105432749e-06,5.94325236821977e-05
"383","WISP3",1.79567640479437e-06,6.14915372318094e-05
"504","CDKN2B-AS1",1.81240463616696e-06,6.1974823467891e-05
"230","TBL1XR1",1.8171582607061e-06,6.20478376137644e-05
"812","RAB5C",1.83463912964354e-06,6.25545948995151e-05
"301","ITGA1",1.86251603592647e-06,6.34138541714792e-05
"290","TRIM2",1.91685010374489e-06,6.51701533837054e-05
"344","ADTRP",1.92277685162655e-06,6.52779986432584e-05
"927","TMX4",1.97030177533059e-06,6.67957670529456e-05
"806","GAS2L2",2.0537660402265e-06,6.9525848364639e-05
"966","SMDT1",2.0881209745149e-06,7.05880210172319e-05
"478","STK3",2.13027587450087e-06,7.19104663789845e-05
"706","ESD",2.15059931607615e-06,7.24932460783165e-05
"704","SLC25A30",2.20563310853717e-06,7.4242738313928e-05
"310","AGGF1",2.22342726683013e-06,7.47355403433668e-05
"981","TMEM255A",2.31443563368751e-06,7.76843926508397e-05
"220","GPR171",2.33765954473615e-06,7.82737285739325e-05
"96","BTG2",2.34142501100011e-06,7.82737285739325e-05
"27","CACHD1",2.34190292268718e-06,7.82737285739325e-05
"978","TMEM164",2.43251925197671e-06,8.11878995973128e-05
"182","FAM19A1",2.50376003200052e-06,8.34481033450299e-05
"865","MIDN",2.56189749047751e-06,8.51696953694752e-05
"738","LOC101927620",2.56260255721973e-06,8.51696953694752e-05
"689","LINC01072",2.76178963696322e-06,9.16612451360186e-05
"764","TLE3",2.81469201693944e-06,9.32863730425368e-05
"185","CADM2",2.82540484161058e-06,9.35106404073268e-05
"80","TOR1AIP2",2.83057208506474e-06,9.3550999581282e-05
"435","GAL3ST4",2.98091441639506e-06,9.83826308152003e-05
"775","RAB11FIP3",2.99519512166207e-06,9.87164656439861e-05
"828","LIMD2",3.10968270709797e-06,0.000102347432097362
"476","C8orf37",3.1730007144266e-06,0.0001041421023958
"705","LCP1",3.1730007144266e-06,0.0001041421023958
"6","MIR6730",3.35400387885055e-06,0.000109930608460749
"181","MIR548BB",3.38487850211037e-06,0.000110789317492416
"250","EREG",3.46338184628659e-06,0.00011320242705028
"645","ITPR2",3.47954989911602e-06,0.000113574234103791
"315","MBLAC2",3.69123804699813e-06,0.000120318112791905
"755","CRIP1",3.8654925511856e-06,0.0001258249683866
"226","SPTSSB",4.44834901397812e-06,0.00014459880189882
"387","CEP85L",4.5354764951521e-06,0.000147229022610437
"279","TRPC3",4.91678237886935e-06,0.000159388497991884
"780","GPRC5B",5.04415475977514e-06,0.000163294173965016
"888","UPF1",5.13262223597319e-06,0.000165931444919313
"328","SPRY4-IT1",5.3278914078915e-06,0.000172009594949326
"809","LASP1",5.45312613075713e-06,0.000175813237987145
"215","COPB2",5.55526935114141e-06,0.000178863067682062
"303","FLJ31104",5.66696417817265e-06,0.000182211736947296
"118","LINC01913",5.68102552265677e-06,0.000182416343916528
"464","ATP6V1H",5.84829818508382e-06,0.000187533318121693
"914","MAMSTR",6.42674373561574e-06,0.000205803440949846
"661","TESPA1",6.50475247826235e-06,0.000208020404153013
"785","SETD6",6.84512384330769e-06,0.000218610376974208
"842","LOC101928855",7.25234250170635e-06,0.000231303849613641
"77","GAS5",7.47196514807041e-06,0.000235456327279022
"170","MRPS25",7.47196514807041e-06,0.000235456327279022
"214","ARMC8",7.47196514807041e-06,0.000235456327279022
"300","TMEM267",7.47196514807041e-06,0.000235456327279022
"571","ZFYVE27",7.47196514807041e-06,0.000235456327279022
"584","SBF2-AS1",7.47196514807041e-06,0.000235456327279022
"585","MICAL2",7.47196514807041e-06,0.000235456327279022
"669","GLIPR1L1",7.47196514807041e-06,0.000235456327279022
"945","MRPL39",7.47196514807041e-06,0.000235456327279022
"787","LOC100505942",7.75601469331925e-06,0.000244082709412465
"15","PAFAH2",8.76268080847045e-06,0.000275396879467274
"74","FASLG",8.88456473864672e-06,0.000278857656439353
"285","SCOC-AS1",8.96828684485496e-06,0.00028111308645837
"349","CARMIL1",9.05762406606998e-06,0.000283538332224122
"903","HIPK4",9.47973838565817e-06,0.000296360633937918
"491","SMARCA2",1.00197800988783e-05,0.000312831000004111
"502","IFNB1",1.01370068924573e-05,0.00031607454254021
"700","N4BP2L1",1.06130604310656e-05,0.000330483170873801
"264","EIF4E",1.09876044868152e-05,0.000341697196225799
"972","GPR174",1.14529496731064e-05,0.000355701898300922
"56","PROK1",1.19491567824842e-05,0.000369177533604339
"59","LINC01762",1.19491567824842e-05,0.000369177533604339
"454","ASIC3",1.19491567824842e-05,0.000369177533604339
"951","LINC00649",1.19491567824842e-05,0.000369177533604339
"197","ZBED2",1.21239698678845e-05,0.000374090773384451
"83","LAMC2",1.22532874394966e-05,0.000377589274972367
"154","ITPRID2",1.23061305053858e-05,0.000378725161800164
"175","VIPR1",1.31669351300048e-05,0.000404691130707813
"766","LOC283731",1.33679421705406e-05,0.000410144645704561
"511","PCSK5",1.33789851512692e-05,0.000410144645704561
"942","HAR1B",1.35898285998336e-05,0.000416069984922813
"263","RAP1GDS1",1.37185936059002e-05,0.000419470338940666
"501","HACD4",1.37694152542907e-05,0.000420481743918719
"333","RNF145",1.4688100267469e-05,0.000447958702751882
"634","ETV6",1.5011967990378e-05,0.000457247564868878
"861","LINC00909",1.52433641925096e-05,0.000463699616521052
"112","LINC01954",1.62006647860983e-05,0.000492188658251502
"586","RRAS2",1.67431576542983e-05,0.000508018702860315
"441","PRKAR2B",1.69790362420138e-05,0.000513859797991063
"456","PPP1R3B",1.69790362420138e-05,0.000513859797991063
"904","CYP2B6",1.72339040113911e-05,0.000520907937956549
"12","NCMAP",1.72895919488907e-05,0.000521925427277532
"703","MIR8079",1.75593845954664e-05,0.000529395339387746
"762","MIR6085",1.81985970835818e-05,0.000547969701511611
"193","LINC00882",1.83074688204472e-05,0.000550548335835199
"1",NA,1.88545888315279e-05,0.000565845620673216
"666","CPM",1.88639085256294e-05,0.000565845620673216
"451","TMEM140",1.9128168994394e-05,0.000571601791500825
"745","MNAT1",1.9128168994394e-05,0.000571601791500825
"947","MAP3K7CL",1.9128168994394e-05,0.000571601791500825
"931","CST5",2.18135536964396e-05,0.000651027433179508
"202","GCSAM",2.27783841625557e-05,0.000678967760377461
"637","MGP",2.35014487030849e-05,0.000699640489845482
"849","ZSCAN30",2.40760361454449e-05,0.000715846710838904
"823","NOG",2.49116875155163e-05,0.000739201890101864
"247","FRYL",2.4923927509448e-05,0.000739201890101864
"219","ANKUB1",2.5294705037618e-05,0.000749260781595543
"677","ELK3",2.55948716338574e-05,0.000757205584403893
"253","CCNG2",2.69991340278338e-05,0.000797753714535631
"847","CLUL1",2.71009707059321e-05,0.000799765507868585
"37","LINC01555",2.72359702934865e-05,0.000802749736374066
"457","XKR6",2.86033312157911e-05,0.000842003900398264
"343","TFAP2A-AS1",3.05640673804953e-05,0.000898606333394042
"288","ARHGAP10",3.09813744910154e-05,0.000909470153221074
"119","KCNG3",3.10103339579959e-05,0.000909470153221074
"280","IL2",3.12153990467742e-05,0.00091435267146033
"232","KCNMB2",3.18050106317189e-05,0.000930473255481287
"967","RIBC2",3.19305516358473e-05,0.000932994182632148
"964","FAM83F",3.28474641169528e-05,0.00095812218566103
"736","FRMD6-AS1",3.28713903423394e-05,0.00095812218566103
"685","CABP1",3.35637466531553e-05,0.000977100865405186
"132","HS6ST1",3.46594981577615e-05,0.00100776212005457
"393","SLC18B1",3.53164897483339e-05,0.00102435111085223
"983","HPRT1",3.53164897483339e-05,0.00102435111085223
"839","LINC01993",3.64601505100135e-05,0.00105623005701197
"304","MAP3K1",3.66143779377268e-05,0.001059402825385
"652","SCAF11",3.69539958554629e-05,0.00106792541437427
"434","LOC101927550",3.7647076946878e-05,0.00108662945482359
"116","CEBPZ",3.9598474710086e-05,0.00114156332749989
"516","PPP3R2",4.0958811386814e-05,0.00117934502239773
"165","ALPP",4.14476615342564e-05,0.00119197237303067
"364","RN7SK",4.20621851743074e-05,0.00120817891160674
"189","CPOX",4.46458770749496e-05,0.00128083940562359
"608","CHKA",4.54115277236458e-05,0.0013008900801154
"131","EDAR",4.54545717320991e-05,0.0013008900801154
"341","NRN1",4.636827474332e-05,0.00132543909118511
"234","MAP6D1",4.83764346594827e-05,0.00138117635195875
"23","POMGNT1",4.87024771378688e-05,0.00138241716997514
"458","C8orf49",4.87024771378688e-05,0.00138241716997514
"462","CHRNA2",4.87024771378688e-05,0.00138241716997514
"526","IER5L",4.87024771378688e-05,0.00138241716997514
"123","EML6",4.87115810832274e-05,0.00138241716997514
"786","KIAA0895L",4.87859190566848e-05,0.00138287072235199
"831","PRKCA",5.19663097287214e-05,0.00147126122059918
"544","BMS1",5.39484780055309e-05,0.00152555737863612
"588","FANCF",5.40609186948753e-05,0.00152691488714238
"173","EOMES",5.61481615710616e-05,0.00158397974374934
"221","MBNL1-AS1",5.65906271056637e-05,0.00159456372238159
"368","COL12A1",5.80165236433983e-05,0.00163279995341759
"873","ACSBG2",5.88834196602044e-05,0.0016552317861066
"152","CYBRD1",5.89930103443969e-05,0.00165634759020281
"316","ARRDC3-AS1",5.94603160300976e-05,0.00166749243664523
"963","GRAP2",6.06025469049637e-05,0.00169751602128478
"594","OR5B21",6.15620361102175e-05,0.00172235604451455
"296","FYB1",6.23231054834527e-05,0.00174159272481295
"31","CRYZ",6.38356913492039e-05,0.00177966397400245
"335","PTTG1",6.38356913492039e-05,0.00177966397400245
"935","AAR2",6.51965837422128e-05,0.00181546820791917
"627","MIR6090",6.55737399741471e-05,0.00182382736639362
"452","TTC26",6.77603093728655e-05,0.0018824338232225
"668","YEATS4",7.02696335053763e-05,0.00194985890535937
"790","ZNF23",7.09725686833667e-05,0.00196706077203478
"427","CYP51A1-AS1",7.55025388004286e-05,0.00209016782938523
"609","PDE2A",7.88463196161567e-05,0.00218018813995807
"881","SAMD1",7.90949336255864e-05,0.00218451356891086
"58","TSPAN2",7.96701318707478e-05,0.00219783831774285
"940","TSHZ2",8.0481272413795e-05,0.00221763338649965
"761","PDIA3",8.14198928041514e-05,0.00224089105665502
"638","ERP27",8.2632601657732e-05,0.0022716296536929
"867","REXO1",8.30343758610814e-05,0.00228002966950179
"911","ZSWIM9",8.4002622311595e-05,0.00230394692235864
"148","DHRS9",8.41982253886512e-05,0.00230664201969349
"928","PLCB1",8.58295006896262e-05,0.00234861625616867
"883","GIPC1",8.62084945138113e-05,0.00235626608361452
"50","PLPPR4",8.91070923705877e-05,0.00243268521648136
"948","KRTAP19-8",8.92367983231127e-05,0.00243342279615972
"229","FNDC3B",9.00325119208458e-05,0.00245229935056124
"292","CLCN3",9.36365998600079e-05,0.00254753904349323
"98","REN",9.42680437620419e-05,0.00255299409489041
"572","SEMA4G",9.42680437620419e-05,0.00255299409489041
"895","C19orf12",9.42680437620419e-05,0.00255299409489041
"958","MIR5739",9.42680437620419e-05,0.00255299409489041
"13","LDLRAP1",9.45693727577683e-05,0.0025582310801836
"503","MIR31HG",9.75365072746012e-05,0.00263548758595921
"593","UBE2L6",0.000100377715168134,0.00270916938079645
"386","GOPC",0.000100557287348562,0.002710928371216
"22","ARTN",0.000100682430416325,0.00271121767451779
"87","RGS1",0.000102492693470996,0.00275683241450873
"439","PMPCB",0.000105097118616554,0.00282368074813659
"970","GPR173",0.000106819450326088,0.00286670499929479
"92","CRB1",0.000109754247109216,0.00294213392957816
"38","MCOLN2",0.000110514147671726,0.00295915678799648
"297","RPL37",0.000112957944731804,0.00301777273541099
"517","NIPSNAP3A",0.000112957944731804,0.00301777273541099
"409","OCM",0.000116944645043337,0.00312076267296391
"117","HNRNPLL",0.000122433914915972,0.00326357309534735
"298","LOC100506639",0.000126570839817055,0.00337005527094915
"100","IL24",0.000127010307130291,0.00337796099670765
"459","LZTS1",0.000127899045881012,0.00339778440610129
"289","NR3C2",0.000130283794713123,0.00345726213137387
"470","FABP5",0.000130687306376237,0.00346409071498623
"342","LY86-AS1",0.000138354481099109,0.00366322473587217
"245","YIPF7",0.000143156825371629,0.00378614652994587
"968","MSL3",0.000144647122839242,0.00382129639902065
"325","CSNK1G3",0.000147056266797755,0.00388061509388242
"665","GRIP1",0.000155057491101695,0.00408720507968506
"75","KLHL20",0.000155658239235311,0.00409848143906573
"772","MEF2A",0.000156254375091191,0.00410961146119418
"127","KRCC1",0.000158521296853679,0.00416461105492421
"340","SCGB3A1",0.000160065873469268,0.0042005326728696
"324","MAN2A1",0.000160373455139887,0.00420394885669237
"617","SESN3",0.000160997573911064,0.00421564586626573
"46","BCAR3",0.000161833245486859,0.00422352689240318
"549","TIMM23B",0.000161833245486859,0.00422352689240318
"613","HIKESHI",0.000161833245486859,0.00422352689240318
"619","CASP5",0.000164029165823021,0.0042714276291298
"725","TPP2",0.000164029165823021,0.0042714276291298
"242","DTHD1",0.00016903879119049,0.00439704965405165
"2","SLC45A1",0.000173396424778798,0.00450545512936751
"574","SORCS3-AS1",0.000175044859836132,0.00454330563366574
"493","RLN1",0.000175780973110299,0.00455577953701805
"628","PARP11",0.00017590995806944,0.00455577953701805
"63","GBAT2",0.000177518256447611,0.00458240754143687
"939","ELMO2",0.000177518256447611,0.00458240754143687
"950","GART",0.000177518256447611,0.00458240754143687
"545","HNRNPF",0.000180044101896756,0.00464255177654779
"886","ARRDC2",0.000181275525625122,0.00466922405515056
"254","ANTXR2",0.000190021277664365,0.00488917938850429
"616","CHORDC1",0.00019201215781716,0.00493504566571934
"378","MCHR2",0.000195715553696348,0.00501934142418004
"642","SPX",0.000195715553696348,0.00501934142418004
"65","EFNA4",0.000196662983070882,0.00503818671333048
"466","CHD7",0.000201127737936408,0.0051470021661761
"973","BRWD3",0.000203628410673371,0.00520537480876686
"770","CRTC3",0.000205914210437869,0.00525813474649374
"592","RTN4RL2",0.000206262074839749,0.00526134810277453
"800","MGC12916",0.000208067521138994,0.00530169467573197
"137","UPP2",0.000212082431475561,0.00539819267312178
"744","LRRC9",0.000221882961658048,0.00564158856481842
"735","RN7SL1",0.000227846005827461,0.00578699549849233
"417","STARD3NL",0.000232685020824473,0.00590357273926932
"329","SPRY4-AS1",0.000233014808406914,0.0059056170211964
"590","CD59",0.000235006823309124,0.00594974005550889
"528","ADAMTSL2",0.000236079288680809,0.00597051323785392
"236","EIF4A2",0.000236398400813367,0.00597220991905583
"655","LOC100288798",0.000237171613539495,0.00598536286053824
"636","ATF7IP",0.000244120405736127,0.00615417154758403
"317","NR2F1",0.000245538942443501,0.00618335421794224
"976","RBM41",0.000248738269429933,0.0062572725803409
"664","TMBIM4",0.000252894599519037,0.00635508305917563
"354","GPX5",0.000253620414372526,0.00636657093155271
"102","HHIPL2",0.000264491152716275,0.00662867331353052
"742","GPR135",0.000264621047162082,0.00662867331353052
"564","IFIT2",0.000265467524241002,0.0066428552501996
"167","PRSS56",0.000268465006064773,0.00671077557881531
"690","IL17D",0.000270041639957409,0.00674307349006399
"750","LINC01550",0.000281549232467048,0.00702302332818067
"524","NAIF1",0.000283077935865067,0.00705373064794373
"28","C1orf141",0.000283655492344621,0.00706069769127151
"695","ATP12A",0.000284229581403392,0.00706756389351122
"79","TOR3A",0.000297692776054031,0.0073945762202855
"513","AGTPBP1",0.000298210679746228,0.00739968427010089
"363","TRAM2",0.00030116146655727,0.00746508710565651
"982","MCTS1",0.000306886676245723,0.00759905283907513
"872","PIP5K1C",0.000307278354060968,0.00760080914006552
"555","DNAJC12",0.000311735509653257,0.00770302020047262
"625","SCN3B",0.00031694339316184,0.0078235495705793
"856","PHLPP1",0.00032029201195154,0.0078541341139976
"438","NAPEPLD",0.000320502497710076,0.0078541341139976
"495","KIAA2026",0.000320502497710076,0.0078541341139976
"566","PANK1",0.000320502497710076,0.0078541341139976
"822","UTP18",0.000320502497710076,0.0078541341139976
"826","DHX40",0.000320502497710076,0.0078541341139976
"830","CEP112",0.000320502497710076,0.0078541341139976
"160","TMEM237",0.000325345204074154,0.00795635221975772
"463","LSM1",0.000325345204074154,0.00795635221975772
"155","COL5A2",0.000326348575000033,0.00797266204306782
"389","THEMIS",0.000329863050668172,0.00805022112428803
"365","ICK",0.000331798805570428,0.00808146946840399
