"","Feature","p value","adjusted p value"
"263","SEL1L3",4.71252033219104e-219,3.28448806799798e-216
"339","MARCH3",1.42616074823885e-214,9.655923214576e-212
"324","HMGCR",3.03945605708733e-212,2.00072194957774e-209
"386","HIST1H2BD",3.12481295194068e-209,2.00131601411185e-206
"477","AOAH",2.97537595368543e-207,1.85546010459167e-204
"858","POLR3K",2.71589118626529e-205,1.65021726771612e-202
"699","KIF21A",3.31275082617168e-204,1.96255640819476e-201
"658","RAB1B",4.28309775616796e-199,2.47552603726615e-196
"472","ANKMY2",5.16550740974822e-197,2.91445307354294e-194
"337","EFNA5",9.50516723228645e-195,5.23823134659284e-192
"681","CRTAM",7.62747600532404e-194,4.10791588404918e-191
"989","PARD6G-AS1",3.72686876895576e-193,1.9625690937321e-190
"643","TMEM41B",4.68782494111693e-192,2.41494320934017e-189
"788","TOGARAM1",7.48919239583987e-187,3.77598706817484e-184
"635","PRDX3",1.73649920753093e-184,8.57287952517924e-182
"1097","TMEM191A",6.57339231030769e-182,3.17897301178288e-179
"1017","PBX4",1.20888738468537e-179,5.72940087097784e-177
"103","ODC1",1.21188949057101e-177,5.63100887412965e-175
"789","FKBP3",1.49011075178526e-175,6.79060663174142e-173
"652","ARFGAP2",3.49203299153412e-174,1.56133407170536e-171
"680","HYOU1",7.44156467003162e-171,3.26560662936554e-168
"547","RCL1",2.59730470406847e-170,1.09907731379126e-167
"814","AK7",2.59730470406847e-170,1.09907731379126e-167
"953","MIR548AA2",5.76426008419329e-167,2.39641528447594e-164
"366","MAT2B",1.16004444230073e-163,4.73958157744833e-161
"871","ARHGAP17",1.42151919357894e-159,5.70944751360001e-157
"133","CD8A",2.9203719346031e-153,1.1534008955715e-150
"787","FBXO33",9.89922384523777e-153,3.8456050403377e-150
"945","FAM117A",1.54952612591376e-149,5.82843184218705e-147
"1059","RRBP1",1.54952612591376e-149,5.82843184218705e-147
"990","TPGS1",2.68975326219545e-147,9.95923172722588e-145
"86","LINC01136",3.12769832365506e-145,1.14026257193314e-142
"249","TFRC",1.1660581772109e-143,4.18667888263132e-141
"759","KPNA3",1.73137912542418e-142,6.12365539330995e-140
"549","KIAA2026",3.72868704238344e-142,1.29939260063765e-139
"425","FOXO3",3.07991786485352e-141,1.05775092236861e-138
"1120","ALG12",1.66529200748545e-140,5.63748924305466e-138
"958","ACOX1",2.1245868606061e-139,7.09103307546237e-137
"722","KRR1",3.63277674434022e-138,1.19563764598097e-135
"480","TMED4",5.11659133940546e-138,1.6609296571218e-135
"499","KDM7A-DT",6.52522303551177e-137,2.08957040908814e-134
"667","MRPL48",9.17785590215851e-137,2.899835350846e-134
"931","STAT5B",1.03446376035754e-135,3.22548522752536e-133
"852","FANCI",1.63633660189853e-131,5.03587902015449e-129
"913","NDEL1",6.03933737374466e-130,1.83479715058496e-127
"867","GSPT1",1.18876494593955e-128,3.56584340809236e-126
"816","CYP46A1",1.82290998988417e-128,5.39968725378566e-126
"225","DRD3",4.07062605255239e-128,1.19088426626338e-125
"20","RPA2",2.55575324055701e-127,7.3858151879853e-125
"938","TBX21",1.3694782606001e-124,3.90994293270368e-122
"10","ARHGEF19",1.12620065091409e-119,3.1770924791323e-117
"190","IQSEC1",2.09988474288087e-119,5.85423161788801e-117
"1025","ZBTB32",5.73468545788825e-118,1.58017257320439e-115
"347","MALINC1",1.8091610875844e-117,4.92778049338937e-115
"466","TNRC18",2.52636435987567e-117,6.80309729954247e-115
"502","FASTK",1.78766603696984e-116,4.75981146944656e-114
"785","BRMS1L",3.80785280256288e-116,1.00260764291481e-113
"721","RAB21",1.56459144556149e-115,4.07429928411766e-113
"596","HSPA14",2.43180610404547e-113,6.26375100517017e-111
"794","STYX",7.45431895851272e-112,1.89940856300942e-109
"26","AGO1",6.91874083356836e-111,1.74418512269223e-108
"738","RSRC2",4.76794096230687e-109,1.18932523140827e-106
"666","FAM168A",1.02998253212558e-108,2.54244750664373e-106
"1030","ZFP36",7.82307523020112e-108,1.91116921371212e-105
"648","SPTY2D1",4.2697609635149e-106,1.03245434237156e-103
"530","AZIN1-AS1",3.4315013053167e-104,8.21376630627171e-102
"676","DIXDC1",7.36440724719694e-103,1.74514358536826e-100
"380","JARID2-AS1",7.70456010160114e-103,1.80767287849151e-100
"674","KBTBD3",2.76890939519847e-102,6.43282803313904e-100
"446","STX11",3.12508573332898e-101,7.18982103132978e-99
"197","DYNC1LI1",5.11710942047544e-101,1.16596290324045e-98
"267","FRYL",5.06834688474112e-100,1.14385348693057e-97
"398","DEF6",4.88130049175117e-99,1.09124695993422e-96
"732","VPS29",1.37427827376237e-97,3.04357684610718e-95
"984","BCL2",2.57714435301169e-97,5.65468423456648e-95
"172","CCNYL1",5.01961218021685e-96,1.08136136213272e-93
"724","CEP290",5.01961218021685e-96,1.08136136213272e-93
"228","EAF2",1.65277413572825e-95,3.52844943192363e-93
"1118","CDPF1",8.74807600205713e-95,1.85092104482811e-92
"1042","IRF2BP1",9.91809797267802e-95,2.07990413857125e-92
"1122","ARSA",1.5036706126712e-93,3.12565636039205e-91
"829","SERINC4",2.71096831713163e-91,5.58624488791897e-89
"118","COX7A2L",2.39152310873243e-90,4.88551061272694e-88
"1087","ZBTB21",1.74275993184909e-84,3.52975915427588e-82
"357","JAKMIP2",1.72431162342717e-83,3.46279767291133e-81
"605","CSGALNACT2",3.91087129384189e-83,7.78789218909001e-81
"417","CASP8AP2",2.09149606644158e-82,4.13018185720552e-80
"230","ZNF148",3.72252479929807e-82,7.29030331974929e-80
"301","SLC25A4",6.08082244446873e-82,1.18112499562767e-79
"300","PRIMPOL",4.60656386334639e-80,8.87493852599345e-78
"224","USF3",9.6635753478982e-80,1.8467560082189e-77
"836","SLTM",1.4038594925715e-79,2.66138067163734e-77
"1124","PDHA1",1.56153055405019e-79,2.93679282058153e-77
"853","GDPGP1",2.59710999432488e-78,4.84596185319028e-76
"843","TBC1D2B",2.92720053995865e-78,5.41920868714064e-76
"1050","ZNF582",2.39947135077715e-77,4.4077730697183e-75
"443","CITED2",2.77085406336675e-77,5.05084067227706e-75
"282","RPL34-AS1",3.21934906365359e-76,5.82358127949612e-74
"956","COG1",4.17029267511504e-76,7.48662314562129e-74
"159","LOC101926913",5.45898543730469e-76,9.72643442915859e-74
"234","LOC100289361",5.31708017864811e-75,9.40289917861374e-73
"1055","MIR1292",1.22157898490681e-74,2.14427831150642e-72
"718","MIR548C",4.56822023009021e-73,7.95978785238586e-71
"864","TMEM186",8.49235754723641e-73,1.46892990362672e-70
"76","VAMP4",1.07187899854088e-72,1.84060265423356e-70
"271","PAQR3",1.43578477858013e-72,2.44775481280672e-70
"560","CEP78",2.54061598517771e-72,4.30035550005401e-70
"210","SLC25A26",3.94847041236449e-72,6.63595059303555e-70
"541","NDRG1",6.57850888095259e-72,1.09782341515446e-69
"727","C12orf74",1.56105266926645e-70,2.58687168556692e-68
"461","ERMARD",1.9686617732057e-70,3.21733641652796e-68
"933","C17orf53",1.9686617732057e-70,3.21733641652796e-68
"497","ATP6V0A4",3.66994840701662e-70,5.95662790418308e-68
"974","NPC1",9.26949435514788e-70,1.49428032472068e-67
"186","RTP5",2.39292420545832e-69,3.83142735788824e-67
"308","HMGCS1",2.9259671401859e-69,4.65346599469699e-67
"34","TUT4",8.23196755946327e-69,1.30048623504401e-66
"290","NOCT",9.44002303295572e-68,1.48145844908577e-65
"529","ODF1",6.17870788613668e-67,9.63268689327506e-65
"834","PIGB",1.56854206434593e-66,2.42939485613108e-64
"379","JARID2",4.79088015710076e-65,7.37204461576731e-63
"739","MIR8072",9.32092863985796e-65,1.42501965147557e-62
"618","CCSER2",1.46398314530607e-64,2.22384670476397e-62
"527","ZNF706",1.96547765333413e-64,2.96661935994006e-62
"392","MICB",6.36078391964535e-64,9.53996813568581e-62
"184","ING5",1.19997787286248e-63,1.78841985240392e-61
"481","LIMK1",8.68699042585288e-63,1.28659757575897e-60
"278","BANK1",1.04262342579425e-62,1.53459921248736e-60
"220","PHLDB2",1.11842151313116e-62,1.63600213559686e-60
"782","HECTD1",2.48790898799989e-62,3.61693124470144e-60
"582","TMEM250",5.34955165260629e-62,7.72977594584216e-60
"107","CENPA",3.49306520827352e-61,5.01667674184592e-59
"1040","VASP",4.20541925530613e-61,6.00336265620418e-59
"460","RNASET2",4.95449786885944e-61,7.03034347295582e-59
"1036","CD79A",8.97142996107818e-61,1.26545223683137e-58
"1024","ETV2",9.89470873444532e-61,1.38742552000089e-58
"1037","ZNF526",2.04696975376177e-60,2.85335542675839e-58
"597","VIM-AS1",3.16936919322854e-59,4.39207846619513e-57
"414","OOEP",1.0088192765853e-58,1.38988316263034e-56
"240","PDCD10",1.05554140243318e-58,1.44121724538666e-56
"750","KBTBD6",1.05824281848875e-58,1.44121724538666e-56
"217","TRAT1",1.31405015659376e-58,1.77937408918871e-56
"770","LOC101928841",3.93242578119549e-58,5.29469850778349e-56
"424","SCML4",1.5234514580615e-57,2.03961746902166e-55
"870","EARS2",2.76857638713182e-57,3.68578396886869e-55
"661","GRK2",5.25617641971655e-57,6.95841411273872e-55
"947","DGKE",8.07184205353097e-57,1.06265800634735e-54
"319","MRPS36",3.00844096648704e-56,3.93873069518471e-54
"1128","ZNF674",3.16693396182748e-56,4.1234524227157e-54
"846","ADAMTS7",5.90994793034413e-56,7.65289814783415e-54
"1053","ZNF446",1.11462604966773e-55,1.4355050814661e-53
"559","GCNT1",4.41517019731551e-55,5.65547503598842e-53
"919","MYO18A",2.79933501509223e-54,3.56644311035702e-52
"1127","USP9X",3.02107488396786e-54,3.82836425269445e-52
"940","MRPL10",4.72534986468223e-54,5.95620296507312e-52
"44","GBP5",6.95411700383683e-54,8.71913812909637e-52
"260","ABLIM2",1.57191326966888e-53,1.9605067763865e-51
"564","PHF2",1.87735253208478e-53,2.32919491899545e-51
"1086","ATP5PO",2.22176895859457e-53,2.74214890686539e-51
"205","CACNA2D2",2.56458712704796e-53,3.14886119946401e-51
"965","MRPL12",2.81465752416886e-53,3.43808965722832e-51
"1104","PIK3IP1-AS1",3.99552397288519e-52,4.85548367104925e-50
"600","YME1L1",4.63515038950535e-52,5.60403871327083e-50
"806","GSTZ1",1.42250470531564e-51,1.7111215229373e-49
"898","ANKRD11",7.23107447200696e-51,8.65428140217924e-49
"621","LCOR",1.05218643891441e-50,1.25294784135451e-48
"630","GSTO2",1.57992112852661e-50,1.87196954913475e-48
"115","ATL2",1.62738595916695e-50,1.91861517782981e-48
"1027","HKR1",3.44902211428592e-50,4.04611272486305e-48
"757","NUDT15",3.47443890871003e-50,4.05585117338431e-48
"796","FBXO34",3.53336091286791e-49,4.10441438981524e-47
"1141","SNORA70",4.13232454780886e-49,4.77676560045983e-47
"149","IL37",4.93072540504953e-49,5.67200970502227e-47
"970","VAPA",8.5581787896917e-49,9.79725424054706e-47
"33","CDKN2C",1.16303914797955e-48,1.32502589854189e-46
"395","RGL2",1.19927527450226e-48,1.35977158755407e-46
"55","DENND2D",1.33429290917441e-48,1.50565424136695e-46
"275","KLHL8",1.56681642047661e-48,1.7596610765893e-46
"47","TGFBR3",3.89442063821274e-48,4.35311725772299e-46
"235","GYG1",4.69214790936513e-48,5.22017976564439e-46
"815","CCDC85C",7.76300898876736e-48,8.59626280405702e-46
"208","GRM2",9.1879062951149e-48,1.0126782115132e-45
"373","NQO2",4.73746345615396e-47,5.19739220002224e-45
"575","TOR2A",5.90816432005387e-47,6.45187879688095e-45
"818","PPP2R5C",1.05853817072414e-46,1.15065041429587e-44
"200","CDC25A",3.64433278377752e-46,3.94336776151488e-44
"929","TNS4",5.57708243428671e-45,6.00727829296783e-43
"613","VCL",7.22552215504438e-45,7.7476560410899e-43
"438","IFNGR1",1.23305620039996e-44,1.31620417931882e-42
"728","NUDT4",1.78262729812622e-44,1.89430130420166e-42
"960","TMEM235",4.48794566288236e-44,4.74780573095193e-42
"269","UTP3",7.401117041488e-44,7.79485646809516e-42
"3","MIB2",1.50850155955699e-43,1.58172395826646e-41
"670","ENDOD1",3.16185749995055e-43,3.30072850997041e-41
"981","SMAD7",3.40501900559543e-43,3.52472551736599e-41
"192","MIR3714",3.40617860267887e-43,3.52472551736599e-41
"113","VIT",5.03303455682606e-43,5.18555738665683e-41
"736","DIABLO",1.78746825440039e-42,1.83366386253359e-40
"369","RNF44",2.17426304891684e-42,2.22084101164579e-40
"821","CRIP2",2.23869533060954e-42,2.2768396244401e-40
"653","KBTBD4",2.7503258496216e-42,2.7852338315591e-40
"1082","BTG3",6.09327556285531e-42,6.14435536225456e-40
"316","NLN",6.125435925716e-42,6.15061250558017e-40
"277","HERC5",1.28159305771064e-41,1.2814308307413e-39
"837","HACD3",1.42950363983835e-41,1.42331713248947e-39
"1056","VPS16",5.7687468099534e-41,5.71974866759271e-39
"382","KDM1B",6.26324825770715e-41,6.1841747484536e-39
"1080","MHENCR",1.47647176397568e-40,1.45178221539136e-38
"4","SLC35E2A",1.65997991977427e-40,1.62547703135913e-38
"252","MXD4",2.64241997171146e-40,2.57684880945047e-38
"660","NPAS4",6.69701309830573e-40,6.50406227010455e-38
"694","CD69",7.68131579436336e-40,7.42955675016443e-38
"873","SH2B1",7.85718407467649e-40,7.53812514241331e-38
"886","TERF2",7.85718407467649e-40,7.53812514241331e-38
"396","BAK1",1.55373990080397e-39,1.48463606569967e-37
"768","ARGLU1",7.03885727909221e-39,6.69878718645173e-37
"306","CCT5",2.38513925878566e-38,2.26082580061775e-36
"539","MIR7848",2.83773222243468e-38,2.67911316633604e-36
"307","TTC33",2.98659273884344e-38,2.8084638147767e-36
"804","ZFP36L1",3.30518306710195e-38,3.09576771308754e-36
"229","FAM162A",4.77780517749415e-38,4.45746650752279e-36
"268","OCIAD1",1.16484001705673e-37,1.08247897585072e-35
"254","NOP14-AS1",1.51787457508312e-37,1.4050419455369e-35
"790","RN7SL1",2.0661040158872e-37,1.90507653169179e-35
"158","STK39",2.19480927989469e-37,2.01590680254513e-35
"1021","PLEKHF1",2.97842445074503e-37,2.72508587680714e-35
"918","TMEM97",3.04241682615227e-37,2.77292890497425e-35
"1018","ZNF431",3.1029291582718e-37,2.81724568059643e-35
"130","MOB1A",3.58122103903555e-37,3.23909141076433e-35
"174","ARPC2",4.40912383622245e-37,3.97273792954233e-35
"135","DUSP2",7.21896574787357e-37,6.47984209573333e-35
"241","TERC",8.28023331721086e-37,7.40440335539418e-35
"1096","MRPL40",1.10469621368084e-36,9.84134818631386e-35
"198","CCR9",1.57871796537866e-36,1.40115654028382e-34
"187","LINC01238",1.92638070784991e-36,1.70333744902684e-34
"880","PHKB",2.61315468296334e-36,2.30200470342685e-34
"30","SLC2A1-AS1",1.08332968464021e-35,9.50802353219228e-34
"807","TTC7B",1.31076528361001e-35,1.1461699234578e-33
"754","DGKH",3.59510161113349e-35,3.1321001058467e-33
"441","LINC02539",4.06024197072834e-35,3.52437926667947e-33
"408","TBCC",4.2173423338566e-35,3.64738544837225e-33
"27","STK40",4.80263989273473e-35,4.13847845593218e-33
"841","NEIL1",1.23659524422277e-34,1.06172454718648e-32
"932","NBR1",1.97876494014998e-34,1.69280840385322e-32
"862","HMOX2",3.38884919224776e-34,2.88868918376601e-32
"773","MIR4502",3.47438775581897e-34,2.9509880519585e-32
"740","LINC00944",3.62979372323864e-34,3.07197220927093e-32
"802","FNTB",3.74362011949268e-34,3.1570308174953e-32
"548","PLGRKT",5.56141761103173e-34,4.67336571378081e-32
"644","CTR9",5.66873896010708e-34,4.74671756670168e-32
"117","PKDCC",5.83838418462952e-34,4.87155598673118e-32
"995","ABHD17A",1.6488055219542e-33,1.37093840188592e-31
"747","SPATA13-AS1",3.35241391983121e-33,2.77769764539301e-31
"543","NRBP2",6.46880182326125e-33,5.34115668312968e-31
"1119","TRMU",7.32561158421833e-33,6.02760478163964e-31
"1138","BCORL1",1.36850765345907e-32,1.12212892263043e-30
"822","MIR4537",1.6934708577637e-32,1.38379927298022e-30
"1105","EIF4ENIF1",1.76017614582258e-32,1.43336405936624e-30
"46","ZNF644",2.44864187583946e-32,1.98717351136191e-30
"473","NFE2L3",2.89190761223394e-32,2.33889196884326e-30
"1019","ZNF91",3.60303270258887e-32,2.90411788956627e-30
"509","SH2D4A",4.17518752780192e-32,3.35387860496007e-30
"185","PDCD1",5.91453263982272e-32,4.73502297182024e-30
"910","POLR2A",1.39731358149825e-31,1.11488686669239e-29
"479","TARP",1.84674210698212e-31,1.46853180232065e-29
"991","MED16",3.67574900631281e-31,2.90472193338075e-29
"114","HEATR5B",3.67732869145556e-31,2.90472193338075e-29
"457","TAGAP",3.75577488723994e-31,2.95683048182475e-29
"279","CISD2",3.93231687149074e-31,3.08556665244093e-29
"642","TAF10",4.47447989114101e-31,3.49939768912107e-29
"484","GSAP",7.46579841731329e-31,5.81963898339056e-29
"925","THRA",1.05699390412778e-30,8.21232280200526e-29
"515","KIF13B",1.12360702897034e-30,8.70134502140856e-29
"292","MIR3140",1.20381878704078e-30,9.29214781645122e-29
"793","RTRAF",1.35341100420523e-30,1.04129157683933e-28
"627","SUFU",1.6708121778406e-30,1.28133450415173e-28
"93","CNIH3",2.94740135684835e-30,2.25305064365275e-28
"519","TACC1",5.8527719365729e-30,4.45958638524013e-28
"917","MAPK7",7.97300136661764e-30,6.05564786489546e-28
"735","CAMKK2",8.79055172224078e-30,6.6552621138e-28
"1068","SLC32A1",1.23514001589382e-29,9.32137355306877e-28
"482","GTF2I",1.29465016992628e-29,9.73946827833109e-28
"68","MEF2D",1.30170769148205e-29,9.76157188767409e-28
"651","PHF21A",1.6987571366871e-29,1.26988794536512e-27
"349","VTRNA1-1",2.80185667268347e-29,2.08791187335158e-27
"857","SNRPA1",4.30863438609591e-29,3.20068053439858e-27
"1008","MRPL4",4.57192295234061e-29,3.38565181880048e-27
"833","LEO1",4.71654925181222e-29,3.48187126542661e-27
"825","APBA2",5.13022103894746e-29,3.77549217266888e-27
"411","SLC29A1",5.91596523145859e-29,4.34026712352552e-27
"1028","HNRNPL",8.29454812231642e-29,6.06654033501643e-27
"1013","KLF2",9.30004788470597e-29,6.78102260688853e-27
"607","SGMS1",1.02344986615772e-28,7.43947591360108e-27
"999","TNFSF9",1.79543952326208e-28,1.3011171370869e-26
"1047","ZNF701",2.37587872570711e-28,1.71649994399639e-26
"998","ZBTB7A",5.48702953164143e-28,3.95216227389991e-26
"304","LPCAT1",7.03240204799324e-28,5.04990397973624e-26
"702","PCED1B-AS1",1.05899970633603e-27,7.58160605469631e-26
"155","MCM6",1.17060717358505e-27,8.3553849977244e-26
"589","MIR6078",1.27345057404667e-27,9.06214962558077e-26
"1033","MAP3K10",2.52198109964937e-27,1.78932293767638e-25
"25","S100PBP",3.81037894569591e-27,2.6953596977957e-25
"314","DDX4",4.6038460731478e-27,3.2469446546245e-25
"976","TRAPPC8",6.70446711606272e-27,4.71441416170143e-25
"206","HEMK1",6.74270841977125e-27,4.72727696518696e-25
"1038","BCL3",8.66708846726864e-27,6.0585249383146e-25
"1034","PRX",9.01196543387315e-27,6.28107484960271e-25
"826","RASGRP1",1.14303164661214e-26,7.94323194421343e-25
"123","LINC01800",1.39738711760763e-26,9.68242179121284e-25
"483","HSPB1",1.4861302707697e-26,1.02672970922535e-24
"246","SNORD2",3.61251930994859e-26,2.48854273511197e-24
"554","FAM221B",5.50702288047395e-26,3.78260641155337e-24
"356","PPP2R2B-IT1",1.21389913527929e-25,8.31380572506163e-24
"341","VDAC1",1.37711526711155e-25,9.40446699848486e-24
"488","PDAP1",1.98209439571002e-25,1.34970376135461e-23
"164","GLS",2.06432814312972e-25,1.40167289420473e-23
"53","CYB561D1",4.98837512914235e-25,3.37741501243675e-23
"370","CNOT6",9.382248743199e-25,6.32033811092834e-23
"176","EPHA4",9.38835723951038e-25,6.32033811092834e-23
"401","KCTD20",9.43184578343406e-25,6.33162746544014e-23
"257","JAKMIP1",1.06202665817035e-24,7.10927845159964e-23
"7","PIK3CD-AS2",1.11270218531361e-24,7.42752216489481e-23
"927","MSL1",1.39987991058857e-24,9.31824557337568e-23
"701","SLC38A1",7.6506376462585e-24,5.07835182922654e-22
"752","RGCC",8.91175373705483e-24,5.89893375159185e-22
"831","SLC27A2",1.19299797849983e-23,7.87478359234277e-22
"132","ST3GAL5",1.30566847672243e-23,8.59456274802538e-22
"580","RALGDS",2.04847407967726e-23,1.34467286055712e-21
"204","RBM5",2.098910497706e-23,1.37397464265578e-21
"242","PHC3",2.36415414024077e-23,1.54334326890594e-21
"81","LINC01031",2.42845984144413e-23,1.58096738633796e-21
"692","LRRC23",5.37212492482616e-23,3.48776011900289e-21
"650","TP53I11",6.44866788692918e-23,4.17524816711915e-21
"866","C16orf72",6.69654237394456e-23,4.32392274210802e-21
"1134","MAGT1",1.07744870259355e-22,6.93812551776071e-21
"434","SAMD3",1.29257756704321e-22,8.30087008298727e-21
"847","ST20-AS1",1.4006024746168e-22,8.9510082063179e-21
"774","RNASE11",1.40136896845337e-22,8.9510082063179e-21
"921","CPD",1.63544986944798e-22,1.04180794506206e-20
"705","KMT2D",2.13878180963302e-22,1.35878585905827e-20
"1062","GGTLC1",2.22694885916841e-22,1.41101623304048e-20
"1058","PLCB1",2.53487138398359e-22,1.60183592496691e-20
"986","ZADH2",4.66286968812516e-22,2.9387240159442e-20
"944","SLC35B1",5.15711431832773e-22,3.24159517245125e-20
"654","LBHD1",5.2952560253181e-22,3.3196212177768e-20
"791","RN7SL2",7.50061044336993e-22,4.68976162734927e-20
"798","LOC101927690",7.86870185425512e-22,4.90696389053378e-20
"410","ZNF318",8.09821527474314e-22,5.03683483899182e-20
"755","EPSTI1",9.50688959677252e-22,5.89750687891933e-20
"175","TUBA4B",1.21359643172609e-21,7.50877144715747e-20
"1117","FAM118A",1.3607571097855e-21,8.39735969546535e-20
"1079","MIR124-3",1.47897064948231e-21,9.10316038461881e-20
"573","RALGPS1",1.74806061762116e-21,1.0731552449681e-19
"784","RALGAPA1",1.99598038616103e-21,1.22218985040977e-19
"485","AKAP9",2.1969325387771e-21,1.34177088586085e-19
"659","RIN1",2.51581366111411e-21,1.53257676934244e-19
"270","CNOT6L",2.53067522873116e-21,1.53767720244211e-19
"1115","PRR5",2.55282358339982e-21,1.547167786594e-19
"78","FASLG",2.88879511421952e-21,1.74632086279745e-19
"221","ABHD10",1.53547328882271e-20,9.25855229649661e-19
"397","LOC101929243",2.00746781224854e-20,1.20738489205212e-18
"783","NFKBIA",2.09875627377258e-20,1.25909436505288e-18
"717","AGAP2",2.22564573211671e-20,1.33184663924166e-18
"238","SSR3",2.75821260430808e-20,1.64638196685865e-18
"1064","KIF3B",5.05524465821881e-20,3.00990283079928e-18
"964","RPTOR",8.3784933759061e-20,4.97606911099867e-18
"445","HIVEP2",1.10250887420853e-19,6.53153819802991e-18
"881","N4BP1",1.60682489314208e-19,9.49549363909919e-18
"1091","TRAPPC10",1.80513003094353e-19,1.06408373988231e-17
"623","GOLGA7B",2.30982786008527e-19,1.35821317122681e-17
"535","LINC00861",2.32774194223397e-19,1.36535893081976e-17
"121","XPO1",2.34728772918256e-19,1.37342413131948e-17
"439","OLIG3",2.83780365843466e-19,1.65634072152527e-17
"491","UFSP1",3.84628797224299e-19,2.23944683238924e-17
"406","TRERF1",4.15500510568176e-19,2.41326362718972e-17
"28","MFSD2A",5.0716073530376e-19,2.93843226026729e-17
"430","ZUP1",6.21489869815215e-19,3.59205986463687e-17
"797","LINC00520",7.63688356464809e-19,4.40319293993834e-17
"50","ABCA4",2.03005459083183e-18,1.16762630191607e-16
"247","BCL6",3.12100004047196e-18,1.79075878835506e-16
"855","RGMA",3.20435865278569e-18,1.83414702886624e-16
"88","TMCC2",3.5306530942063e-18,2.01604545478088e-16
"486","CDK6",3.64327707912109e-18,2.07535425345992e-16
"891","CDH13",4.36743918366779e-18,2.48189943250302e-16
"321","MIR4803",6.44994269155402e-18,3.65656200865444e-16
"1084","IFNGR2",6.64200973063049e-18,3.75646072999405e-16
"163","NAB1",7.0925911774686e-18,4.00174126505889e-16
"152","WDR33",9.06444068645997e-18,5.10213897736442e-16
"969","NDUFV2-AS1",1.00193571950938e-17,5.62627268843928e-16
"48","BRDT",1.04002225588878e-17,5.8263374462876e-16
"697","BORCS5",1.09930066192085e-17,6.14389806262699e-16
"1043","FKRP",1.28586176739894e-17,7.16966265930653e-16
"166","STAT4",1.39349044927478e-17,7.75153595691654e-16
"60","FAM72B",1.66962533567127e-17,9.26583409353681e-16
"310","PARP8",1.68345529905534e-17,9.3207570611482e-16
"634","NANOS1",1.84421116010012e-17,1.01870097577838e-15
"450","SYNE1",2.17226706020299e-17,1.19712122152628e-15
"514","PNOC",2.2364309942456e-17,1.22962193203336e-15
"1126","MIR1587",2.28684209210503e-17,1.25442817260678e-15
"92","CAPN2",2.48499276527854e-17,1.35997398519181e-15
"693","LINC00937",4.97264097188495e-17,2.71513071683774e-15
"1035","LTBP4",5.43845702907246e-17,2.96264634983747e-15
"178","PTMA",5.89424833827775e-17,3.20357804752679e-15
"286","TRPC3",5.99600190568765e-17,3.25142464894921e-15
"1081","MIR647",6.33835538831731e-17,3.42922391865195e-15
"49","MIR760",6.62876841210818e-17,3.57817596951543e-15
"467","FBXL18",8.18419347067946e-17,4.40774619715207e-15
"525","TMEM70",9.75542786294868e-17,5.24204929860079e-15
"534","FBXO32",1.02724092143026e-16,5.50735930206628e-15
"764","STK24",1.06403371820984e-16,5.69173973372882e-15
"994","MEX3D",1.33023229998812e-16,7.09966549838254e-15
"329","TMEM161B-AS1",1.37623976500536e-16,7.32870869917575e-15
"138","ZAP70",1.48026074138981e-16,7.86496385397181e-15
"1099","TOP3B",1.55744687872362e-16,8.2565589899583e-15
"19","IFI6",1.94801989927179e-16,1.0304068650233e-14
"641","CNGA4",3.09371277752476e-16,1.63277754318495e-14
"236","COMMD2",3.42576131843312e-16,1.80400591028688e-14
"809","TC2N",3.5331385474934e-16,1.85642536940025e-14
"703","HDAC7",3.55421006751905e-16,1.86336539756635e-14
"459","MIR1913",3.6301085106868e-16,1.89895543880232e-14
"476","SEPT7",3.73261238162963e-16,1.94827567417351e-14
"492","ATXN7L1",6.14069270768487e-16,3.19815373832985e-14
"110","CLIP4",7.51911361579925e-16,3.90746568757883e-14
"758","FNDC3A",7.85618988151195e-16,4.07370091076999e-14
"496","TRIM24",8.19057921544905e-16,4.23781999276192e-14
"493","MKLN1",1.01811773009147e-15,5.25628232025657e-14
"1006","PPAN",1.38084699247198e-15,7.11346330013228e-14
"563","FAM120A",1.56920947570869e-15,8.06091487634844e-14
"700","SCAF11",1.5715671489526e-15,8.06091487634844e-14
"126","PLEK",1.77768415270857e-15,9.09844089994278e-14
"1007","P2RY11",2.11588338436102e-15,1.08060535687938e-13
"890","MAF",3.7522504693168e-15,1.91219525529893e-13
"1","AGRN",3.96203825676346e-15,2.01477297361639e-13
"272","CFAP299",4.07977530501429e-15,2.07020204288916e-13
"961","USP36",5.45036164485596e-15,2.75976965594341e-13
"427","MICAL1",7.02857271464815e-15,3.54404143758389e-13
"1129","UXT",7.03313324719571e-15,3.54404143758389e-13
"1029","NFKBIB",7.04411325105293e-15,3.54404143758389e-13
"590","LINC00702",9.43498139445904e-15,4.73688038356983e-13
"87","LAX1",9.82877898596462e-15,4.92415593298951e-13
"716","MBD6",1.11846490610006e-14,5.59161664131922e-13
"638","B4GALNT4",1.30718163578036e-14,6.52132278380781e-13
"584","ABCA2",1.45533835026879e-14,7.24520018620157e-13
"256","TMEM128",1.86147254481126e-14,9.2476551141284e-13
"772","RASA3",2.38233347059136e-14,1.18104929398752e-12
"538","ASAP1",2.6836479364452e-14,1.32764937682551e-12
"615","COMTD1",2.76384669066652e-14,1.36447656309843e-12
"1046","PRMT1",3.19734321244623e-14,1.57520669657668e-12
