"","Feature","p value","adjusted p value"
"97","LINC01800",2.63765082638439e-12,2.93447941938173e-10
"484","BCAR4",2.89302677199922e-12,3.20355399140493e-10
"130","GPD1L",3.0861575676205e-12,3.40151980836758e-10
"506","C16orf47",3.64486932034135e-12,3.99872538352448e-10
"272","MTSS1",3.92194459139298e-12,4.28287193466541e-10
"354","SELENOH",4.34856890506733e-12,4.72697419006333e-10
"363","GPR137",5.1667536190992e-12,5.59071052565268e-10
"485","BFAR",5.2446478552479e-12,5.64920091935498e-10
"183","PRKG2",6.28634600711451e-12,6.74061272989107e-10
"427","PTGER2",6.6257788874696e-12,7.07257127461113e-10
"417","FBRSL1",7.54632160153001e-12,8.01906650185904e-10
"283","LRRC14",1.00880989364403e-11,1.06247857998589e-09
"598","MAP2K7",1.00880989364403e-11,1.06247857998589e-09
"558","GAA",1.04207024110573e-11,1.09265214617179e-09
"676","RAB36",1.29395517797496e-11,1.35078660143051e-09
"622","LRRC25",2.21640102885005e-11,2.30359891143244e-09
"573","EPG5",2.81260460851205e-11,2.91049307458122e-09
"288","LINC01504",3.01348565693178e-11,3.10480737444837e-09
"296","ATP6V1G1",3.1315166017155e-11,3.2124480047988e-09
"313","MIR3155A",3.21422465903613e-11,3.283081109706e-09
"3","AURKAIP1",3.88532486863215e-11,3.93463860734941e-09
"425","METTL3",3.88532486863215e-11,3.93463860734941e-09
"701","GNL3L",3.95033137935422e-11,3.98344692325775e-09
"187","SLC6A3",4.09866842699112e-11,4.11551464891562e-09
"8","VAMP3",4.31020733664419e-11,4.30966174077879e-09
"702","MSN",5.12695918094292e-11,5.1047710802859e-09
"285","GLIPR2",6.73980229132933e-11,6.68255627186741e-09
"392","RPAP3",7.28221935850995e-11,7.19028133910876e-09
"178","DTHD1",8.38350899866656e-11,8.24332003076354e-09
"343","CAND1.11",8.68442994535129e-11,8.50392299235494e-09
"30","SMAP2",8.75595259162722e-11,8.53867524953869e-09
"124","FARP2",1.00793786493743e-10,9.74902187160091e-09
"138","RPL14",1.00793786493743e-10,9.74902187160091e-09
"107","TMEM87B",1.02462152887877e-10,9.87010421538221e-09
"577","BSG",1.09787919692675e-10,1.05329730079244e-08
"168","EIF4G1",1.32779422350612e-10,1.26873950461389e-08
"157","SHQ1",1.50175155753239e-10,1.42919705457209e-08
"54","YY1AP1",1.9220523266284e-10,1.82187495936453e-08
"512","EMC8",1.9510548914228e-10,1.84199791880661e-08
"91","WDR43",2.49948644728828e-10,2.35040993418216e-08
"340","SNORA3B",3.05969569313283e-10,2.86583434150865e-08
"630","MEGF8",3.10872211818425e-10,2.90029086750442e-08
"324","CYP17A1",3.6143677301675e-10,3.35881067065801e-08
"122","PTMA",3.67586506361843e-10,3.40163654241081e-08
"503","NIP7",3.68916146094264e-10,3.40163654241081e-08
"192","CENPH",3.7124688965965e-10,3.4098595132809e-08
"587","OAZ1",3.80662560627109e-10,3.4828419687956e-08
"185","TIGD4",3.98529736243147e-10,3.63229198452072e-08
"541","CALCOCO2",4.28033011244593e-10,3.88624454692074e-08
"574","PMAIP1",4.47035876083071e-10,4.04328593722921e-08
"328","SEC23IP",5.11940670245556e-10,4.56069851985298e-08
"431","VIPAS39",5.11940670245556e-10,4.56069851985298e-08
"444","COPS2",5.11940670245556e-10,4.56069851985298e-08
"625","MED29",5.11940670245556e-10,4.56069851985298e-08
"155","ARL6IP5",5.21001424613963e-10,4.6240339921637e-08
"301","RALGPS1",5.38113716683827e-10,4.75808982994651e-08
"678","AP1B1",6.62264545547678e-10,5.83408287577819e-08
"610","MIR23A",7.42301854529422e-10,6.51493594325322e-08
"142","CDCP1",1.02312278201147e-09,8.94647253333051e-08
"683","MFNG",1.20702979901102e-09,1.0515803362928e-07
"576","NFATC1",1.2159192695697e-09,1.05544464948693e-07
"486","LOC102723385",1.27026563747639e-09,1.09859433617803e-07
"549","DNAI2",1.40713825627822e-09,1.21254382760091e-07
"704","SLC25A5",1.47091930562729e-09,1.25774472677979e-07
"706","CXorf40A",1.47091930562729e-09,1.25774472677979e-07
"660","MAFB",1.47551603175415e-09,1.25774472677979e-07
"94","EML4",1.55110418690683e-09,1.31743784649215e-07
"256","ZNF3",1.61274503180881e-09,1.3649006792419e-07
"80","TBCE",1.7460384594034e-09,1.46722955221569e-07
"284","SIGMAR1",1.7460384594034e-09,1.46722955221569e-07
"449","BNIP2",1.78399827825148e-09,1.49383064309983e-07
"239","ZDHHC14",1.83791728675427e-09,1.53356077268366e-07
"105","BCL2L11",1.92292349164713e-09,1.59886028005481e-07
"68","CD46",2.01656911975613e-09,1.67086148359654e-07
"408","HRK",2.12062786648669e-09,1.75095883456916e-07
"536","NR1D1",2.15079987934148e-09,1.76970502572066e-07
"372","ANKRD13D",2.31880266403686e-09,1.90133794912393e-07
"111","DARS",2.58956505983352e-09,2.11603183527155e-07
"437","LINC00523",2.72941578852399e-09,2.22264487768567e-07
"65","MDM4",3.54880058522257e-09,2.87999751602806e-07
"347","LOC100507144",3.64522047946524e-09,2.94814981917706e-07
"182","CCNI",3.6804406584012e-09,2.96651028170521e-07
"312","EHMT1",4.38640998084969e-09,3.52355109546424e-07
"500","ATP6V0D1",4.51674978722343e-09,3.61599390904844e-07
"700","MAGIX",4.63039012760577e-09,3.69449006241999e-07
"318","CH25H",4.6831179170969e-09,3.72402165373977e-07
"665","NELFCD",4.88716134341926e-09,3.87327967742496e-07
"378","UCP2",5.12970562528287e-09,4.05195447341094e-07
"674","BID",5.50503170396535e-09,4.33397794979624e-07
"315","ZNF438",5.58445405553017e-09,4.38194727661915e-07
"651","LOC388780",5.6070562285663e-09,4.38516209400448e-07
"199","DTWD2",5.71199637887253e-09,4.43794026852925e-07
"648","ZSCAN22",5.71199637887253e-09,4.43794026852925e-07
"600","SLC44A2",6.23938700041547e-09,4.83185469767468e-07
"355","MS4A4A",6.26845997251664e-09,4.8385568719455e-07
"112","CYTIP",6.41369110609037e-09,4.93458565392933e-07
"710","BRCC3",6.63393295378771e-09,5.08751809727855e-07
"590","C19orf71",6.68384829953987e-09,5.10926300497408e-07
"675","SLC25A1",6.71096964005382e-09,5.11349992155484e-07
"245","AIMP2",6.76625934100931e-09,5.13910408986851e-07
"606","MIR5684",7.62475753453702e-09,5.77264790082824e-07
"306","SLC2A6",7.97799311019753e-09,6.02084403606213e-07
"666","SLC17A9",8.19395184934512e-09,6.16419291980735e-07
"95","THADA",1.08003413735705e-08,8.09923068131333e-07
"99","PPP3R1",1.09368951641704e-08,8.17576040079958e-07
"235","TNFAIP3",1.11324437847324e-08,8.2957710807171e-07
"489","CD19",1.15060708348721e-08,8.54731537849416e-07
"375","PDE2A",1.1568174292013e-08,8.56659456868223e-07
"247","HUS1",1.21882686460475e-08,8.99767607804947e-07
"240","SYTL3",1.29855608219438e-08,9.55648555272056e-07
"607","JUNB",1.31136783037639e-08,9.6208927171608e-07
"55","ARHGEF2",1.52607946284071e-08,1.11615756268322e-06
"195","SCAMP1-AS1",1.6493585022824e-08,1.20261072087957e-06
"205","NDUFA2",1.79326720277424e-08,1.30352923018838e-06
"252","SEMA3C",1.8410483945626e-08,1.33416892372936e-06
"72","ATF3",1.8805643530325e-08,1.35865041078693e-06
"110","UBXN4",2.15492923440819e-08,1.55213854309334e-06
"208","THG1L",2.30712129350965e-08,1.65672282703934e-06
"5","ZBTB48",2.33174874583804e-08,1.66934894350828e-06
"532","KIAA0100",2.40192942738798e-08,1.71441330243412e-06
"52","EFNA4",2.56982985017281e-08,1.82874648527162e-06
"42","ANKRD34A",2.62743300334971e-08,1.86414011617898e-06
"169","TRA2B",2.71297794038323e-08,1.91908770905258e-06
"571","MIR4526",2.82487659426181e-08,1.99229466232804e-06
"69","MIR29B2",3.22222929362656e-08,2.26579132258364e-06
"414","SLC15A4",3.25762675500033e-08,2.28390476962257e-06
"690","PARVB",3.47417866717415e-08,2.4285431231866e-06
"498","ADGRG3",3.67391533874184e-08,2.56061093476957e-06
"515","NXN",4.01229246633495e-08,2.78671532610201e-06
"699","TFE3",4.02184513451866e-08,2.78671532610201e-06
"468","DECR2",4.25842267629842e-08,2.94203621458437e-06
"329","MIR4296",4.89521504401228e-08,3.37214857261509e-06
"189","MRPL36",5.23215730787508e-08,3.59380961520915e-06
"514","CENPBD1",5.38841970792804e-08,3.65885510384482e-06
"58","DCAF8",5.4040565740207e-08,3.65885510384482e-06
"144","SMARCC1",5.4040565740207e-08,3.65885510384482e-06
"454","DPP8",5.4040565740207e-08,3.65885510384482e-06
"652","SNRPB",5.4040565740207e-08,3.65885510384482e-06
"128","MTMR14",5.521358736673e-08,3.72762501375898e-06
"614","AP1M1",5.88339101639812e-08,3.9607590032837e-06
"28","SF3A3",5.97786312635297e-08,4.01295814462284e-06
"341","TMEM9B-AS1",6.47325712393668e-08,4.33324220525219e-06
"88","OST4",6.66042912764674e-08,4.44247188249499e-06
"160","POLQ",6.69267190805043e-08,4.44247188249499e-06
"203","BRD8",6.69267190805043e-08,4.44247188249499e-06
"310","SAPCD2",6.84199644858239e-08,4.52890474419153e-06
"575","ZCCHC2",7.99109543932554e-08,5.27479076951803e-06
"406","MED13L",8.37550093307896e-08,5.51317348919923e-06
"505","ZFHX3",8.49767529078123e-08,5.57810003782944e-06
"709","SLC10A3",8.80770802949972e-08,5.76564246339931e-06
"419","PARP4",9.37640756716896e-08,6.12101184901385e-06
"635","EMP3",1.0400421376798e-07,6.77084575181267e-06
"17","SLC9A1",1.06243828593768e-07,6.89769864708636e-06
"350","CREB3L1",1.34903161717791e-07,8.73442683941663e-06
"567","MYOM1",1.43129366494745e-07,9.24178909489363e-06
"241","RSPH3",1.4927921301034e-07,9.61268888778811e-06
"132","GLB1",1.56351327447642e-07,1.00136686662886e-05
"359","POLR2G",1.56351327447642e-07,1.00136686662886e-05
"82","NLRP3",1.60511193888657e-07,1.02523821066833e-05
"620","MAST3",1.71706413301447e-07,1.09379754731301e-05
"119","MIR4777",1.7806784448696e-07,1.13127981522989e-05
"73","FAM71A",1.83325351011282e-07,1.16156707029795e-05
"475","TRAP1",1.9959509444104e-07,1.26128132079182e-05
"6","THAP3",2.15611607841979e-07,1.35167943678079e-05
"332","PTDSS2",2.15611607841979e-07,1.35167943678079e-05
"461","MIR4515",2.15611607841979e-07,1.35167943678079e-05
"581","PCSK4",2.17918355706702e-07,1.36253595651233e-05
"50","C1orf43",2.31617512654328e-07,1.44437899930779e-05
"399","LRP1",2.42493031406463e-07,1.50823027959028e-05
"143","NBEAL2",2.56607501395192e-07,1.5918397802518e-05
"67","C4BPA",2.68491326308439e-07,1.66121121658775e-05
"520","SCIMP",2.71454369570984e-07,1.67517036346969e-05
"684","LGALS2",2.79800882720986e-07,1.72219260203616e-05
"14","CAPZB",2.83272909985335e-07,1.73904615231153e-05
"38","EVI5",3.00143763788873e-07,1.8378570466421e-05
"133","DCLK3",3.12342431392344e-07,1.90762334966608e-05
"679","RNF215",3.22679176832694e-07,1.96568854843299e-05
"215","PRR7-AS1",3.61684804108561e-07,2.19765251357963e-05
"492","SPN",4.18750245249643e-07,2.53788351961145e-05
"647","ZNF749",4.33926447840024e-07,2.62291903161457e-05
"74","H3F3A",4.35959105063613e-07,2.62291903161457e-05
"411","RHOF",4.36101657786276e-07,2.62291903161457e-05
"33","PLK3",4.45824464712135e-07,2.67460818741354e-05
"464","POLG",4.60574442522872e-07,2.75611933446073e-05
"96","REL",4.70825191960055e-07,2.8103638725132e-05
"383","PTMS",5.18170370617369e-07,3.08519680214065e-05
"595","TUBB4A",5.31458151356396e-07,3.15638190794299e-05
"172","RUBCN",5.34356231930158e-07,3.16565990701224e-05
"605","ZNF433-AS1",5.58853087328908e-07,3.30252907990851e-05
"445","SLC27A2",5.66036826218798e-07,3.3311294268446e-05
"106","MIR4435-2HG",5.6650426594859e-07,3.3311294268446e-05
"440","CDC42BPB",5.69383297901943e-07,3.3397712896986e-05
"108","TMEM185B",5.82575166916816e-07,3.40871203220439e-05
"234","RTN4IP1",6.06379968498323e-07,3.53925766342482e-05
"424","TMEM253",6.10860342212246e-07,3.5566480416225e-05
"266","SPIDR",6.53401186366074e-07,3.78925387846758e-05
"244","TTYH3",6.55732172815179e-07,3.78925387846758e-05
"186","WWC2-AS2",6.60405052034904e-07,3.78925387846758e-05
"254","ATP5MF-PTCD1",6.60405052034904e-07,3.78925387846758e-05
"368","MRPL11",6.60405052034904e-07,3.78925387846758e-05
"629","LINC01480",6.60405052034904e-07,3.78925387846758e-05
"546","PRR11",7.53770966668627e-07,4.31451946790977e-05
"151","PPM1M",7.55727247520257e-07,4.31529363481627e-05
"135","ACAA1",8.24671492228559e-07,4.69765393061062e-05
"455","PML",8.61533096307983e-07,4.89586325736457e-05
"217","SERPINB1",8.69553041855684e-07,4.92961684996511e-05
"708","FLNA",8.99488326315598e-07,5.08715390661115e-05
"517","MNT",9.78382639627597e-07,5.52017462172742e-05
"538","CNP",9.88900942523577e-07,5.5662673717295e-05
"300","ZBTB43",1.00711038147432e-06,5.6553304999519e-05
"528","MFAP4",1.01844360211653e-06,5.70545107313368e-05
"171","LINC01063",1.03674086651108e-06,5.79425667776254e-05
"93","BIRC6",1.04503950217831e-06,5.81681577907935e-05
"206","GRPEL2",1.04814125740258e-06,5.81681577907935e-05
"603","ZNF627",1.04814125740258e-06,5.81681577907935e-05
"224","VARS",1.06554461964405e-06,5.89958197469743e-05
"519","LOC102724009",1.1520875619224e-06,6.36387388225526e-05
"456","MIR4513",1.21507928023172e-06,6.68336644517451e-05
"117","TMBIM1",1.21816083969413e-06,6.68336644517451e-05
"682","TOM1",1.21838811002042e-06,6.68336644517451e-05
"331","C10orf91",1.29421692779002e-06,7.08292344984762e-05
"430","LINC01629",1.3181600978573e-06,7.19733636841576e-05
"596","INSR",1.48280264586163e-06,8.07769524114552e-05
"148","MIR4271",1.63163845616405e-06,8.86810470085308e-05
"504","NFAT5",1.71618014484376e-06,9.30625192044909e-05
"458","COX5A",1.72843605613717e-06,9.35131260782704e-05
"193","MCCC2",1.74937351182915e-06,9.44303054893287e-05
"612","PKN1",1.80192299387046e-06,9.70458390585187e-05
"501","RIPOR1",1.81440409763636e-06,9.74964487566638e-05
"395","BCDIN3D-AS1",1.91642760201668e-06,0.000102671909941973
"109","SFT2D3",1.92371726438942e-06,0.000102671909941973
"162","ACAD9",1.92371726438942e-06,0.000102671909941973
"416","MMP17",1.98966899722543e-06,0.000105953227476969
"568","RALBP1",2.03021864278143e-06,0.000107870159591909
"352","ARFGAP2",2.12310157424197e-06,0.000112552881442532
"477","ADCY9",2.33240976831996e-06,0.000123373022946156
"502","SMPD3",2.49788562553719e-06,0.000131831616187872
