"","Feature","p value","adjusted p value"
"39","ST7L",2.70421720339671e-06,0.00014240407793087
"49","MIR6737",2.80175589096078e-06,0.000147213324496891
"621","LOC102725254",2.95958119374625e-06,0.000155126351461783
"308","MIR4669",2.96612169133395e-06,0.000155126351461783
"317","ZSWIM8",2.97199491765412e-06,0.000155126351461783
"556","ENGASE",2.98070640643771e-06,0.00015523912024913
"388","LRMP",3.03030748936104e-06,0.000157476308279361
"229","TBC1D22B",3.08658064487262e-06,0.000160049675145616
"279","ZC3H3",3.1728772476569e-06,0.000164165223008134
"391","PCED1B-AS1",3.21597324687923e-06,0.00016603250115751
"508","HSBP1",3.24749760359992e-06,0.00016729554502719
"497","LPCAT2",3.36614577677485e-06,0.000173031575861678
"680","LIMK2",3.52773405302413e-06,0.000180945268083361
"608","DNASE2",3.92869076477504e-06,0.000201075993634717
"374","TPCN2",4.04180125948179e-06,0.000206419319926595
"165","MRAS",4.15031889072743e-06,0.000211505605921651
"366","SNX32",4.35600420810556e-06,0.000221511226865832
"703","TAF9B",4.68466616954018e-06,0.000237714206037674
"604","ACP5",5.15384075043367e-06,0.000260962744151766
"491","SPNS1",5.19193126333329e-06,0.000262330906497247
"176","MAN2B2",5.33887759938325e-06,0.000269181664835287
"462","LOC101929679",5.37023142492189e-06,0.000270187630735401
"131","CMTM6",5.55724535206389e-06,0.000279004328618343
"479","ANKS3",5.69428713582092e-06,0.000285280173906022
"530","NLK",5.74154589150169e-06,0.000287040955677037
"562","FASN",6.09427749689219e-06,0.000304033881776535
"322","LDB1",6.12533624448004e-06,0.000304941371818159
"540","ARHGAP27",6.14541029758611e-06,0.00030529934553857
"98","PNO1",6.60367939957046e-06,0.000327379478518036
"20","PEF1",6.61837868190603e-06,0.0003274232142487
"585","BTBD2",6.6961851748855e-06,0.000330582291852629
"537","EIF1",6.81643578769862e-06,0.000335819290771506
"443","SPATA5L1",6.90920922137315e-06,0.000339683674105559
"175","HGFAC",7.16759069049028e-06,0.000351657135802377
"2","ISG15",7.31642941648362e-06,0.000356136838960016
"90","NRBP1",7.33404133065316e-06,0.000356136838960016
"92","DPY30",7.33404133065316e-06,0.000356136838960016
"180","SLC30A9",7.33404133065316e-06,0.000356136838960016
"227","TAP2",7.33404133065316e-06,0.000356136838960016
"212","HRH2",7.44502081423251e-06,0.000360786622157194
"79","LOC101927851",7.4830483859592e-06,0.000361889382861378
"170","MIR6829",7.66902329316203e-06,0.000370127993845338
"139","ZNF621",7.80050043090725e-06,0.000375708249413027
"578","MED16",7.88288225200858e-06,0.000378906005529102
"305","CRAT",7.91781413446289e-06,0.000379814658996695
"41","PPM1J",8.20309104405536e-06,0.000392704340345414
"526","ZSWIM7",8.2542899543636e-06,0.000394358687597892
"152","FAM208A",8.40381641136411e-06,0.000400694642857334
"393","KMT2D",8.58732881098144e-06,0.000408622351071942
"636","CCDC114",8.72627324642974e-06,0.000414401797836965
"685","MIR658",8.76576984565068e-06,0.000415444896064768
"103","SEMA4C",8.82974411447501e-06,0.000417641609342743
"548","RPL38",8.86299125260142e-06,0.000418379091061546
"473","PDPK1",8.98637214396445e-06,0.000423359961621323
"580","GPX4",9.60528932972705e-06,0.000451620121520917
"624","CCNE1",9.83955402855898e-06,0.000461718637256955
"360","TMEM179B",9.93795848759443e-06,0.000465414629012895
"121","TEX44",1.00272282448943e-05,0.000468669088203671
"334","TALDO1",1.01775486185651e-05,0.000474758601602632
"261","DOCK5",1.07903833391852e-05,0.000502357001942381
"319","ENTPD1",1.14442197649208e-05,0.000531752305430057
"413","SCARB1",1.16755940022787e-05,0.000541104536188373
"563","SLC16A3",1.16911643890977e-05,0.000541104536188373
"691","PARVG",1.18273866186103e-05,0.000545828749762929
"422","LINC01232",1.18393035986895e-05,0.000545828749762929
"149","USP4",1.19189566501624e-05,0.000548434011143494
"243","CYP2W1",1.22046774020561e-05,0.000559408588774706
"616","SLC35E1",1.22046774020561e-05,0.000559408588774706
"637","TEAD2",1.25380979138845e-05,0.000573581672326875
"255","ZKSCAN5",1.25899021505137e-05,0.000574841832872301
"274","ST3GAL1",1.37534173281002e-05,0.000626759096969212
"147","QARS",1.38566978929417e-05,0.000630253685161304
"281","OPLAH",1.41135602880788e-05,0.000640347563549907
"384","CLEC7A",1.41326655583661e-05,0.000640347563549907
"26","OSCP1",1.60846110707312e-05,0.000726013387701177
"597","MCEMP1",1.60846110707312e-05,0.000726013387701177
"238","ZBTB2",1.68841776787653e-05,0.00076065467386635
"15","OTUD3",1.73874837404072e-05,0.000778617181789392
"321","COX15",1.73874837404072e-05,0.000778617181789392
"446","TRPM7",1.73874837404072e-05,0.000778617181789392
"78","MIR4671",1.74143185360332e-05,0.000778617181789392
"478","GLIS2",1.76047134029218e-05,0.000785647633727002
"140","C3orf86",1.77063685666668e-05,0.000788698902113353
"640","NR1H2",1.79046138457318e-05,0.000796033084994945
"263","TTI2",1.81952269353199e-05,0.000807438750348829
"342","IPO7",1.85520197704974e-05,0.000821733107479396
"386","CDKN1B",1.90577154587393e-05,0.000842557244824151
"565","ZNF750",1.97568477214056e-05,0.000871839889113868
"45","ZNF687",1.99893973807702e-05,0.000880462360096861
"113","HAT1",2.00593065327568e-05,0.000881433564689962
"579","WDR18",2.00858389219133e-05,0.000881433564689962
"472","MIR3178",2.16275474276631e-05,0.000947334549710413
"389","ITPR2",2.22845936918687e-05,0.00097431368397825
"251","YWHAG",2.27667867401913e-05,0.000993562698678295
"57","TAGLN2",2.46201303711024e-05,0.00107246917169855
"377","P2RY2",2.47309996192584e-05,0.0010746432288079
"278","ZNF696",2.47607377697225e-05,0.0010746432288079
"436","BEGAIN",2.48489516515249e-05,0.00107650019613562
"282","HSF1",2.55905191115581e-05,0.00110573863956757
"657","AHCY",2.56171883834491e-05,0.00110573863956757
"226","GPSM3",2.60727979476921e-05,0.00112335835084811
"262","PPP2R2A",2.75801520720989e-05,0.00118614675799007
"488","GGA2",2.8691728142737e-05,0.00123171717717108
"297","PHF19",2.88257892340701e-05,0.00123523458857099
"250","HSPB1",2.96334191302524e-05,0.00126755078182237
"323","NFKB2",3.14947552056584e-05,0.0013447409263216
"693","TYMP",3.29799425868062e-05,0.00140562176165386
"161","RAB7A",3.46175569520044e-05,0.00147276884576597
"670","SLC5A3",3.55863183402018e-05,0.00151127058370567
"307","SARDH",3.59855845508106e-05,0.00152549266028723
"380","DDX6",3.67322082769343e-05,0.00155436274917592
"619","MAP1S",3.79283305838263e-05,0.00160211702289649
"404","TCTN1",3.85574571894047e-05,0.0016201069775236
"662","CSTF1",3.85574571894047e-05,0.0016201069775236
"450","RAB8B",3.85593254556826e-05,0.0016201069775236
"89","PREB",3.9606631275483e-05,0.00165816408053028
"141","KIF15",3.96750235751644e-05,0.00165816408053028
"467","SPATA41",3.96750235751644e-05,0.00165816408053028
"626","BLVRB",4.05259711291549e-05,0.00169074636944997
"560","LINC00482",4.18918112904905e-05,0.00174246973678666
"214","PRELID1",4.19128054170736e-05,0.00174246973678666
"646","RPL28",4.21927125593708e-05,0.00175103451754713
"309","EGFL7",4.35938521790948e-05,0.00180602013127274
"418","SPATA13-AS1",4.39711906892375e-05,0.00181847348300674
"592","TNFAIP8L1",4.4048034896428e-05,0.00181847784484434
"190","GOLPH3",4.46584498416962e-05,0.00184047180156291
"561","BAHCC1",4.53752246231787e-05,0.00186676510051296
"64","RGS2",4.58490285838961e-05,0.0018823414008519
"63","ZNF648",4.59148207862249e-05,0.0018823414008519
"25","MAP7D1",4.59921370254991e-05,0.0018823414008519
"221","HLA-A",4.61591950700763e-05,0.00188592145788896
"146","IP6K2",4.70264440300819e-05,0.0019180475803457
"211","ERGIC1",4.83244883299715e-05,0.00196760377999198
"134","PLCD1",4.92923312240916e-05,0.00200356839282556
"24","ADPRHL2",5.04474048017918e-05,0.00204700710888367
"269","YWHAZ",5.44819421392568e-05,0.00220693774850251
"264","RNF122",5.76112672402472e-05,0.0023297170644917
"222","HLA-E",5.92507770096256e-05,0.00239193468960323
"357","DAGLA",5.93858405432207e-05,0.00239330997168827
"86","ITSN2",6.08976168877254e-05,0.00245006931644894
"179","TLR6",6.11043534287688e-05,0.00245422010712125
"153","SPATA12",6.20607415091879e-05,0.00248841521411713
"705","RTL8A",6.2890627364441e-05,0.00251743107543101
"387","ATF7IP",6.55072969570109e-05,0.00261775112308649
"539","LINC00910",6.56664219091186e-05,0.00261969225585923
"664","RAB22A",6.64893055937991e-05,0.00263528551005241
"43","LOC100132057",6.65021198890722e-05,0.00263528551005241
"349","LOC101928812",6.65021198890722e-05,0.00263528551005241
"689","EFCAB6",6.65021198890722e-05,0.00263528551005241
"570","LDLRAD4",6.84707820194749e-05,0.00270876814944156
"426","BAZ1A",6.90826513916844e-05,0.00272841931671458
"681","C22orf42",6.97729791081303e-05,0.00275109864546649
"667","APP",7.08829304756668e-05,0.00279022060379049
"439","ANKRD9",7.28801001862593e-05,0.00286407916105106
"525","NDEL1",7.32463609457739e-05,0.0028737069790265
"198","DCP2",7.38190041653102e-05,0.00289138668050472
"129","IRAK2",7.41077082566859e-05,0.0028979048887107
"311","MIR7114",7.59052032637748e-05,0.00296330412148546
"101","GNLY",7.68977803508026e-05,0.00299711628449501
"428","ERO1A",7.95496662579077e-05,0.00309538331907001
"163","SNORA7B",8.05391607816034e-05,0.00312874834924862
"535","MRPL45",8.36644980854898e-05,0.00324484060741711
"493","KCTD13",8.39760455756207e-05,0.0032516018823619
"382","ST14",8.49815514248037e-05,0.00328516773917386
"181","NAAA",8.56000968235292e-05,0.00330368973033741
"356","VPS37C",8.58325387094888e-05,0.00330727425983538
"643","RPS9",8.69502685070746e-05,0.00334180850259136
"623","ZNF100",8.71498911498576e-05,0.00334180850259136
"381","HINFP",8.71518611892418e-05,0.00334180850259136
"601","SPC24",8.86522352996349e-05,0.00339384817430605
"84","YWHAQ",9.03985533100886e-05,0.00345512018998253
"696","ACOT9",9.14011417412762e-05,0.00348781458267797
"687","C22orf46",9.28592890822231e-05,0.00353775976427884
"273","FAM49B",9.30565788993314e-05,0.00353958547380009
"335","KCNQ1",9.43215624413322e-05,0.00358195202751963
"276","PTP4A3",9.47387472430393e-05,0.00359203854946928
"351","ARHGAP1",9.62037366287318e-05,0.00364175710365984
"23","ZBTB8OS",9.72160523979021e-05,0.00367420860234942
"401","CCT2",9.75059565534809e-05,0.00367929721727363
"405","PHETA1",9.7787277478574e-05,0.00368404628681998
"348","PRDM11",9.83391637246918e-05,0.00369895740124448
"100","LINC01816",9.85376169372589e-05,0.00370054819106533
"237","LINC01625",9.96779402242972e-05,0.0037374496036316
"542","UBE2Z",0.000100324964567863,0.00375054035824357
"44","PRPF3",0.000100343612572327,0.00375054035824357
"85","FAM49A",0.000100889431459459,0.00376500292487372
"551","NAT9",0.000102017336234719,0.00379575932772828
"56","IFI16",0.000102033957537364,0.00379575932772828
"35","DNASE2B",0.000102311348655537,0.00380011289826058
"200","UQCRQ",0.000103198580528234,0.00382706848634985
"544","PDK2",0.00010403326417143,0.00385199415792247
"194","AP3B1",0.000106011955782883,0.00391913465863803
"337","CARS",0.000114085931920053,0.00421105035624532
"513","MIR6774",0.000115434508905224,0.00425420148915565
"75","ARF1",0.000116208185861321,0.00427606425521076
"495","ZNF267",0.000124999607008055,0.00459242742212385
"397","NR4A1",0.000126647094898702,0.00464049743267673
"338","TIMM10B",0.000126699659827904,0.00464049743267673
"453","MTFMT",0.000128692621625208,0.00470621767693297
"553","JMJD6",0.000129875284676267,0.00474214887669261
"287","ZCCHC7",0.00013115638002668,0.00478155805768035
"4","CHD5",0.00013591120213144,0.00494729302136519
"543","PHB",0.000139765620526955,0.00507979433991909
"32","SZT2",0.000148024861949268,0.00537173836693999
"61","RC3H1",0.000149180597090505,0.00540540154320138
"27","GNL2",0.000150993436362458,0.0054544077156725
"370","ZDHHC24",0.000150993436362458,0.0054544077156725
"407","MAP1LC3B2",0.000157279331261413,0.00567282848234659
"40","RHOC",0.000159163088492395,0.00572793894180948
"618","MYO9B",0.000159290701888528,0.00572793894180948
"369","BBS1",0.000163818164007789,0.00587291835475427
"645","DNAAF3",0.000163818164007789,0.00587291835475427
"564","WDR45B",0.000166800368023793,0.0059707980680662
"510","LINC02139",0.000168237657161587,0.00601316404488405
"534","RAB11FIP4",0.000169013321997899,0.0060317901978678
"77","TSNAX-DISC1",0.000177546437105608,0.0063267938647994
"326","XPNPEP1",0.000181486712351651,0.00645749342732293
"51","SHC1",0.000184439757724873,0.00653313742721422
"364","POLA2",0.000184439757724873,0.00653313742721422
"554","BIRC5",0.000184439757724873,0.00653313742721422
"654","LINC01431",0.000184777695802088,0.00653533889167473
"59","ARHGAP30",0.000188243669921843,0.00663997811828925
"634","C5AR2",0.000188296632294821,0.00663997811828925
"661","ARFGEF2",0.00019107002050106,0.00672479125211904
"174","NSD2",0.000191269329616755,0.00672479125211904
"481","EEF2KMT",0.000193266984563158,0.00678495960473062
"218","SSR1",0.000194049911350936,0.00680236797231231
"552","GRB2",0.000195329303508206,0.00683710266651987
"286","MELK",0.000196613745295961,0.00686179075446007
"442","MFAP1",0.000196613745295961,0.00686179075446007
"671","RRP1",0.000198892884770582,0.00693112454471834
"448","SLTM",0.000200206615546836,0.00696666104054826
"650","SIRPB2",0.000204392220973721,0.00710188044049011
"547","AMZ2",0.000206404078248916,0.00716128468852789
"566","METRNL",0.000207140457215677,0.0071763266295905
"116","LINC01614",0.000207823544521568,0.00718948107230306
"420","FOXO1",0.000219582390542586,0.0075851952021686
"655","DUSP15",0.000221006285915613,0.00762326922466125
"460","ISL2",0.000221668450119726,0.00763499602105692
"694","SHANK3",0.000224766298768834,0.00773046006084914
"246","ZNRF2",0.000227473802805836,0.00781224160157956
"398","C12orf10",0.000232955486956518,0.00798892355196613
"280","MIR661",0.000242898413406215,0.00831786662209114
"545","MIR142",0.000245905384837651,0.00840868673087706
"104","CNOT11",0.000252623035468575,0.00862594822982538
"136","SCN10A",0.000256036106992703,0.00872991025526054
"201","PPP2CA",0.000260703432006364,0.00887627762680289
"373","CPT1A",0.000261501008998952,0.00889065912517671
"29","RLF",0.000262715268773867,0.00891914573658212
"188","MIR6075",0.000264789660350694,0.00897671041678169
"659","FAM83D",0.000270032507415383,0.00914085015019255
"531","POLDIP2",0.000270402833915051,0.00914085015019255
"367","EFEMP2",0.000270870217454518,0.00914360618663776
"376","STARD10",0.000279364982917984,0.00941694452376594
"16","MIR3917",0.00028156039232658,0.00947746678545875
"615","KLF2",0.000285853421793303,0.00960832416487363
"628","EXOSC5",0.000287490789554073,0.00964967314456495
"275","NCRNA00250",0.000292308190416143,0.00979749248697504
"242","ADAP1",0.000293953039653089,0.00983196408430229
"435","WDR25",0.000294166457178981,0.00983196408430229
"518","ATP2A3",0.000298054533883346,0.00994788491469527
