"","Feature","p value","adjusted p value"
"755","PCSK7",0.000298770008598733,0.0054169494213957
"661","FAM241B",0.000306500903327148,0.00555286842977326
"1260","STAU1",0.000309282697768821,0.00559898555311517
"216","HECW2-AS1",0.000309746941181748,0.00560310936273579
"966","C15orf39",0.000310139682163299,0.00560593443800435
"1120","TMEM235",0.000310769339068455,0.00561303432004967
"553","DCAF4L2",0.000318739280543288,0.00575260070908934
"276","NFKBIZ",0.000321957993024099,0.00580626983309899
"1283","DSCR9",0.000322271256580736,0.00580749959482411
"144","RAB4A",0.000324991246211244,0.00585206501631295
"695","INPP5A",0.000327013450548598,0.00588400739381179
"274","SHQ1",0.000334440970872535,0.00600908260432472
"522","DNAJB6",0.000334471872182315,0.00600908260432472
"1346","SCML1",0.000339718583019133,0.00609872065288212
"168","SRSF7",0.000341443306100692,0.00612504316780325
"380","CYFIP2",0.000348163194759959,0.0062408647702169
"643","CELF2",0.000350234678465812,0.00627325107755431
"28","LIN28A",0.000353328239336041,0.00632388163711946
"133","NENF",0.000354469253330082,0.00633951539333053
"153","TRIB2",0.000362986569752219,0.0064869477703004
"767","JAM3",0.000366736268115457,0.0065490198534529
"598","LINC00092",0.000368445664531761,0.00657459104850086
"236","TATDN2",0.000372786084988755,0.00664703676145863
"246","WDR48",0.000375846452953536,0.00669656646288718
"305","UVSSA",0.000379128643277506,0.00674997104413754
"84","VPS45",0.000380847438155856,0.00677548178827277
"516","CRYGN",0.000382294222739684,0.00679611867686593
"925","MIR5195",0.000384103053342699,0.00682315596331479
"284","EEFSEC",0.000385905130405379,0.00685003286533054
"558","FBXO32",0.000396329625369634,0.00702980773382053
"1258","ELMO2",0.000397367099367322,0.00704293803568244
"533","BMP1",0.000404233912840787,0.00715929075679233
"768","WNK1",0.000412931907223155,0.0073078770765251
"507","EPHB6",0.00042221997342238,0.00746667664939562
"115","RCSD1",0.000423215792730265,0.00747870592119992
"1217","CYTH2",0.000424422578202004,0.0074944425004865
"1157","TJP3",0.000425072909083485,0.00750033710093176
"154","LAPTM4A",0.000436480059051493,0.00769588389832085
"517","RHEB",0.000441586398223942,0.00778012853435893
"1276","IFNAR2",0.00044276342000646,0.00779507040408104
"1018","NPIPB15",0.000445982400253969,0.00784591309489109
"769","FBXL14",0.000448650811842522,0.00788700169750166
"125","MFSD4A",0.000452447869805804,0.00794785557508386
"1334","KIAA0930",0.000463958294412496,0.00814401459458734
"365","IRF1",0.000465988721849331,0.00817360084505078
"829","MORN3",0.000471156866352103,0.00825813924700132
"126","ELK4",0.00047830032982517,0.0083771492356741
"802","RAB5B",0.000492759113187733,0.00862401233767335
"690","SEC23IP",0.000493893336555214,0.00863748368734236
"367","CDKN2AIPNL",0.000499618222927766,0.00873116005067792
"79","LIX1L",0.000501920754529247,0.00876493450263786
"1029","ANKRD11",0.000502595617219765,0.00877025651049836
"309","MXD4",0.000507261755882395,0.00884516690886322
"371","WDR55",0.000509964886505774,0.00888576317318186
"1330","TCF20",0.000536301476988373,0.00933779287302974
"535","PEBP4",0.00053825283594654,0.00935801720720848
"933","RPAP1",0.00053825283594654,0.00935801720720848
"1131","TBCD",0.000541199609793858,0.0094023512853996
"789","NELL2",0.000547834993958523,0.00951065630171072
"1368","ZNF280C",0.000548791526973708,0.00952028756566321
"1306","PIK3IP1",0.000555462996537406,0.00962897339352371
"261","NAA80",0.000557513529645256,0.00965745476023658
"420","MDGA1",0.000558755946960291,0.00967190626378233
"453","EZR-AS1",0.00055918884366593,0.0096723343272639
"388","CLK4",0.000574433907907359,0.00992878214126965
"1296","LINC00895",0.000577763512841638,0.00997905390948126
