"","Feature","p value","adjusted p value"
"58","GS1-279B7.1",1.48790847574028e-07,6.78057060569566e-06
"210","BYSL",1.72684485100955e-07,7.85432676283556e-06
"315","PRKCQ-AS1",1.82372137159886e-07,8.27906615762035e-06
"154","SLC2A9",2.03109415913234e-07,9.20283714894057e-06
"373","TREH",2.20924353123007e-07,9.99092441976317e-06
"645","ITPKC",2.29900253716207e-07,1.03770405948818e-05
"354","EHF",2.39767723324267e-07,1.08018550182797e-05
"41","RPS27",2.4528594033929e-07,1.10294894273627e-05
"69","IRF2BP2",2.64839396819987e-07,1.1886172701597e-05
"236","SEPT7",2.73146421598507e-07,1.223582372896e-05
"1","LINC02593",2.78829177557631e-07,1.24668207935532e-05
"602","ZNF266",2.85934985194085e-07,1.27604545087462e-05
"127","IQSEC1",2.95264669333639e-07,1.31520429872166e-05
"155","FBXL5",3.61220752352918e-07,1.60597526613642e-05
"512","VPS9D1",3.80983730064228e-07,1.69066881111086e-05
"651","MIR6088",4.43664590140233e-07,1.96514388645852e-05
"133","LRRC2-AS1",4.55070319776175e-07,2.01190324024926e-05
"238","ZMIZ2",4.87499918078698e-07,2.1512636049741e-05
"646","SNRPA",4.95878908175748e-07,2.1841714659927e-05
"592","ZFR2",4.98867324881824e-07,2.19325769902126e-05
"612","LINC01841",5.15820421299416e-07,2.26159100946121e-05
"550","KAT7",5.16318831969664e-07,2.26159100946121e-05
"736","TTC38",5.65577651605449e-07,2.47278479891039e-05
"441","ZFYVE26",6.02167889910505e-07,2.62308317779582e-05
"443","PTGR2",6.02167889910505e-07,2.62308317779582e-05
"703","ZBP1",6.69151735966444e-07,2.90952086003611e-05
"409","MIR6880",7.3359231801435e-07,3.18387127472272e-05
"284","GNAQ",7.66542334553186e-07,3.32079592356615e-05
"234","LOC101927354",7.85796786362498e-07,3.39256297541081e-05
"587","CIRBP-AS1",7.85971672996807e-07,3.39256297541081e-05
"376","SORL1",8.73973921719426e-07,3.7655563678155e-05
"574","RAB40B",9.46660193527035e-07,4.07132606279676e-05
"36","CERS2",1.01131287851977e-06,4.32582694626045e-05
"464","MPI",1.01131287851977e-06,4.32582694626045e-05
"545","FMNL1",1.01131287851977e-06,4.32582694626045e-05
"707","ADAMTS1",1.10051197648145e-06,4.69888870390646e-05
"697","ELMO2",1.37468041457691e-06,5.85895715543687e-05
"429","RASA3",1.47903705247226e-06,6.29241311174778e-05
"369","TBC1D10C",1.55181181691592e-06,6.59019437732195e-05
"186","HMMR",1.91066652640006e-06,8.09965378821151e-05
"249","LOC102723885",1.94387332029283e-06,8.22570822696055e-05
"696","MMP9",2.07027891010747e-06,8.74499096841654e-05
"181","CXXC5",2.14641448408166e-06,9.0504597916874e-05
"192","MAPK9",2.27813582566857e-06,9.58880722217906e-05
"533","RAD51L3-RFFL",2.29287410284193e-06,9.63373007358957e-05
"123","BHLHE40",2.6462213502543e-06,0.000110986738649516
"741","CLDN34",2.67279866051393e-06,0.000111903374307771
"530","RNF135",2.72552830651635e-06,0.000113909778270755
"467","PSTPIP1",2.78748915512747e-06,0.000116294243853971
"277","MIR101-2",2.82886456053779e-06,0.000117813011407846
"20","SYNC",3.02989534834025e-06,0.00012596391240284
"419","LPAR6",3.25784003019488e-06,0.000135203214002676
"291","RGS3",4.13309007649749e-06,0.000171226985214617
"448","FOXN3",4.31087771019149e-06,0.000178280748862841
"432","TINF2",4.69086235438085e-06,0.000193657430682514
"615","AKAP8",4.89273944024115e-06,0.000201640428722425
"333","TSPAN14",5.10538175050575e-06,0.000210038596079401
"526","LYRM9",6.06819977168104e-06,0.000249216863066769
"66","LINC01655",6.54086484205022e-06,0.0002681641421489
"588","C19orf24",6.60315230368147e-06,0.00027025025930974
"454","LINC00239",6.75255444417922e-06,0.000275888418385715
"589","TCF3",6.9453656964099e-06,0.00028302344028879
"492","SBK1",6.95107575845364e-06,0.00028302344028879
"73","ASXL2",6.9794953285364e-06,0.000283693140309309
"734","SCUBE1",7.06994724862379e-06,0.000286877636901777
"410","NCOR2",7.3727931985736e-06,0.000298654838336066
"499","ADGRG1",7.45162083864399e-06,0.000301332865210489
"465","SIN3A",7.46498179849111e-06,0.000301358898941812
"115","LINC00471",7.73173726717249e-06,0.000311596901394875
"227","PSMB1",8.0673608337331e-06,0.000324570882303859
"301","QRFP",9.0337227915269e-06,0.000362834116933581
"657","CYTH2",9.46690670284571e-06,0.000379589320029331
"188","NSD1",9.6316268743889e-06,0.000385537767053335
"626","ZNF507",9.64779912489462e-06,0.000385537767053335
"70","COX20",1.07799324452938e-05,0.000430053971643312
"63","NUAK2",1.09095884499103e-05,0.000434494987390799
"564","TNRC6C",1.12780391822321e-05,0.000448415594800929
"96","ACOXL",1.13040035396671e-05,0.000448695095275529
"270","DERL1",1.25078688704399e-05,0.000495650449202032
"339","SORCS1",1.2701361783181e-05,0.000502477746537628
"398","APPL2",1.30861675304503e-05,0.000516838186615134
"606","S1PR5",1.44340981027889e-05,0.000569126160968033
"93","IL18R1",1.46968137852658e-05,0.000578522252939275
"691","FAM83D",1.51103043427281e-05,0.000593812407976165
"509","MIR5189",1.51397099688178e-05,0.000593982958826283
"722","MED15",1.53637598830946e-05,0.000601776889173045
"25","NRDC",1.71392111828991e-05,0.000670211035315445
"524","SMCR2",1.82282364949071e-05,0.000711621944348951
"583","TPGS1",1.83609488220129e-05,0.000715624020123747
"584","GZMM",2.11219270572668e-05,0.000821882275001727
"565","RBFOX3",2.15874564101565e-05,0.000838619597625375
"122","EGOT",2.25327733962081e-05,0.000873910198314148
"455","DYNC1H1",2.41490185140234e-05,0.000935064202167996
"421","LINC01078",2.63459975068385e-05,0.00101846835712814
"510","SNAI3",2.65051907018851e-05,0.00102053821546362
"652","EML2",2.65051907018851e-05,0.00102053821546362
"222","TNFAIP3",2.65287395335102e-05,0.00102053821546362
"720","MIR4761",2.75848120768218e-05,0.00105944455718711
"374","CXCR5",2.80101049124851e-05,0.00107403795487242
"471","LINC00924",2.96904240101774e-05,0.00113663001255117
"497","SIAH1",3.01611067567889e-05,0.0011527866884123
"274","LOC105375787",3.32780323571026e-05,0.00126987042313408
"519","ZFP3",3.36152838325149e-05,0.0012806774613812
"571","SLC16A3",3.36727428476954e-05,0.00128080736318112
"174","ARRDC3-AS1",3.48023421229473e-05,0.00132068149224992
"572","CSNK1D",3.48325076024898e-05,0.00132068149224992
"263","LOC101929341",3.51239351287994e-05,0.00132960365934051
"178","ACSL6",3.52479552208961e-05,0.00133217032674573
"660","FUZ",3.55530586530165e-05,0.00134054596459199
"59","LINC01222",3.55827071666607e-05,0.00134054596459199
"197","KIF13A",3.67788597350328e-05,0.00138341053831916
"142","NCEH1",4.00465555207539e-05,0.00150393538221126
"621","ISYNA1",4.31454352982503e-05,0.00161774901940291
"357","DDB2",4.47689418997644e-05,0.0016759709576599
"459","THBS1",4.4911728973322e-05,0.00167866441873945
"517","SPAG7",4.53359902760608e-05,0.00169185348279026
"260","ADAM7",4.68235754530217e-05,0.0017426716923384
"8","PGD",4.68448271097423e-05,0.0017426716923384
"18","ATP5IF1",4.72719101303963e-05,0.00175270522873402
"329","VSIR",4.7304447718673e-05,0.00175270522873402
"391","GLI1",4.73364285095064e-05,0.00175270522873402
"555","PITPNC1",4.87995856881355e-05,0.00180406206248322
"353","LOC100506675",5.18760401200451e-05,0.0019148076677955
"347","DUSP8",5.23310430997435e-05,0.00192859833333534
"201","MRPS18B",5.24387544217948e-05,0.00192956702411999
"733","CCDC134",5.26478335674344e-05,0.00193195148002878
"739","KLHDC7B",5.26666099547872e-05,0.00193195148002878
"558","ABCA9",5.5412988709378e-05,0.00202642221210823
"633","THAP8",5.5412988709378e-05,0.00202642221210823
"237","TRG-AS1",5.70132524303331e-05,0.00208173042040309
"379","LOC283177",5.90516207543928e-05,0.00215284039541053
"6","VAMP3",5.92528810050323e-05,0.00215685947953341
"417","FRY",6.16393945879156e-05,0.00224028946863472
"358","ZDHHC5",6.21131085757579e-05,0.00225404951595671
"149","FGFRL1",6.23003198470858e-05,0.0022573863599639
"404","SIRT4",6.25924963150115e-05,0.00226451051172035
"627","PDCD5",6.35841093488751e-05,0.00229687902323216
"632","LOC101927572",6.39064038866089e-05,0.00230500769086906
"110","TNP1",6.41492047687217e-05,0.0023102487924079
"143","LINC02015",6.53104341858557e-05,0.00234849978589108
"159","LOC105377348",6.54209741281258e-05,0.00234891033926394
"686","ERGIC3",6.61308889591786e-05,0.00237080737619615
"163","LARP1B",6.67249310059955e-05,0.00238849046835208
"494","MIR3680-1",6.73814678811213e-05,0.00240609236403414
"698","B4GALT5",6.74197294897527e-05,0.00240609236403414
"327","COL13A1",6.75957227674385e-05,0.00240874562769923
"50","IFI16",6.79528936876002e-05,0.00241783741999258
"166","LINC01511",6.86425287734108e-05,0.00243871364969043
"476","JPT2",7.00245291791011e-05,0.00248408872448676
"420","WDFY2",7.06641427275629e-05,0.00250303167446197
"79","MIR4433B",7.30868481400523e-05,0.00258498364235048
"173","MEF2C",7.65300331670224e-05,0.00270273054539334
"106","SLC39A10",7.74073192514512e-05,0.0027296447087822
"351","MICALCL",7.83713800899283e-05,0.0027595343149941
"636","CATSPERG",8.22049808433538e-05,0.00289022467514088
"694","PCIF1",8.2670510811884e-05,0.00290228606623587
"344","DPYSL4",8.34086690852366e-05,0.00292386868537404
"257","LZTS1-AS1",8.61537587561561e-05,0.00301563607273948
"613","PKN1",8.9267257891011e-05,0.00312000915965087
"45","ARHGEF2",9.12298229559816e-05,0.00318390738525463
"521","CDRT15",9.16595867359807e-05,0.00319420180423902
"283","OSTF1",9.31942453521121e-05,0.00324291340985169
"543","TOP2A",9.6622589652674e-05,0.00335728080205193
"685","HM13",0.000100346609512476,0.00348157189695043
"488","XYLT1",0.000107695648790072,0.00373108741137184
"62","PPP1R15B",0.000108909798313496,0.00376230158285243
"424","CLYBL",0.000108914161532547,0.00376230158285243
"478","PGP",0.000114564740804008,0.00395173313367186
"27","JUN",0.000122091092687495,0.00420522183635984
"128","PLCL2",0.000125916315037823,0.00433068057685237
"481","ZNF205",0.000129414846244641,0.0044445559586366
"341","MIR4681",0.000130719028659875,0.00448284923611152
"167","SUB1",0.00013607416435586,0.00465975357332487
"725","PRAME",0.000137730867477589,0.00470968018270768
"445","LTBP2",0.000139676514127937,0.0047693290422042
"680","DSTN",0.000140605198715587,0.00479413150210543
"332","ZMIZ1",0.000141314129363382,0.00481138063724722
"243","EIF4H",0.000141808682362162,0.0048212917445282
"706","MIR4533",0.000146672175664014,0.0049794993505876
"348","TNNI2",0.00014830669810194,0.00502778801848594
"310","CYSRT1",0.000152885773679048,0.00517562025553201
"76","SRBD1",0.000155570742342278,0.00522939950642096
"147","PCYT1A",0.000155570742342278,0.00522939950642096
"470","MFGE8",0.000155570742342278,0.00522939950642096
"642","TTC9B",0.000155570742342278,0.00522939950642096
"614","PTGER1",0.000155577779973278,0.00522939950642096
"170","SNX18",0.000156537334394183,0.00525420001861043
"135","ACY1",0.000158435010790725,0.00530328064777244
"235","JAZF1",0.000158447174689745,0.00530328064777244
"290","BSPRY",0.000161276285603388,0.00539035844843933
"157","DTHD1",0.000165434359122516,0.00552154649031866
"650","ARHGEF1",0.000167460828236295,0.00558132102210336
"309","FUT7",0.000170928857038073,0.00568890607476295
"49","FCRL3",0.000172523081678366,0.00573391229527664
"187","STK10",0.000176039596294382,0.00584259147533328
"695","ZNF335",0.000184538642876191,0.00611610100732462
"38","TDRKH",0.000191511264031933,0.00633832740749261
"385","GALNT6",0.000192558244278129,0.00636409025754369
"745","INTS6L-AS1",0.000203713284345709,0.00672338955312016
"594","YJU2",0.000205669364379164,0.00677850754894722
"427","F10-AS1",0.000207764246209,0.00683685909775221
"60","NR5A2",0.000208016854854173,0.00683685909775221
"563","LINC01973",0.000211987525553993,0.00695771245575205
"105","LINC01934",0.000215245890951955,0.00705488503165765
"531","MIR365B",0.000222808606976633,0.00729267342475867
"522","ZNF287",0.000228412987118424,0.00746579662861419
"597","SAFB",0.00024201969932682,0.00789964299579566
"350","CARS",0.00024693272092647,0.00804891979063902
"266","SBSPON",0.000249335014708949,0.00811606022466754
"125","ATG7",0.000255463393107376,0.00830413721051508
"458","APBA2",0.000260922435555521,0.00846997117172489
"165","HRAT5",0.000266396749741537,0.00863584648238742
"495","MAZ",0.000274723347131888,0.00888824569986789
"364","MIR4489",0.000274932864835345,0.00888824569986789
"377","FEZ1",0.000280154884594746,0.00904472792948459
"322","ZNF487",0.000288417024991279,0.0092578789534256
"171","PIK3R1",0.000288461602519671,0.0092578789534256
"387","SP7",0.000289101170001897,0.0092578789534256
"394","YEATS4",0.000289101170001897,0.0092578789534256
"487","NOMO3",0.000289101170001897,0.0092578789534256
"635","DPF1",0.000289101170001897,0.0092578789534256
"363","MALAT1",0.000289976352036894,0.00927337329854019
"302","UCK1",0.000291994202524432,0.00932531889113405
"591","TLE2",0.000293945805969064,0.00937501179548977
"82","RAB1A",0.000299046637940359,0.00952487658504394
"482","RMI2",0.000303489937574656,0.00965342422913639
"292","AKNA",0.000307747271808931,0.00977571997326572
"724","P2RX6",0.000308374748168471,0.00978253869792269
